col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
URL,https://lili.tyc.land,all.pdf,PDF,Grayscale,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=1,1.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=2,2.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=3,3.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=4,4.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=5,5.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=6,6.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=7,7.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=8,8.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=9,9.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=10,10.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=11,11.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=12,12.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=13,13.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=14,14.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=15,15.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=16,16.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=17,17.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=18,18.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=19,19.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=20,20.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=21,21.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=22,22.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=23,23.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=24,24.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=25,25.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=26,26.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=27,27.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=28,28.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=29,29.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=30,30.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=31,31.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=32,32.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=33,33.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=34,34.pdf,PDF,,,0.2,Solid,,,,,,,,,,
URL,https://lili.tyc.land/lili.html?liliID=35,35.pdf,PDF,,,0.2,Solid,,,,,,,,,,
