col0,col1,col2,col3
3,0,1,
4,0,1,
5,1,1,
6,10,0,
7,10,0,
8,10,0,
9,1,0,165.0
11,0,1,
12,0,1,
15,0,1,139.0
17,0,1,108.0
20,0,1,14.0
22,0,1,201.0
40,0,1,140.0
42,0,1,140.0
51,0,10,347.0
56,0,1,108.0
57,0,10,160.0
58,1,0,155.0
64,0,1,108.0
65,0,1,323.0
74,0,1,171.0
75,0,1,14.0
78,1,1,155.0
86,2,2,187.0
87,1,0,6.0
91,0,0,187.0
92,1,0,207.0
95,1,0,159.0
101,0,1,218.0
103,1,0,227.0
105,0,1,228.0
114,1,1,239.0
122,1,1,239.0
124,1,1,239.0
127,1,1,323.0
129,0,1,108.0
130,0,1,233.0
133,0,1,245.0
135,1,1,257.0
136,1,1,257.0
138,1,0,239.0
139,1,0,239.0
141,1,0,
143,1,0,262.0
144,5,0,10.0
145,5,0,10.0
146,1,0,227.0
147,1,0,262.0
149,0,1,239.0
150,1,0,263.0
153,1,1,265.0
154,1,1,266.0
155,1,1,267.0
158,1,1,265.0
159,0,1,276.0
161,5,0,10.0
163,1,1,287.0
171,1,0,286.0
172,0,1,323.0
173,1,1,323.0
175,0,1,291.0
176,0,1,286.0
181,5,0,10.0
184,1,0,122.0
188,0,1,293.0
193,0,1,
200,0,1,100.0
202,0,1,100.0
204,0,1,10.0
205,0,1,10.0
206,0,1,10.0
207,0,1,10.0
208,0,1,10.0
211,1,0,323.0
216,1,1,257.0
222,1,1,324.0
224,1,1,
228,1,1,344.0
230,0,1,294.0
231,1,0,10.0
232,1,0,10.0
234,1,0,100.0
236,1,1,100.0
242,1,0,120.0
245,1,0,101.0
246,0,1,377.0
248,0,1,362.0
251,1,0,294.0
252,1,0,294.0
254,1,0,6.0
261,0,1,385.0
262,0,1,385.0
269,1,0,120.0
271,1,0,120.0
274,5,0,10.0
275,1,0,10.0
277,0,1,119.0
278,1,0,393.0
280,5,0,10.0
281,5,0,10.0
282,1,0,120.0
283,0,0,373.0
287,0,1,398.0
288,1,0,10.0
290,1,0,27.0
295,0,1,403.0
299,0,1,10.0
309,5,0,10.0
310,0,10,347.0
311,1,0,36.0
318,1,1,10.0
319,1,0,120.0
321,5,0,10.0
328,1,1,417.0
330,1,0,420.0
336,0,1,434.0
338,1,0,10.0
341,0,1,454.0
342,0,1,455.0
346,1,1,463.0
348,1,1,468.0
351,1,0,27.0
360,1,0,486.0
361,1,1,155.0
369,1,0,155.0
370,1,0,10.0
371,0,1,515.0
372,0,1,515.0
373,0,1,515.0
374,0,1,10.0
375,0,1,10.0
380,1,1,529.0
381,5,0,27.0
382,0,5,160.0
385,0,1,
386,1,0,6.0
388,1,1,567.0
389,0,0,187.0
390,0,0,187.0
391,1,1,573.0
392,1,1,579.0
393,1,1,577.0
400,1,0,488.0
402,1,1,590.0
403,1,1,417.0
407,1,1,582.0
408,1,1,612.0
409,0,1,613.0
410,1,1,612.0
414,1,1,294.0
416,0,1,294.0
417,0,1,294.0
419,0,1,613.0
420,1,0,534.0
424,10,0,6.0
427,1,1,529.0
428,0,1,294.0
429,20,20,
431,0,10,12.0
432,1,1,244.0
433,1,1,648.0
434,1,1,649.0
435,1,1,650.0
436,1,1,647.0
437,0,1,653.0
438,0,1,652.0
440,5,0,10.0
441,0,1,122.0
442,0,1,216.0
446,1,1,659.0
447,0,1,
448,1,1,625.0
449,1,1,626.0
450,1,0,666.0
451,1,1,883.0
452,1,1,276.0
453,0,1,434.0
454,1,0,122.0
457,0,1,398.0
459,1,1,666.0
461,0,1,678.0
463,1,1,905.0
464,1,1,905.0
465,1,1,905.0
470,1,1,239.0
471,1,1,690.0
472,1,1,691.0
474,1,1,694.0
475,1,0,155.0
476,0,20,
477,0,20,
478,0,20,
480,1,1,701.0
481,10,10,702.0
482,10,10,707.0
484,10,10,709.0
485,1,1,710.0
488,1,1,703.0
490,1,1,171.0
492,1,1,712.0
493,1,1,712.0
494,0,1,
495,5,0,27.0
496,1,1,713.0
497,1,1,713.0
501,1,1,721.0
502,1,1,721.0
503,1,1,722.0
504,1,1,719.0
505,1,1,723.0
506,1,1,723.0
507,1,1,724.0
508,1,1,724.0
509,1,1,703.0
511,1,1,678.0
512,1,1,703.0
513,1,1,678.0
514,1,1,734.0
515,1,1,735.0
516,1,1,735.0
517,1,1,736.0
518,1,1,737.0
519,1,1,737.0
520,1,1,737.0
522,1,0,740.0
523,1,1,737.0
527,0,1,746.0
531,1,1,753.0
532,1,1,753.0
533,1,1,754.0
534,1,1,755.0
535,1,1,755.0
536,0,10,12.0
537,1,1,757.0
