col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
14837,Turtlebot Euclid,B,In Production,Assembly,Assembly\Assembly, ,each,014837_B.PDF, , , , , , 
7949,M3 316 SS Locknut,A,In Production,Fastener,Parts\Fastener,2,each, ,Fastenal Canada,141309, , , , 
14845,"Cover Plate, Bottom—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,1,each,014845_B.PDF, , , , , , 
14845,"Cover Plate, Bottom—Turtlebot Euclid", , , , , , ,014845_B.DXF, , , , , , 
14845,"Cover Plate, Bottom—Turtlebot Euclid", , , , , , ,014845_GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14845,"Cover Plate, Bottom—Turtlebot Euclid", , , , , , ,014845_GEO_B FOR REFERENCE ONLY.DXF, , , , , , 
14846,"Bracket, Mounting—Intel Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,1,each,014846._B.PDF, , , , , , 
14846,"Bracket, Mounting—Intel Euclid", , , , , , ,014846_B.DXF, , , , , , 
14846,"Bracket, Mounting—Intel Euclid", , , , , , ,014846_FLP_B FOR REFRENCE ONLY.DXF, , , , , , 
14846,"Bracket, Mounting—Intel Euclid", , , , , , ,014846_GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14847,"Standoff, Type 1, 50.8mm—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,8,each,014847_B.PDF, , , , , , 
14847,"Standoff, Type 1, 50.8mm—Turtlebot Euclid", , , , , , ,014847_B.DXF, , , , , , 
14847,"Standoff, Type 1, 50.8mm—Turtlebot Euclid", , , , , , ,014847_GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14848,"Standoff, Type 2, 102.85mm—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,2,each,014848_B.PDF, , , , , , 
14848,"Standoff, Type 2, 102.85mm—Turtlebot Euclid", , , , , , ,014848_B.DXF, , , , , , 
14848,"Standoff, Type 2, 102.85mm—Turtlebot Euclid", , , , , , ,014848_GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14849,"Standoff, Type 3, 160mm—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,2,each,014849_B.PDF, , , , , , 
14849,"Standoff, Type 3, 160mm—Turtlebot Euclid", , , , , , ,014849_B.DXF, , , , , , 
14849,"Standoff, Type 3, 160mm—Turtlebot Euclid", , , , , , ,014849_GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14947,"Mounting Plate, Lower—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,1,each,014947_B.PDF, , , , , , 
14947,"Mounting Plate, Lower—Turtlebot Euclid", , , , , , ,014947_B.DXF, , , , , , 
14947,"Mounting Plate, Lower—Turtlebot Euclid", , , , , , ,014947_GEO_B FOR REFRENCE ONLY.DXF, , , , , , 
14947,"Mounting Plate, Lower—Turtlebot Euclid", , , , , , ,014947__GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14948,"Mounting Plate, Upper—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,1,each,014948_B.PDF, , , , , , 
14948,"Mounting Plate, Upper—Turtlebot Euclid", , , , , , ,014948_B.DXF, , , , , , 
14948,"Mounting Plate, Upper—Turtlebot Euclid", , , , , , ,014948__GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14948,"Mounting Plate, Upper—Turtlebot Euclid", , , , , , ,014948_GEO_B FOR REFRENCE ONLY.DXF, , , , , , 
14949,"Mounting Plate, Middle—Turtlebot Euclid",B,In Production,Other MTS Component,Parts\Other MTS Component,1,each,014949_B.PDF, , , , , , 
14949,"Mounting Plate, Middle—Turtlebot Euclid", , , , , , ,014949_B.DXF, , , , , , 
14949,"Mounting Plate, Middle—Turtlebot Euclid", , , , , , ,014949_GEO_B FOR REFRENCE ONLY.DXF, , , , , , 
14949,"Mounting Plate, Middle—Turtlebot Euclid", , , , , , ,014949_GEO_B FOR REFRENCE ONLY.STEP, , , , , , 
14950,PCB Case—Turtlebot Euclid,B,In Production,Other MTS Component,Parts\Other MTS Component,1,each,014950_B.PDF, , , , , , 
14950,PCB Case—Turtlebot Euclid, , , , , , ,014950_B.DXF, , , , , , 
14950,PCB Case—Turtlebot Euclid, , , , , , ,014950_GEO_B.STEP, , , , , , 
14951,"iRobot Create 2—Mobile Robot Base, Turtlebot Euclid",A,In Production,Other OTS Component,Parts\Other OTS Component,1,each, , , , ,iRobot,Create 2,iRobot Create 2
14952,"Screw, Cap, Socket Head—M5×0.5 X 12, Black-Oxide Alloy Steel",A,In Production,Fastener,Parts\Fastener,10,each, ,McMaster-Carr,91290A117,"Screw, Cap, Socket Head—M5×0.5 X 12, Black-Oxide Alloy Steel", , , 
14953,"Screw, Cap, Socket Head, Hex Drive—M3×0.5 X 18, Black-Oxide Alloy Steel",A,In Production,Fastener,Parts\Fastener,4,each, ,McMaster-Carr,91294A135,"Screw, Cap, Socket Head, Hex Drive—M3×0.5 X 18, Black-Oxide Alloy Steel", , , 
14957,"Screw, Cap, Flat Head, Hex—M3×0.5 X 16, Black-Oxide Alloy Steel Hex",A,In Production,Fastener,Parts\Fastener,12,each, ,McMaster-Carr,91294A133,"Screw, Cap, Flat Head, Hex—M3×0.5 X 16, Black-Oxide Alloy Steel Hex", , , 
14958,"Screw, Cap, Rounded Head, Thread-Forming, Phillips—",,,,,,,,,,,,,
14959,"Stud, Threaded, Zinc-Plated—M3x0.5 X 25, Low-Strength Steel",A,In Production,Fastener,Parts\Fastener,6,each, ,McMaster-Carr,94595A234,"Stud, Threaded, Zinc-Plated—M3x0.5 X 25, Low-Strength Steel", , , 
14962,"Grommet, Circular, Black—0.187"" OD, 0.125"" ID, Rubber",A,In Production,Other OTS Component,Parts\Other OTS Component,4,each, ,Digi-Key,36-730-ND,"Grommet, Circular, Black—0.187"" OD, 0.125"" ID, Rubber", , , 
14970,Intel Euclid Development Kit,A,In Production,Computer / Accessory,Parts\Computer / Accessory,1,each, , , , ,Intel,956912,Intel Euclid Development Kit
15133,Turtlebot Euclid PCBA,C,In Production,Circuit Card Assembly / PCBA,Assembly\Circuit Card Assembly / PCBA,1,each,015133_C.zip, , , , , , 
15134,Turtlebot Euclid Main OTG USB Cable,A,In Production,Cable / Harness Assembly,Assembly\Cable / Harness Assembly,1,each, ,Digi-Key,,,,,
15135,CABLE USB 1.1 A MALE-B MALE 1M,A,In Production,Cable / Harness Assembly,Assembly\Cable / Harness Assembly,1,each, ,Digi-Key,1175-1049-ND, , , , 
15163,SYM-001T-P0.6(N),A,In Production,Electrical Connector,Parts\Electrical Connector,2,each, ,Digi-Key,455-1909-1-ND,SYM-001T-P0.6(N), , , 
15164,SYR-02T,A,In Production,Electrical Connector,Parts\Electrical Connector,1,each, ,Digi-Key,455-2653-ND,SYR-02T, , , 
