col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1.0,63.0,,,,0.0,,1.0,10.0,,,,
1.0,63.0,,3554.0,-0.0573107597424698,1.0,27.0,1.0,10.0,,,cocoa,[-1.0]
1.0,63.0,,3563.0,-0.0590139361525572,2.0,48.0,1.0,10.0,,,mocha,"[-1.0, 1.0]"
1.0,63.0,,3562.0,-0.0589461892210434,3.0,46.0,1.0,10.0,,,beige,"[-1.0, 1.0, -1.0]"
1.0,63.0,,3562.0,-0.0589461892210434,4.0,70.0,1.0,10.0,,,raspberry,"[-1.0, 1.0, -1.0, -1.0]"
1.0,63.0,,3530.0,-0.0513888289492293,5.0,59.0,1.0,10.0,,,mahogany,"[-1.0, 1.0, -1.0, -1.0, 1.0]"
1.0,63.0,,3577.0,-0.0676860743946996,6.0,8.0,1.0,10.0,,,coffee,"[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1.0,63.0,,3577.0,-0.0676860743946996,7.0,49.0,1.0,10.0,,,khaki,"[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
1.0,63.0,,3573.0,-0.0689485043523914,8.0,66.0,1.0,10.0,,,bourbon,"[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0]"
1.0,63.0,,3605.0,-0.0826182255373307,9.0,50.0,1.0,10.0,,,black,"[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0]"
1.0,63.0,,3482.0,-0.0486584344408326,10.0,6.0,1.0,10.0,fail,,chocolate,"[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1.0,69.0,,,,0.0,,1.0,17.0,,,chocolate,"[-1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1.0,69.0,,176.0,0.0647132582060665,1.0,65.0,1.0,17.0,,,banana,[1.0]
1.0,69.0,,180.0,0.0644642160230676,2.0,35.0,1.0,17.0,,,resin,"[1.0, -1.0]"
1.0,69.0,,180.0,0.0644642160230676,3.0,15.0,1.0,17.0,,,nutty,"[1.0, -1.0, -1.0]"
1.0,69.0,,181.0,0.0644758199530868,4.0,51.0,1.0,17.0,,,yellow,"[1.0, -1.0, -1.0, 1.0]"
1.0,69.0,,186.0,0.0633926790028758,5.0,9.0,1.0,17.0,,,wheat,"[1.0, -1.0, -1.0, 1.0, -1.0]"
1.0,69.0,,155.0,0.0663106887024435,6.0,31.0,1.0,17.0,,, pine ,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0]"
1.0,69.0,,155.0,0.0660482303774351,7.0,7.0,1.0,17.0,,,biscuit,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0]"
1.0,69.0,,157.0,0.0658844726811408,8.0,45.0,1.0,17.0,,,gold,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
1.0,69.0,,158.0,0.0666088876817512,9.0,25.0,1.0,17.0,,, rye ,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
1.0,69.0,,158.0,0.0666088876817512,10.0,33.0,1.0,17.0,,,citric,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0]"
1.0,69.0,,158.0,0.0668442235907602,11.0,32.0,1.0,17.0,,,herbal,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0]"
1.0,69.0,,166.0,0.0625150425067469,12.0,66.0,1.0,17.0,,,bourbon,"[1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
1.0,69.0,,145.0,0.0718051709134845,13.0,72.0,1.0,17.0,,,apricot,"[1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0]"
1.0,69.0,,149.0,0.0659855185357436,14.0,57.0,1.0,17.0,,,velvet,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]"
1.0,69.0,,142.0,0.074345554565592,15.0,48.0,1.0,17.0,,,mocha,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]"
1.0,69.0,,146.0,0.0663758942847737,16.0,47.0,1.0,17.0,,,copper,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
