col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
1,16,520844.5934385,35,13,47,10,27,1.1,0.6,520847.3890585,520848.4942554,0,520854.1502879,0,0,520869.3080367,2.13673640001798,0,0,0.0488142999820411,520867.1712698
1,16,520844.5934385,150,7,49,3,35,1.2,1.9,520871.2835362,520872.4858065,0,520879.4246435,0,0,520888.9483572,2.51227860001381,0,0,0.0358261999790557,520886.4360485
1,16,520844.5934385,37,13,49,10,17,1.9,0.9,520890.4728544,520892.3759401,0,520898.3195169,0,0,520912.8848867,1.5581591000082,0,0,0.0397886999999173,520911.3266563
1,16,520844.5934385,37,13,49,10,29,1.9,0.5,520915.3580072,520917.2618818,0,520922.8003042,0,0,520937.4467185,1.64032369997585,0,0,0.0384702999726869,520935.806325
1,16,520844.5934385,38,9,50,5,30,1.1,0.7,520939.8374242,520940.941734,0,520946.6762238,0,0,520957.725386,2.03676689998247,0,0,0.0306891999789514,520955.6884649
1,16,520844.5934385,33,13,45,10,1,1.6,0.6,520959.7405853,520961.3438054,0,520967.0032153,0,0,520982.2290135,2.22047669999301,0,0,0.0572894000215456,520980.0085325
1,16,520844.5934385,150,7,49,3,11,2.0,0.7,520984.0285639,520986.0315889,0,520991.7657705,0,0,521001.2682744,2.49706299998797,0,0,0.032067799998913,520998.771208
1,16,520844.5934385,38,9,50,5,6,1.9,0.5,521002.7886365,521004.6905145,0,521010.2395895,0,0,521021.2925321,2.04787310003303,0,0,0.0477520999847911,521019.2446557
1,16,520844.5934385,33,13,45,10,25,1.6,2.7,521023.2639279,521024.867096,0,521032.6027962,0,0,521047.0764717,1.46861750003882,0,0,0.032629499968607,521045.6078509
1,16,520844.5934385,36,13,48,10,28,2.2,0.7,521049.6269166,521051.8300096,0,521057.6032841,0,0,521073.2104565,2.6022352,0,0,0.0694284000201151,521070.6082174
1,16,520844.5934385,34,13,46,10,2,2.9,0.6,521074.6258782,521077.5296435,0,521083.1555403,0,0,521098.5904178,2.429370799975,0,0,0.0247640000307001,521096.1610366
1,16,520844.5934385,148,7,47,3,33,1.6,1.0,521100.1797666,521101.7817335,0,521107.8323935,0,0,521117.4215282,2.5838307000231,0,0,0.0496865999884903,521114.8376942
1,16,520844.5934385,150,7,49,3,23,3.0,0.6,521118.8567891,521121.8604827,0,521127.5046764,0,0,521136.2152506,1.70508399995742,0,0,0.0420454000122845,521134.5101616
1,16,520844.5934385,151,7,50,3,12,1.2,0.8,521138.5277744,521139.7296565,0,521145.6637979,0,0,521154.3497265,1.68083840003237,0,0,0.122772599977907,521152.6688846
1,16,520844.5934385,151,7,50,3,36,1.6,0.7,521156.6864703,521158.2894203,0,521164.0702392,0,0,521173.0684259,1.99282899999525,0,0,0.0781613999861293,521171.0755862
1,16,520844.5934385,148,7,47,3,9,3.0,0.5,521175.0942904,521178.0975571,0,521183.647529,0,0,521192.6293223,1.97680419997778,0,0,0.0472939000464976,521190.6525147
1,16,520844.5934385,35,13,47,10,3,3.0,0.5,521194.6704598,521197.6741696,0,521203.2432754,0,0,521218.0672865,1.81876220001141,0,0,0.0679827000130899,521216.248521
1,16,520844.5934385,151,7,50,3,24,3.4,0.6,521220.2662053,521223.6698729,0,521229.302497,0,0,521237.6618789,1.35412690002704,0,0,0.0310033999849111,521236.3077417
1,16,520844.5934385,36,13,48,10,16,3.1,0.5,521240.3267053,521243.4300515,0,521248.9802518,0,0,521263.0452522,1.06013800000073,0,0,0.0502505999756977,521261.9851108
1,16,520844.5934385,147,7,46,3,20,2.5,0.5,521266.0038912,521268.5072994,0,521274.0635235,0,0,521283.7416258,2.67285309999716,0,0,0.0554948000353761,521281.068769
1,16,520844.5934385,147,7,46,3,32,1.0,0.5,521285.0852487,521286.0871223,0,521291.6317997,0,0,521300.4200579,1.78275459998986,0,0,0.0426367000327446,521298.6372926
1,16,520844.5934385,34,13,46,10,26,3.0,1.9,521302.6556436,521305.6592646,0,521312.5939809,0,0,521327.125651,1.5267276999657,0,0,0.0328362000291236,521325.5989199
1,16,520844.5934385,149,7,48,3,22,1.3,0.8,521329.6182867,521330.9216114,0,521336.7974363,0,0,521346.2988044,2.49604190001264,0,0,0.0732852999935858,521343.8027592
1,16,520844.5934385,148,7,47,3,21,1.9,0.5,521347.8208086,521349.7241667,0,521355.2608957,0,0,521364.629487,2.36323419999098,0,0,0.0369723999756388,521362.2662494
