col0,col1,col2,col3,col4
2253,41.935268817204296,93,3,145
2296,66.37323943661971,142,4,71
2295,62.44897959183673,98,5,40
2273,58.68263473053892,167,5,112
2151,66.07142857142857,56,1,1
2291,69.64285714285714,56,5,17
2304,37.95918367346939,245,4,26
2149,64.0004,50,3,69
2301,73.20235294117647,51,6,123
2289,60.0,62,5,33
2168,56.34057971014493,69,8,98
2300,51.11111111111112,117,5,14
2266,50.193488372093015,86,6,221
2288,59.45223880597016,67,6,13
2167,81.3953488372093,43,1,227
2308,56.3585549132948,173,6,82
2406,57.89473684210526,171,6,127
2286,66.18181818181819,55,5,24
2383,60.64516129032258,93,5,34
2415,64.18181818181819,110,5,27
2315,74.03508771929825,57,5,68
2237,64.33823529411765,68,4,120
2236,55.42966292134831,89,3,130
2312,77.27272727272727,77,8,30
2378,54.86910994764398,191,5,45
2311,53.958333333333336,120,4,57
2299,66.45161290322581,62,5,33
2439,68.54838709677419,124,4,27
2298,99.41176470588236,34,5,22
2375,56.785714285714285,168,5,24
2294,67.65432098765432,81,5,49
2492,75.14285714285714,70,5,66
2391,95.625,40,4,69
2292,88.29787234042553,47,2,114
2306,37.03707070707071,99,3,93
2405,66.04651162790698,86,5,42
2404,69.762,70,6,49
2446,72.63157894736842,57,5,60
2302,89.26829268292683,41,5,49
2460,78.75,48,5,50
2459,50.56603773584906,106,5,31
2458,78.21428571428571,56,5,21
2435,93.61702127659576,47,6,53
2457,63.05939393939393,99,6,38
2710,76.0,135,5,115
2434,81.11111111111111,72,5,35
2455,50.38251366120219,183,5,60
2432,75.88235294117646,68,5,55
2431,61.08695652173913,92,5,53
2551,93.75,48,5,73
2297,65.28735632183908,87,5,18
2550,80.33333333333333,60,5,75
2572,55.03184713375797,157,5,89
2494,80.33333333333333,60,5,8
2351,41.05263157894737,114,5,57
2493,83.84615384615384,52,5,77
2503,33.50993377483444,151,5,48
2349,63.46153846153846,52,1,155
2447,61.3248717948718,78,6,44
2502,57.073170731707314,123,5,25
2369,56.49484536082474,97,5,22
2501,82.45631578947369,57,6,39
2508,53.40659340659341,91,5,45
2437,46.07142857142857,112,5,26
2314,39.74346153846154,104,3,94
2512,79.28571428571429,56,5,114
2556,71.66666666666667,72,5,39
2313,50.78947368421053,228,5,102
2511,49.6,100,5,39
2555,65.97014925373135,67,5,58
2499,58.27586206896552,174,5,60
2554,56.81818181818182,88,5,56
2553,57.87878787878788,132,5,54
2597,64.79672897196262,107,6,49
2552,58.67186991869918,123,6,87
2310,42.52873563218391,261,5,110
2318,48.80995238095238,210,6,64
2650,67.98936507936507,63,6,56
2353,57.281456310679616,103,3,80
2397,58.34123222748815,211,10,100
2524,36.50349650349651,143,5,33
2600,64.41176470588235,68,5,75
2400,45.326728971962616,107,6,38
2509,74.42622950819673,61,5,77
2605,64.84210526315789,95,5,39
2549,70.88235294117646,68,5,103
2648,52.65486725663717,113,4,69
2540,55.41666666666666,96,5,50
2660,71.82481751824818,137,5,33
2382,54.6,100,5,32
2416,66.88311688311688,77,4,21
2636,66.91358024691358,81,5,61
2657,50.78947368421053,76,5,71
2633,52.4,100,5,50
2699,42.50570469798658,149,6,91
2599,58.771710526315786,76,6,80
2632,58.86363636363637,88,5,170
2654,75.92592592592592,54,5,74
2598,73.5452380952381,63,6,42
2631,48.0672268907563,119,5,91
2697,65.57377049180327,61,2,20
2696,57.55555555555556,90,5,74
2355,50.2,125,4,74
2695,61.298701298701296,77,5,95
2398,49.61224806201551,129,6,83
2638,60.588235294117645,68,5,113
2693,77.94132352941176,68,6,33
2526,68.24561403508773,114,5,12
2744,89.81132075471699,53,5,67
2743,80.32786885245902,61,5,84
2742,72.5,72,5,115
2708,63.05047169811321,106,6,59
2749,53.13717647058824,85,6,51
2704,78.57142857142857,63,2,35
2902,91.9298245614035,57,5,64
2726,85.71428571428571,56,1,69
2782,59.285714285714285,84,5,133
2781,65.71428571428571,84,5,47
2713,63.52988235294118,85,6,55
2735,82.46153846153847,65,5,63
2757,82.46727272727273,77,6,119
2712,78.30508474576271,59,5,125
2734,79.01240740740741,54,6,32
2733,61.86666666666667,75,5,98
2776,64.15584415584415,77,5,19
2698,68.125,80,6,92
2510,68.88888888888889,72,5,224
2652,48.392857142857146,112,5,64
2719,84.91228070175438,57,5,35
2758,80.55527777777777,72,6,55
2714,49.72477064220183,109,5,57
2736,81.93548387096774,62,5,79
