col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
2020-04-01 18:03:29,2020-04-01 13:00:00,CH,AG,Aargau,1,47.40966,8.15688,,549,549,0,94.0,27.0,81.82,1.639,0,4.0,,11.0,,27.0,,,,,,6.38366,2.03299,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200401_KFS_Coronavirus_Lagebulletin_24.pdf
2020-04-01 18:03:29,2020-03-31 10:00:00,CH,AI,Appenzell Innerrhoden,16,47.317264,9.416754,,14,14,0,1.0,,86.96,,0,,,,,,,,,,,7.844,0.0,https://www.ai.ch/themen/gesundheit-alter-und-soziales/gesundheitsfoerderung-und-praevention/uebertragbare-krankheiten/coronavirus
2020-04-01 18:03:29,2020-04-01 15:00:00,CH,AR,Appenzell Ausserrhoden,15,47.416352,9.36791,,61,61,0,6.0,,110.51,5.435,0,,,3.0,,,,,,,,10.608825,8.547556,https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/amt-fuer-gesundheit/informationsseite-coronavirus/
2020-04-01 18:03:29,2020-04-01 06:00:00,CH,BE,Bern/Berne,2,46.823608,7.636667,,909,909,0,115.0,26.0,88.16,1.94,0,,,20.0,,21.0,,,,,,14.693071,3.782354,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,BL,Basel-Landschaft,13,47.45176,7.702414,,588,588,0,,,204.88,3.833,0,249.0,,11.0,,,,,,,,14.903743,4.395591,https://www.statistik.bl.ch/files/sites/Grafiken/COVID19/20200401_COVID19_BL.htm
2020-04-01 18:03:29,2020-04-01 08:00:00,CH,BS,Basel-Stadt,12,47.564869,7.615259,235.0,691,691,0,108.0,16.0,356.37,9.283,0,323.0,,18.0,,,404.0,20.0,,,,13.446428,10.649961,https://www.coronavirus.bs.ch/nm/2020-tagesbulletin-coronavirus-691-bestaetigte-faelle-im-kanton-basel-stadt-gd.html
2020-04-01 18:03:29,2020-03-31 01:00:00,CH,FL,Fürstentum Lichtenstein,0,47.166667,9.509722,900.0,68,68,0,,,176.17,,0,1.0,,,,,,,,,,17.850263,0.0,https://www.regierung.li/media/attachments/160-coronavirus-68-personen-positiv.pdf?t=637212737830081294
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,FR,Fribourg,10,46.718391,7.074008,30.0,525,525,0,81.0,23.0,166.61,7.299,0,,,23.0,,,,,,,,9.829041,8.108046,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020-04-01 18:03:29,2020-04-01 10:00:00,CH,GE,Genève,25,46.220528,6.132935,,2702,2702,0,402.0,60.0,545.64,11.914,0,241.0,,59.0,,41.0,,,41.0,24.0,,12.572285,3.678956,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger
2020-04-01 18:03:29,2020-04-01 11:30:00,CH,GL,Glarus,8,46.931042000000005,9.065751,,56,56,0,5.0,,138.96,4.963,0,,,2.0,,,,,,,,13.120255,0.0,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,GR,Graubünden/Grigioni,1,46.656248,9.628198,,521,521,0,58.0,,263.26,10.611,0,,,21.0,,,,,,,,7.2023,2.766474,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx
2020-04-01 18:03:29,2020-04-01 14:00:00,CH,JU,Jura,26,47.350744,7.156107,,144,144,0,29.0,5.0,196.45,,0,,,,,,,,,,,13.790437,0.0,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html
2020-04-01 18:03:29,2020-04-01 09:00:00,CH,LU,Luzern,3,47.067763,8.1102,,401,401,0,57.0,12.0,98.65,1.722,0,,,7.0,,,,,,,,10.361588,4.090339,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus
2020-04-01 18:03:29,2020-04-01 14:00:00,CH,NE,Neuchâtel,24,46.995534,6.780126,,366,366,0,66.0,14.0,205.62,6.18,0,,,11.0,,8.0,,,,,,14.253424,4.395591,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Documents/Covid-19-Statistiques/COVID19_PublicationInternet.pdf
2020-04-01 18:03:29,2020-04-01 16:15:00,CH,NW,Nidwalden,7,46.926755,8.405302,,70,70,0,,,162.79,0.0,0,,,0.0,,,,,,,,13.354861,0.0,https://www.nw.ch/gesundheitsamtdienste/6044
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,OW,Obwalden,6,46.804527,8.144317000000001,6.0,48,48,0,,,127.66,,0,,,,,,,,,,,6.023552,0.0,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,SG,St. Gallen,17,47.1832,9.274744,,414,414,0,,,82.03,1.387,0,,,7.0,,,,,,,,11.465284,2.766474,https://www.sg.ch/tools/informationen-coronavirus.html
2020-04-01 18:03:29,2020-04-01 16:00:00,CH,SH,Schaffhausen,14,47.71357,8.59167,,44,44,0,,,54.05,1.229,0,,,1.0,,,,,,,,17.270762,0.0,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,SO,Solothurn,11,47.304135,7.639388,,216,216,0,,,79.59,1.105,0,,,3.0,,,,,,,,8.12564,3.154649,https://corona.so.ch/
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,SZ,Schwyz,5,47.061787,8.756585,10.0,146,146,0,1.0,,92.82,2.543,0,65.0,,4.0,,,,,,,,16.948762,2.5,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,TG,Thurgau,1,47.568715,9.091957,276.0,166,166,0,,,60.63,1.461,0,,,4.0,,,,,,,,9.907372,5.0,https://www.tg.ch/news/fachdossier-coronavirus.html/10552
2020-04-01 18:03:29,2020-04-01 06:00:00,CH,TI,Ticino,21,46.295617,8.808924,,2195,2195,0,396.0,76.0,620.58,37.32,0,229.0,,132.0,68.0,72.0,,,72.0,,,13.195884,6.277727,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187555&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=843d72993004667ab731d64142591372
2020-04-01 18:03:29,2020-04-01 01:00:00,CH,UR,Uri,4,46.771849,8.628586,85.0,59,59,0,10.0,,162.53,,0,13.0,,,,,,,,,,8.917187,0.0,https://www.ur.ch/themen/2920
2020-04-01 18:03:29,2020-03-31 01:00:00,CH,VD,Vaud,22,46.570091,6.557809000000001,,3465,3465,0,390.0,80.0,436.89,10.591,0,225.0,,84.0,,,,,,,,11.047821,5.96852,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/
