col0,col1,col2,col3,col4,col5,col6
TACT6X6X7,china,TACT6X6X7,AB,AB-tact,Tact Switch 6x6x7mm,5.6
ESP-13,china,ESP-13,AB,AB-ESP13,ESP-13 Module,82.5
KS55,Keystone,55,FA,1702644,Battery Terminal AAA,18.25
KS55-MO,Keystone,55,MO,534-055,Battery Terminal AAA (100St),33.8
ERJ3EKF8662V,Panasonic,ERJ3EKF8662V,FA,2059490,Resistor 86.6kOhm (100st),1.1
ERJ3EKF8662V-MO,Panasonic,ERJ3EKF8662V,MO,667-ERJ-3EKF8662V,Resistor 86.6kOhm (500st),2.5
ERJ3EKF8661V-MO,Panasonic,ERJ3EKF8661V,MO,667-ERJ-3EKF8661V,Resistor 8.66kOhm (500st),2.5
MCWR06X1002FTL,Multicomp,MCWR06X1002FTL,FA,2447230,Resistor 10kOhm (1000St),1.2
ERJ3EKF1002V-MO,Panasonic,ERJ3EKF1002V,MO,667-ERJ-3EKF1002V,Resistor 10kOhm (500St),3.0
ERJ3EKF1001V-MO,Panasonic,ERJ3EKF1001V,MO,667-ERJ-3EKF1001V,Resistor 1kOhm (500St),3.0
0603SAF1002T5E,Royal Ohm,0603SAF1002T5E,TME,SMD0603-10K-1%,Resistor 10kOhm (1000st),2.35
MCWR06X27R0FTL,Multicomp,MCWR06X27R0FTL,FA,2447316RL,Resistor 27Ohm (100St),0.12
ERJ3EKF27R0V-MO,Panasonic,ERJ3EKF27R0V,MO,667-ERJ-3EKF27R0V,Resistor 27Ohm (500St),3.0
MCWR06X2200FTL,Multicomp,MCWR06X2200FTL,FA,2447298,Resistor 220Ohm (200St),0.35
ERJ3EKF2200V-MO,Panasonic,ERJ3EKF2200V,MO,667-ERJ-3EKF2200V,Resistor 220Ohm (500St),3.0
MC0603B104M250CT,Multicomp,MC0603B104M250CT,FA,1709957,Kerko 100nF (200St),0.7
C0603C104K4RACTU-MO,Kemet,C0603C104K4RACTU,MO,80-C0603C104K4R,Kerko 100nF (1000St),5
MC0603X475K6R3CT,Multicomp,MC0603X475K6R3CT,FA,2320811,Kerko 4.7uF (200St),5.3
GRM188R61A475KE15D-MO,Murata,GRM188R61A475KE15D,MO,81-GRM188R61A475KE5D ,Kerko 4.7uF (200St),6.6
MC0603X105K100CT,Multicomp,MC0603X105K100CT,FA,1759399RL,Kerko 1uF (200St),1.6
GRM188R61E105KA12D-MO,Murata,GRM188R61E105KA12D,MO,81-GRM188R61E105KA12,Kerko 1uF (200St),2.4
MC0063W060312R49,Multicomp,MC0063W060312R49,FA,2141525,Resistor 2.49kOhm (200St),2.15
CRCW06032K49FKEA,Vishay,CRCW06032K49FKEA,FA,1469767RL,Resistor 2.49kOhm (200St),2
ERJ3EKF2491V-MO,Panasonic,ERJ3EKF2491V,MO,667-ERJ-3EKF2491V,Resistor 2.49kOhm (500St),3.0
ERJ3EKF2490V-MO,Panasonic,ERJ3EKF2490V,MO,667-ERJ-3EKF2490V,Resistor 249Ohm (500St),3.0
MCP73831T-2ATI/OT,Microchip,MCP73831T-2ATI/OT,MO,579-MCP73831T-2ATIOT ,Battery Charger,17.7
FT231XS,FTDI,FT231XS,MO,895-FT231XS-R,USB->Serial (30st),67
AP2112K-3.3,Diodes Inc.,AP2112K-3.3,MO,621-AP2112K-3.3TRG1,LDO-3.3V,16.8
KP-1608EC,Kingbright,KP-1608EC,FA,2463988,LED rot,3.3
LYQ396P1Q236-MO,Osram,LY Q396-P1Q2-36,MO,720-LYQ396P1Q236,LED gelb,7.3
SSSS810701,Alps,SSSS810701,MO,688-SSSS810701,SMD Schiebeschalter (50St),11.2
PCB100X36,DirtyPCB,cytrill,DP,cy,Custom PCB from DirtyPCB,94.0
ACRYLICS,Fablab Siegen,acryl,FS,ac,Custom laser cut Acrylics,0.0
SCREWS,china,m3,AB,AB-mount,mounting material,?
TACTCAPS,china,caps,AB,AB-caps,Button caps A29,21.52
TESTPAD,-,-,-,-,Testpads,-
BATTERY-AAA,-,-,-,-,-,125.0
APA102,china,APA102,AB,32323146870,APA102 intelligent LEDs,18.0
TANTAL100UF,Vishay,TMCMA0G107MTRF,MO,74-TMCMA0G107MTRF,"Tantal Elko 4.0V, 100uF",18.35
BC847C,Infineon,BC 847C E6327,FA,2432696,"NPN Transistor SOT23, BEC",3.00
BC847C-MO,Infineon,BC 847C E6327,MO,726-BC847CE6327,"NPN Transistor SOT23, BEC",3.00
DMP3130L-7-MO,Diodes Inc.,DMP3130L-7,MO,621-DMP3130L-7,"P-Channel Mosfet 30V, 2.4A",16.00
BAT20JFILM-MO,STMicroElectronics,BAT20JFILM,MO,511-BAT20JFILM,Schottky-Diode,12.10
961106-5500-AR-PR-MO,3M,961106-5500-AR-PR,MO,517-9611065500ARPR,Pinleiste 6x1 SMD right angle,9.00
101-0364-EV-MO,Mountain Switch,101-0364-EV,MO,101-0364-EV,"Tact Switch 6x6 SMD, 7mm",11.50
