col0,col1,col2
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Sociodemography\,phv00217809,Port Christopherbury
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Subject IDs and Consents\,phv00217793,South Alanfurt
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Subject IDs and Consents\,phv00217794,Shanefort
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Pedigree\,phv00217795,South Christopher
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Pedigree\,phv00217796,West Brenda
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Pedigree\,phv00217797,South James
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Pedigree\,phv00217798,North Lynntown
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Pedigree\,phv00217799,Goodwinborough
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Subject Sample Mapping and Sample Use\,phv00217800,South Raymondborough
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Subject Sample Mapping and Sample Use\,phv00217801,Port Jasonberg
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Subject Sample Mapping and Sample Use\,phv00217802,East Stephenstad
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sociodemography and Administration\Other IDs\,phv00217807,North Vanessa
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Physical Observations\,phv00217805,Hernandezfurt
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Physical Observations\,phv00217806,Richfort
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Physical Observations\,phv00217803,Marthafort
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Physical Observations\,phv00217804,New Chelsea
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sample Attributes\,phv00217810,North Matthew
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sample Attributes\,phv00217811,Lisaton
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sample Attributes\,phv00217812,Port Jonathan
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sample Attributes\,phv00217813,Port Nicholas
\Genetic Epidemiology Network of Salt Sensitivity (GenSalt)\Sample Attributes\,phv00217814,Jenniferfort
