col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
0,Z. Gong,Bioactive Elastic Scaffolds Loaded with Neural Stem Cells Promote Rapid Spinal Cord Regeneration,2020,ACS Biomaterials Science and Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097497576&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097497576&origin=inward,12,2021-01-15 13:43:51,Article,10.1021/acsbiomaterials.0c01057,2373-9878,https://api.elsevier.com/content/abstract/scopus_id/85097497576,6,11.0,6331.0,6343.0,0,0.0,0,1,1,
0,Y. Chen,The Latest View on the Mechanism of Ferroptosis and Its Research Progress in Spinal Cord Injury,2020,Oxidative Medicine and Cellular Longevity,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090817594&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090817594&origin=inward,13,2021-01-15 13:43:51,Review,10.1155/2020/6375938,1942-0900,https://api.elsevier.com/content/abstract/scopus_id/85090817594,2020,,,,0,0.0,0,1,1,
2,C.A. Meyer,"Dietary supplementation with organoselenium accelerates recovery of bladder expression, but does not improve locomotor function, following spinal cord injury",2016,PLoS ONE,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84958527343&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84958527343&origin=inward,10,2021-01-15 13:43:51,Article,10.1371/journal.pone.0147716,1932-6203,https://api.elsevier.com/content/abstract/scopus_id/84958527343,11,1.0,,,2,0.4,2,1,5,
2,A. Borromei,Elective neurotraumatology and therapeutic strategies in early post- trauma,1997,Functional Neurology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030991902&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0030991902&origin=inward,11,2021-01-15 13:43:51,Review,,0393-5264,https://api.elsevier.com/content/abstract/scopus_id/0030991902,12,2.0,89.0,99.0,2,0.08,2,1,24,
3,N. Seth,Model of traumatic spinal cord injury for evaluating pharmacologic treatments in cynomolgus macaques (Macaca fasicularis),2018,Comparative Medicine,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048683683&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048683683&origin=inward,8,2021-01-15 13:43:51,Conference Paper,,1532-0820,https://api.elsevier.com/content/abstract/scopus_id/85048683683,68,1.0,63.0,73.0,3,1.0,3,1,3,
3,H. Zhang,A nutrient mixture reduces the expression of matrix metalloproteinases in an animal model of spinal cord injury by modulating matrix metalloproteinase-2 and matrix metalloproteinase-9 promoter activities,2014,Experimental and Therapeutic Medicine,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84908218023&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84908218023&origin=inward,9,2021-01-15 13:43:51,Article,10.3892/etm.2014.2021,1792-0981,https://api.elsevier.com/content/abstract/scopus_id/84908218023,8,6.0,1835.0,1840.0,3,0.43,3,1,7,
6,R. Heller,Relation of selenium status to neuro-regeneration after traumatic spinal cord injury,2019,Journal of Trace Elements in Medicine and Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055158110&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055158110&origin=inward,7,2021-01-15 13:43:51,Article,10.1016/j.jtemb.2018.10.006,0946-672X,https://api.elsevier.com/content/abstract/scopus_id/85055158110,51,,141.0,149.0,6,3.0,6,1,2,
7,Z.Q. Jia,Ebselen protects mitochondrial function and oxidative stress while inhibiting the mitochondrial apoptosis pathway after acute spinal cord injury,2018,Neuroscience Letters,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046724795&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046724795&origin=inward,6,2021-01-15 13:43:51,Article,10.1016/j.neulet.2018.05.007,0304-3940,https://api.elsevier.com/content/abstract/scopus_id/85046724795,678,,110.0,117.0,7,2.33,7,1,3,
9,S. Rao,Designing multifunctionalized selenium nanoparticles to reverse oxidative stress-induced spinal cord injury by attenuating ROS overproduction and mitochondria dysfunction,2019,Journal of Materials Chemistry B,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064626003&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064626003&origin=inward,5,2021-01-15 13:43:51,Article,10.1039/c8tb02520g,2050-7518,https://api.elsevier.com/content/abstract/scopus_id/85064626003,7,16.0,2648.0,2656.0,9,4.5,9,1,2,
10,X.B. Chen,Protective role of selenium-enriched supplement on spinal cord injury through the up-regulation of CNTF and CNTF-Rα,2015,European Review for Medical and Pharmacological Sciences,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957955611&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84957955611&origin=inward,4,2021-01-15 13:43:51,Article,,1128-3602,https://api.elsevier.com/content/abstract/scopus_id/84957955611,19,22.0,4434.0,4442.0,10,1.67,10,1,6,
50,J.E. Yeo,Selenium attenuates ROS-mediated apoptotic cell death of injured spinal cord through prevention of mitochondria dysfunction; in vitro and in vivo study,2008,Cellular Physiology and Biochemistry,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38349132592&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=38349132592&origin=inward,3,2021-01-15 13:43:51,Article,10.1159/000113764,1015-8987,https://api.elsevier.com/content/abstract/scopus_id/38349132592,21,1.0,225.0,238.0,50,3.85,50,1,13,
129,E.D. Hall,Role of Lipid Peroxidation in Post-Traumatic Spinal Cord Degeneration: A Review,1986,Central Nervous System Trauma,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0022921520&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0022921520&origin=inward,2,2021-01-15 13:43:51,Article,10.1089/cns.1986.3.281,0737-5999,https://api.elsevier.com/content/abstract/scopus_id/0022921520,3,4.0,281.0,294.0,129,3.69,129,1,35,
143,R. Saunders,Effects of Methylprednisolone and the Combination of α‐Tocopherol and Selenium on Arachidonic Acid Metabolism and Lipid Peroxidation in Traumatized Spinal Cord Tissue,1987,Journal of Neurochemistry,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0023195163&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0023195163&origin=inward,1,2021-01-15 13:43:51,Article,10.1111/j.1471-4159.1987.tb03388.x,0022-3042,https://api.elsevier.com/content/abstract/scopus_id/0023195163,49,1.0,24.0,31.0,143,4.21,143,1,34,
