col0,col1,col2
30194,CHEMBL371985,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(C5CC5)cc4)n3)cc2)C1
30194,CHEMBL194419,CC(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL196357,CC(C)Oc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL196149,CC(C)(C)c1ccc(-c2nnc(-c3ccc(CN4CC(C(=O)O)C4)cc3)o2)cc1
30194,CHEMBL196534,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(C5CCCCC5)cc4)n3)cc2)C1
30194,CHEMBL366181,CC(C)(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL198976,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(C5CCCC5)cc4)n3)cc2)C1
30194,CHEMBL194898,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(C5CCC5)cc4)n3)cc2)C1
30194,CHEMBL195014,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(C5CCC(F)(F)C5)cc4)n3)cc2)C1
30194,CHEMBL371743,CCOc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL371670,CCCCCCc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL198415,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(C5CCC(F)(F)C5)cc4)n3)cc2)C1
30194,CHEMBL372066,CCC(C)(C)c1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL195025,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(-c5ccccc5)cc4)n3)cc2)C1
30194,CHEMBL193789,CCCCc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL195141,CC(C)(C)c1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL381872,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc(CCC(F)(F)F)cc4)n3)cc2)C1
30194,CHEMBL197502,CC(C)(C)c1ccc(-c2nnc(-c3ccccc3N)o2)cc1
30194,CHEMBL194578,CCCc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1
30194,CHEMBL364899,CC(C)(C)c1ccc(-c2noc(-c3ccc(CN4CC(C(=O)O)C4)cc3)n2)cc1
