col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
129N04921,0,0.0,0.007026803,0.007026803,I90 WB,William F McClellan Hwy,William F McClellan Hwy,3,40,135.7369686,William F McClellan Hwy
129-04920,1,0.007026803,0.848850403,0.8418236,I90 WB,William F McClellan Hwy,Ted Williams Tunnel Former Toll Booths,3,35,1343.06206,Ted Williams Tunnel Toll
129N04920,2,0.848850403,0.892902372,0.044051969,I90 WB,Ted Williams Tunnel Former Toll Booths,Ted Williams Tunnel,2,25,70.83264048,Ted Williams Tunnel Toll
129-04919,3,0.892902372,0.957157634,0.064255262,I90 WB,Ted Williams Tunnel,Ted Williams Tunnel,2,45,102.2808175,Ted Williams Tunnel
129N04919,4,0.957157634,2.532342374,1.575184739,I90 WB,Ted Williams Tunnel,Ted Williams Tunnel,2,45,2510.888384,Ted Williams Tunnel
129-04918,5,2.532342374,2.585602005,0.053259631,I90 WB,Ted Williams Tunnel,Boston Bypass Rd/Exit 24/Exit 25,2,45,85.77944111,Boston Bypass Rd/Exit 24/Exit 25
129N04918,6,2.585602005,2.939612805,0.354010799,I90 WB,Boston Bypass Rd/Exit 24/Exit 25,Boston Bypass Rd/Exit 24/Exit 25,2,45,567.6404168,Boston Bypass Rd/Exit 24/Exit 25
129-04435,7,2.939612805,3.514644045,0.57503124,I90 WB,Boston Bypas Rd/Exit 24/Exit 25,I-93,2,45,917.2508298,I-93
129N04435,8,3.514644045,3.77789248,0.263248436,I90 WB,I-93,I-93,2,45,419.9182246,I-93
129-04434,9,3.77789248,4.065611087,0.287718607,I90 WB,I-93,Arlington St/Tremont St,3,45,458.8840916,Arlington St/Tremont St
129N04434,10,4.065611087,4.23554939,0.169938303,I90 WB,Arlington St/Tremont St,Arlington St/Tremont St,3,45,270.5247786,Arlington St/Tremont St
129-04433,11,4.23554939,4.362249846,0.126700455,I90 WB,Arlington St/Tremont St,MA-9/Huntington Ave/Stuart St,3,45,201.9717824,RT-9/Huntington Ave/Stuart St
129N04433,12,4.362249846,4.685311757,0.323061911,I90 WB,MA-9/Huntington Ave/Stuart St,MA-9/Huntington Ave/Stuart St,3,45,515.1385034,RT-9/Huntington Ave/Stuart St
129-04432,13,4.685311757,4.992367971,0.307056214,I90 WB,MA-9/Huntington Ave/Stuart St,Massachusetts Ave,4,45,489.6385598,Massachusetts Ave
129N04432,14,4.992367971,5.208011727,0.215643756,I90 WB,Massachusetts Ave,Massachusetts Ave,4,45,344.0363883,Massachusetts Ave
129-04431,15,5.208011727,6.820681966,1.61267024,I90 WB,Massachusetts Ave,Exit 20,4,50,2572.766157,Toll Plaza/Exit 20
129N04431,16,6.820681966,7.092207936,0.27152597,I90 WB,Exit  20,Exit 20,4,30,434.0604344,Toll Plaza/Exit 20
129-04430,17,7.092207936,7.116687338,0.024479402,I90 WB,Exit 20,Exit 20,4,30,39.28925233,Toll Plaza/Exit 18
129N04430,18,7.116687338,7.371532884,0.254845545,I90 WB,Exit 20,Exit 18,4,30,408.0561698,Toll Plaza/Exit 18
129-04429,19,7.371532884,10.00696742,2.635434534,I90 WB,Exit 18,Centre St/Exit 17,4,55,4200.443242,Centre St/Exit 17
129N04429,20,10.00696742,10.55099095,0.544023529,I90 WB,Centre St/Exit 17,Centre St/Exit 17,3,55,867.5294783,Centre St/Exit 17
129-04428,21,10.55099095,12.91408202,2.363091074,I90 WB,Centre St/Exit 17,MA-16/Exit 16,3,55,3768.310086,RT-16/Exit 16
129N04428,22,12.91408202,13.17855197,0.264469948,I90 WB,MA-16/Exit 16,MA-16/Exit 16,3,55,421.539644,RT-16/Exit 16
129-04427,23,13.17855197,14.63784411,1.459292143,I90 WB,MA-16/Exit 16,I-95/Exit 15,3,55,2327.26512,I-95/Toll Plaza/Exit 15
129N04427,24,14.63784411,14.93031503,0.292470922,I90 WB,Exit 15,Exit 14,3,40,473.9421487,I-95/Toll Plaza/Exit 15
129-04426,25,14.93031503,15.1475249,0.21720987,I90 WB,Exit 14,Exit 14,3,55,346.3270372,I-95/RT-128/Exit 14
129N04426,26,15.1475249,15.35738352,0.209858618,I90 WB,Exit 14,Exit 14,3,55,334.2415669,I-95/RT-128/Exit 14
129-04425,27,15.35738352,21.18907593,5.83169241,I90 WB,Exit 14,MA-30/Exit 13,4,65,9298.349312,RT-30/Exit 13
129N04425,28,21.18907593,21.50442702,0.315351087,I90 WB,MA-30/Exit 13,MA-30/Exit 13,3,65,502.8644546,RT-30/Exit 13
129-04424,29,21.50442702,24.1614389,2.657011879,I90 WB,MA-30/Exit 13,Edgell Rd,3,65,4236.090596,Edgell Rd
129N04424,30,24.1614389,24.35343708,0.191998186,I90 WB,Edgell Rd,Edgell Rd,3,65,306.2076314,Edgell Rd
129-04423,31,24.35343708,26.72188303,2.368445948,I90 WB,Edgell Rd,MA-9/Exit 12,3,65,3776.36767,RT-9/Exit 12
129N04423,32,26.72188303,26.9664187,0.244535673,I90 WB,MA-9/Exit 12,MA-9/Exit 12,3,65,389.9400315,RT-9/Exit 12
129-04678,33,26.9664187,31.96464202,4.998223316,I90 WB,MA-9/Exit 12,I-495/Exit 11A,4,65,7969.792042,I-495/Exit 11
129N04678,34,31.96464202,32.22066064,0.256018617,I90 WB,I-495/Exit 11A,I-495/Exit 11A,3,65,408.1531344,I-495/Exit 11
129-04677,35,32.22066064,33.49914134,1.278480703,I90 WB,,,3,65,,Westborough Plaza
129N04677,36,33.49914134,33.81138293,0.312241595,I90 WB,,,3,65,,Westborough Plaza
129-04676,37,33.81138293,41.76730001,7.955917071,I90 WB,,,4,65,,RT-122/Exit 11
129N04676,38,41.76730001,42.08703061,0.319730603,I90 WB,,,3,65,,RT-122/Exit 11
129-04675,39,42.08703061,44.35166953,2.264638924,I90 WB,,,3,65,,US-20/RT-146/Exit 10A
129N04675,40,44.35166953,44.73186862,0.38019909,I90 WB,,,3,65,,US-20/RT-146/Exit 10A
129-04674,41,44.73186862,48.01451577,3.282647142,I90 WB,,,3,65,,I-290/Exit 10
129N04674,42,48.01451577,48.24798455,0.233468781,I90 WB,,,3,65,,I-290/Exit 10
129-04673,43,48.24798455,54.42090204,6.172917494,I90 WB,,,4,65,,WB Charlton Plaza
129N04673,44,54.42090204,54.83130177,0.410399734,I90 WB,,,3,65,,WB Charlton Plaza
129-04672,45,54.83130177,57.82333978,2.992038007,I90 WB,,,3,65,,Eb Charlton Plaza
129N04672,46,57.82333978,58.2686595,0.445319718,I90 WB,,,3,65,,Eb Charlton Plaza
129-04671,47,58.2686595,59.60708055,1.338421048,I90 WB,,,4,65,,I-84/US-20/Exit 9
129N04671,48,59.60708055,60.02856501,0.421484467,I90 WB,,,2,65,,I-84/US-20/Exit 9
129-04670,49,60.02856501,64.08930452,4.060739507,I90 WB,,,2,65,,Hampden/Worcester County Line
129N04670,50,64.08930452,64.14634095,0.057036424,I90 WB,,,2,65,,Hampden/Worcester County Line
120N11415,51,64.14634095,64.17654923,0.030208284,I90 WB,,,2,65,,Hampden/Worcester County Line (S)
120-11414,52,64.17654923,66.19731559,2.020766356,I90 WB,,,2,65,,Hampden/Worcester County Line (N)
120N11414,53,66.19731559,66.23391195,0.03659636,I90 WB,,,2,65,,Hampden/Worcester County Line (N)
129N07026,54,66.23391195,66.27056307,0.036651123,I90 WB,,,2,65,,Hampden/Worcester County Line (E)
129-07025,55,66.27056307,70.98406468,4.71350161,I90 WB,,,2,65,,Hampden/Worcester County Line (W)
129N07025,56,70.98406468,71.02074145,0.03667677,I90 WB,,,2,65,,Hampden/Worcester County Line (W)
120P06200,57,71.02074145,71.07652538,0.055783927,I90 WB,,,2,65,,Hampden/Worcester County Line
120+05785,58,71.07652538,75.97435959,4.897834213,I90 WB,,,2,65,,RT-32/Exit 8
120P05785,59,75.97435959,76.30812901,0.333769415,I90 WB,,,2,65,,RT-32/Exit 8
120+05786,60,76.30812901,83.77097624,7.462847235,I90 WB,,,2,65,,RT-21/Exit 7
120P05786,61,83.77097624,84.27466513,0.503688886,I90 WB,,,2,65,,RT-21/Exit 7
120+05787,62,84.27466513,87.39396961,3.119304482,I90 WB,,,2,65,,I-291/Exit 6
120P05787,63,87.39396961,87.67499978,0.281030176,I90 WB,,,2,65,,I-291/Exit 6
120+05788,64,87.67499978,89.55088893,1.875889149,I90 WB,,,2,65,,RT-33/Exit 5
120P05788,65,89.55088893,89.79305351,0.242164577,I90 WB,,,2,65,,RT-33/Exit 5
120+05789,66,89.79305351,92.86209746,3.069043953,I90 WB,,,2,65,,I-91/US-5/Exit 4
120P05789,67,92.86209746,93.21573111,0.353633647,I90 WB,,,2,65,,I-91/US-5/Exit 4
120+05790,68,93.21573111,98.15745075,4.941719638,I90 WB,,,2,65,,US-202/RT-10/Exit 3
120P05790,69,98.15745075,98.39120792,0.233757175,I90 WB,,,2,65,,US-202/RT-10/Exit 3
120+05791,70,98.39120792,128.34049,29.94928209,I90 WB,,,3,65,,US-20/Exit 2
120P05791,71,128.34049,128.5108491,0.170359128,I90 WB,,,2,65,,US-20/Exit 2
120+06201,72,128.5108491,136.0805515,7.569702347,I90 WB,,,2,65,,W Stockbridge Toll Plaza
120P06201,73,136.0805515,136.2102389,0.129687369,I90 WB,,,2,45,,W Stockbridge Toll Plaza
120+06202,74,136.2102389,136.2865897,0.076350859,I90 WB,,,2,45,,RT-41/Exit 1
120P06202,75,136.2865897,136.4416734,0.155083656,I90 WB,,,2,45,,RT-41/Exit 1
