col0,col1,col2,col3,col4,col5
Men,Single,Speed,Single,Speed,Open
,,,,,
,,,,,
Men,Pro/Cat,1,Open,,
,,,,,
Boise,,,,,
,,,,,
,,,,,
Club,,,,,
Belly,p/b,Maxxis,,,
Men,Cat,3,10,and,und
,,,,,
Rider,Dev,Squad),,,
Men,Cat,3,11-12,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Men,Cat,3,19-29,,
,,,,,
Rider,Dev,Squad),,,
Men,Cat,3,40-49,,
,,,,,
,,,,,
Men,Cat,3,50+,,
,,,,,
,,,,,
,,,,,
Men,Cat,2,15-18,,
,,,,,
,,,,,
Men,Cat,2,19-29,,
,,,,,
,,,,,
Men,Cat,2,30-39,,
,,,,,
,,,,,
,,,,,
,,,,,
Men,Cat,2,40-49,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Men,Cat,2,50+,,
,,,,,
,,,,,
,,,,,
Cycling,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Men,Cat,1,15-18,,
,,,,,
,,,,,
Men,Cat,1,19-29,,
,,,,,
,,,,,
Men,Cat,1,30-39,,
,,,,,
,,,,,
,,,,,
Men,Cat,1,40-49,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Men,Cat,1,50+,,
,,,,,
,,,,,
,,,,,
Team,,,,,
Women,Cat,2,19-29,,
,,,,,
,,,,,
Women,Cat,2,30-39,,
,,,,,
,,,,,
,,,,,
Women,Cat,2,40-49,,
,,,,,
,,,,,
Women,Cat,1,40-49,,
,,,,,
,,,,,
