col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
ShuigenCentralSandong,Sandong,sand1270,Sandong,Eurasia,25.724479,107.92172,Tai-Kadai,三洞乡水根村,1255.0,Sui,SD,CentralSandong,"Shuigen village, Sandong district, Sandu county",1
ZhongheCentralSandong,Zhonghe,sand1270,Sandong,Eurasia,25.817612,107.904898,Tai-Kadai,中和镇中和村和寨,1554.0,Sui,ZH,CentralSandong,"Hezhai village, Zhonghe township, Sandu county",2
TangzhouWesternSandong,Tangzhou,sand1270,Sandong,Eurasia,25.775037,107.87072,Tai-Kadai,塘州乡枚育村,735.0,Sui,TZ,WesternSandong,"Meiyu village, Tangzhou district, Sandu county",5
TingpaiWesternSandong,Tingpai,sand1270,Sandong,Eurasia,25.3756,107.5416,Tai-Kadai,廷牌镇新仰村,3337.0,Sui,TP,WesternSandong,"Xinyan village, Tingpai district, Sandu county",4
AntangWesternSandong,Antang,sand1270,Sandong,Eurasia,25.935942,108.113772,Tai-Kadai,塘州乡安塘村,2200.0,Sui,AT,WesternSandong,"Antang village, Tangzhou district, Sandu county",3
DujiangEasternSandong,Dujiang,sand1270,Sandong,Eurasia,26.009139,108.260898,Tai-Kadai,都江镇怎累村上村,1017.0,Sui,DJ,EasternSandong,"Upper Zenlei village, Dujiang township, Sandu county",6
SanjiangEasternSandong,Sanjiang,sand1270,Sandong,Eurasia,26.009139,108.260898,Tai-Kadai,榕江县三江水族乡故衣村上寨,,Sui,SJ,EasternSandong,"Upper Guyi village, Sanjiang Sui district, Rongjiang county",7
RenliEasternSandong,Renli,sand1270,Sandong,Eurasia,26.116584,108.435839,Tai-Kadai,榕江县仁里水族乡党民村,,Sui,RL,EasternSandong,"Dangmin village, Renli Sui district, Rongjiang county",8
JiuqianSouthernSandong,Jiuqian,sand1270,Sandong,Eurasia,25.615405,108.030525,Tai-Kadai,九阡镇姑偿村,1005.0,Sui,JQ,SouthernSandong,"Guchang village, Jiuqian township, Sandu county",9
ShuiyaoSouthernSandong,Shuiyao,sand1270,Sandong,Eurasia,25.413123,107.969761,Tai-Kadai,荔波县水尧水族乡水尧村,,Sui,SY,SouthernSandong,"Shuiyao village, Shuiyao Sui district, Libo county",10
JiarongSouthernSandong,Jiarong,sand1270,Sandong,Eurasia,25.493343,108.183955,Tai-Kadai,荔波县佳荣镇拉亮村,,Sui,JR,SouthernSandong,"Laliang village, Jiarong township, Libo county",11
ShuiweiSouthernSandong,Shuiwei,sand1270,Sandong,Eurasia,25.710491,108.211043,Tai-Kadai,榕江县水尾水族乡水尾村,,Sui,SW,SouthernSandong,"Shuiwei village, Shuiwei Sui district, Rongjiang county",12
Pandong,Pandong,pand1262,Pandong,Eurasia,26.06349,107.693696,Tai-Kadai,都匀市阳和水族乡潘洞村,,Sui,PD,Pandong,"Pandong village, Yanghe Sui district, Duyun municipality",15
JiaoliPandong,Jiaoli,pand1262,Pandong,Eurasia,26.059013,107.8486,Tai-Kadai,交梨乡高戎村,1376.0,Sui,JL,Pandong,"Gaorong village, Jiaoli district, Sandu county",16
TangnianYangAn,Tangnian,anya1244,Anyang,Eurasia,25.58369,107.801479,Tai-Kadai,独山县本寨水族乡塘联村塘年寨,,Sui,TN,Yang’an,"Tangnian, Tanglian village, Benzhai Sui district, Dushan county",13
BanliangYangAn,Banliang,anya1244,Anyang,Eurasia,25.776111,107.870727,Tai-Kadai,塘州乡板良村,1127.0,Sui,BL,Yang’an,"Banliang village, Tangzhou district, Sandu county",14
