col0,col1,col2,col3,col4
Abercromby,0,0,0,0
Abron Drive,0,0,0,0
Albright,1,1,1,1
Amberlynn Valley,0,0,0,0
American Tobacco Campus,0,0,0,0
American Village,1,1,1,1
Anderson St. / Wrightwood Park,2,2,2,2
Archer Woods,0,0,0,0
Arrowhead,0,0,0,0
Artisan at Brightleaf,0,0,0,0
Ashley Forest,1,1,1,1
Ashton Hall,1,1,0,0
Auburn Hills,0,0,0,0
Auburn Park,0,0,0,0
Auburn Square,0,0,0,0
Audubon Park,1,1,1,1
Autumn Ridge,0,0,0,0
Bahama,0,0,0,0
Barclay to Sandlewood,1,0,0,0
Belcrest,0,0,0,0
Bennet Place,0,0,0,0
Bent Creek / Woodberry Forest,0,0,0,0
Bluffs of the Eno,0,0,0,0
Bon Air Avenue,0,0,0,0
Bradbury Glen,0,0,0,0
Bradbury Trace,0,0,0,0
Bragtown,3,2,3,3
Brandon Ridge,0,0,0,0
Brightleaf at the Park,0,0,0,0
Brightwood Trails,0,0,0,0
Brookstown,0,0,0,0
Buck Crossing,0,0,0,0
Burch Avenue,1,1,1,1
Cameron Woods,0,0,0,0
Cardinal Lake,2,2,1,1
Carillon Forest,0,0,0,0
Carolina Arbors,0,0,0,0
Central Park,1,1,1,1
Chancellor's Ridge,0,0,0,0
Chapel Hill Road,1,1,1,1
Chelsea Meadows,0,0,0,0
Cleveland-Holloway,3,2,2,2
Colchester,0,0,0,0
Cole Mill Road,0,0,0,0
Coles Pond,0,0,0,0
College View,7,7,8,8
Colonial Village,2,3,4,4
Colony Park,0,0,0,0
Colony Woods,0,0,0,0
Colvard Farms,0,0,0,0
Copper Creek,0,0,0,0
Country Club Heights,0,0,0,0
Cranford Road,0,0,0,0
Crest Street,1,1,0,0
Croasdaile,0,0,0,0
Croasdaile Farm,0,0,0,0
Croasdaile Village,0,0,0,0
Crooked Creek,1,1,2,2
Cross Timbers,0,0,0,0
Crown Point,1,1,1,1
Darby Glen,0,0,0,0
Deer Forest,0,0,0,0
Dixon Road Area,2,2,2,2
Downing Creek,0,0,0,0
Downtown,1,1,1,1
Duke East Campus,0,0,0,0
Duke Forest,1,2,1,1
Duke Homestead,2,2,2,2
Duke Manor Apartments,0,0,0,0
Duke Park,2,2,1,1
Duke West Campus,3,3,2,2
Eagle's Pointe,0,0,0,0
Eastway Village,0,0,0,0
Eastwood Park,1,0,1,0
Edgemont,3,3,2,2
Elm Grove,0,1,1,1
Emorywood Estates,0,0,0,0
Eno Commons,0,0,0,0
Eno Trace,0,0,0,0
Everwood,0,0,0,0
Fairfield,0,0,0,0
Falconbridge,0,0,0,0
Fieldstone by the Eno,0,0,0,0
Five Oaks,0,0,0,0
Five Oaks 4100,0,0,0,0
Folkstone,0,0,0,0
Forest Acres,0,0,0,0
Forest Hills,0,0,0,0
Forest Oaks,0,0,0,0
Fortune's Ridge,0,0,0,0
Fox Run,0,0,0,0
Franklin Village,0,0,0,0
Garret Farms - Porchlight / Hartley,0,0,0,0
Gatewood Forest,2,1,0,0
Glennstone,0,0,0,0
Golden Belt,0,0,0,0
