col0,col1,col2,col3,col4,col5,col6,col7,col8
int,varchar,varchar,varchar,int,int,varchar,int,int
cs,c,c,c,cs,cs,cs,c,cs
序号(CS),成就图标(C),成就名称(C),成就描述(C),成就类型(CS),完成需求(CS),奖励（类型，对应表中的ID，星级，数量）(CS),"分类,1=成就,2=成长,3=养成,4=收集,5=关卡,6=社交,7=特殊,(C)",完成获取成就点数(CS)
1001,icon_box,初窥门径,成就点数达到50,1,50,"{{1,1,0,100}}",1,0
1002,icon_box,渐入佳境,成就点数达到100,1,100,"{{1,1,0,200}}",1,0
1003,icon_box,驾轻就熟,成就点数达到250,1,250,"{{1,1,0,300}}",1,0
1004,icon_box,登峰造极,成就点数达到500,1,500,"{{1,1,0,500}}",1,0
3001,1028,我上了！,累积出战100次,3,100,"{{1,1,0,10}}",2,10
3002,1034,你已经是个成熟的指挥官了,累积出战500次,3,500,"{{1,1,0,10}}",2,10
3003,1037,定个小目标,累积出战1000次,3,1000,"{{1,1,0,30}}",2,10
3004,1046,万分之一了，加油！,累积出战10000次,3,10000,"{{1,1,0,30}}",2,10
4001,1048,不足一天的卡路里！,累积消耗1000点体力,4,1000,"{{1,1,0,100}}",2,10
4002,1050,还差得远呢！,累积消耗5000点体力,4,5000,"{{1,1,0,300}}",2,10
4003,1066,加油啊你还能肝,累积消耗10000点体力,4,10000,"{{1,1,0,500}}",2,10
5001,1019,精打细算,累积消耗10000金币,5,10000,"{{1,1,0,30}}",2,10
5002,1028,小有积蓄,累积消耗100000金币,5,100000,"{{1,1,0,50}}",2,10
5003,1034,享乐主义,累积消耗1000000金币,5,1000000,"{{1,1,0,300}}",2,10
6001,1037,你，抽到了吗？,累积消耗1000钻石,6,1000,"{{1,1,0,300}}",2,10
6002,1046,最后亿抽,累积消耗5000钻石,6,5000,"{{1,1,0,500}}",2,10
7001,1048,我们相遇100天啦！,累积签到100天,7,100,"{{1,1,0,100}}",2,10
7002,1050,我们在一起一年啦！,累积签到365天,7,365,"{{1,1,0,300}}",2,10
7003,1066,第二年也要一起度过噢！,累积签到500天,7,500,"{{1,1,0,500}}",2,10
8001,1019,愚者,累积解锁20个星盘,8,20,"{{1,1,0,10}}",2,10
8002,1028,倒吊人,累积解锁36个星盘,8,36,"{{1,1,0,10}}",2,10
8003,1034,世界,累积解锁100个星盘,8,100,"{{1,1,0,30}}",2,10
11001,1019,战斗技巧入门,连击数达到10,11,10,"{{1,1,0,50}}",2,10
11002,1028,战斗技巧进阶,连击数达到30,11,30,"{{1,1,0,100}}",2,10
11003,1034,战斗技巧大师,连击数达到60,11,60,"{{1,1,0,200}}",2,10
14001,1066,要好好对待她喔,养成1个SSS级神娘,14,1,"{{1,1,0,10}}",3,10
14002,1019,精英小队,养成10个SSS级神娘,14,10,"{{1,1,0,10}}",3,10
14003,1028,王牌之师,养成30个SSS级神娘,14,30,"{{1,1,0,30}}",3,10
17001,1019,我的神明不可能这么可爱,获得10个神娘,17,10,"{{1,1,0,10}}",4,10
17002,1028,少女宿舍,获得30个神娘,17,30,"{{1,1,0,10}}",4,10
17003,1034,妹可敌国,获得50个神娘,17,50,"{{1,1,0,30}}",4,10
18001,1037,欧渡！欧渡！,首次获得初始S的神娘,18,1,"{{1,1,0,30}}",4,10
31001,1050,啊？没听清，再说一次,首次在世界频道发言,31,1,"{{1,1,0,500}}",6,10
