col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
CI_sb_01,CI_sb_01_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,1,D. rotundata,Krenglè,20150718,790341,650996,UTM,123
CI_sb_02,CI_sb_02_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,2,D. alata,Bètè bètè,20150719,792402,652470,UTM,174
CI_sb_03,CI_sb_03_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,3,D. rotundata,Bondoukou,20150720,792092,648206,UTM,183
CI_sb_04,CI_sb_04_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,4,D. alata,Florido,20150720,792324,647186,UTM,196
CI_sb_05,CI_sb_05_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,5,D. alata,Bètè bètè,20150720,793286,647208,UTM,197
CI_sb_06,CI_sb_06_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,6,D. alata,Bètè bètè,20150720,793437,647963,UTM,200
CI_sb_07,CI_sb_07_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,7,D. alata,Cameroun,20150721,786000,655800,UTM,191
CI_sb_08,CI_sb_08_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,8,D. alata,Bètè bètè,20150721,786277,655882,UTM,192
CI_sb_09,CI_sb_09_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,9,D. alata,Cameroun,20150721,786225,654137,UTM,156
CI_sb_10,CI_sb_10_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,10,D. alata,Cameroun,20150721,784276,654911,UTM,170
CI_sb_11,CI_sb_11_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,11,D. alata,Cameroun,20150721,784785,653426,UTM,155
CI_sb_12,CI_sb_12_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,12,D. alata,Cameroun,20150721,784684,650898,UTM,145
CI_sb_13,CI_sb_13_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,13,D. alata,Cameroun,20150721,783915,647584,UTM,132
CI_sb_14,CI_sb_14_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,14,D. alata,Cameroun,20150721,785742,651800,UTM,160
CI_sb_15,CI_sb_15_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,15,D. alata,Bètè bètè,20150722,787245,648705,UTM,148
CI_sb_16,CI_sb_16_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,16,D. alata,Bètè bètè,20150722,786954,649448,UTM,142
CI_sb_17,CI_sb_17_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,17,D. alata,Bètè bètè,20150722,786328,649494,UTM,143
CI_sb_18,CI_sb_18_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,18,D. alata,Bètè bètè,20150722,787741,650624,UTM,151
CI_sb_19,CI_sb_19_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,19,D. alata,Cameroun,20150723,789745,650759,UTM,156
CI_sb_20,CI_sb_20_soil_cal,CI,Côte d'Ivoire,sb,Liliyo,20,D. alata,Cameroun,20150723,789953,652414,UTM,163
