col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,8.97,1,2,,1,1,0.38,4,65.0,1900.0,,,,"LINESTRING (-117.877000 33.687000, -117.880000 33.687000)",
2,9.23,2,3,,1,1,0.23,4,65.0,1900.0,,,,"LINESTRING (-117.880000 33.687000, -117.885000 33.687000)",
3,9.42,3,4,,1,1,0.22,5,65.0,1900.0,,,,"LINESTRING (-117.885000 33.687000, -117.892000 33.687000)",
4,9.67,4,5,,1,1,0.23,5,65.0,1900.0,,,,"LINESTRING (-117.892000 33.687000, -117.899000 33.687000)",
5,9.87,5,6,,1,1,0.5,4,65.0,1900.0,,,,"LINESTRING (-117.899000 33.687000, -117.905000 33.687000)",
6,10.67,6,7,,1,1,0.57,6,65.0,1900.0,,,,"LINESTRING (-117.905000 33.687000, -117.914000 33.688000)",
7,11.02,7,8,,1,1,0.25,6,65.0,1900.0,,,,"LINESTRING (-117.914000 33.688000, -117.918000 33.689000)",
8,11.17,8,9,,1,1,0.18,6,65.0,1900.0,,,,"LINESTRING (-117.918000 33.689000, -117.923000 33.691000)",
9,11.37,9,10,,1,1,0.38,6,65.0,1900.0,,,,"LINESTRING (-117.923000 33.691000, -117.928000 33.693000)",
10,11.93,10,11,,1,1,0.56,6,65.0,1900.0,,,,"LINESTRING (-117.928000 33.693000, -117.932000 33.695000)",
11,12.48,11,12,,1,1,0.35,5,65.0,1900.0,,,,"LINESTRING (-117.932000 33.695000, -117.938000 33.697000)",
12,12.62,12,13,,1,1,0.21,5,65.0,1900.0,,,,"LINESTRING (-117.938000 33.697000, -117.944000 33.699000)",
13,12.89,13,14,,1,1,0.45,5,65.0,1900.0,,,,"LINESTRING (-117.944000 33.699000, -117.947000 33.701000)",
14,13.51,14,15,,1,1,0.42,4,65.0,1900.0,,,,"LINESTRING (-117.947000 33.701000, -117.952000 33.703000)",
15,13.74,15,16,,1,1,0.42,4,65.0,1900.0,,,,"LINESTRING (-117.952000 33.703000, -117.955000 33.706000)",
16,14.34,16,17,,1,1,0.43,4,65.0,1900.0,,,,"LINESTRING (-117.955000 33.706000, -117.959000 33.709000)",
17,14.59,17,18,,1,1,0.21,4,65.0,1900.0,,,,"LINESTRING (-117.959000 33.709000, -117.967000 33.716000)",
18,14.77,18,19,,1,1,0.18,6,65.0,1900.0,,,,"LINESTRING (-117.967000 33.716000, -117.970000 33.719000)",
