col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
United States,,,"158,835,004",,66.4%,"239,247,182","257,605,088",7.8%,"1,461,074","1,962,811","616,440","3,294,457","4,971,025",
Alabama,https://www2.alabamavotes.gov/electionnight/statewideResultsByContest.aspx?ecode=1001090,Unofficial,"2,306,587","2,297,295",62.6%,"3,683,055","3,837,540",2.3%,"25,898","50,997","10,266","67,782",,AL
Alaska,https://www.elections.alaska.gov/results/20GENR/index.php,,"367,000",,69.8%,"525,568","551,117",3.4%,"4,293","2,074","1,348","6,927",,AK
Arizona,https://results.arizona.vote/,,,,,,,,,,,,,
Arkansas,https://results.enr.clarityelections.com/AR/106124/web.264614/,,,,,,,,,,,,,
California,https://electionresults.sos.ca.gov/,Unofficial,"16,800,000",,64.7%,"25,962,648","30,783,255",15.0%,"104,730",0,"102,586","207,316",,CA
Colorado,https://results.enr.clarityelections.com/CO/105975/web.264614/,,,,,,,,,,,,,
Connecticut,,,"1,850,000",,71.1%,"2,603,327","2,839,560",7.7%,"13,268",0,"4,452","17,720",,CT
Delaware,https://elections.delaware.gov/results/html/index.shtml?electionId=GE2020,Unofficial,"507,805","502,392",70.5%,"720,531","780,822",5.8%,"5,874","14,176",350,"15,013",,DE
District of Columbia,https://electionresults.dcboe.org/election_results/2020-General-Election,,"350,000",,64.7%,"540,685","582,065",7.1%,0,0,0,0,,DC
Florida,https://floridaelectionwatch.gov/CountyReportingStatus,,"11,150,000",,71.7%,"15,551,739","17,543,341",10.1%,"91,674","205,033","4,345","223,139",,FL
Georgia,https://results.enr.clarityelections.com/GA/105369/web.264614/,,"5,025,000",,68.1%,"7,383,562","8,255,108",6.6%,"50,930","416,771","20,426","329,754",,GA
Hawaii,https://elections.hawaii.gov/wp-content/results/histatewide.pdf,Unofficial,"579,165","573,854",57.5%,"1,007,920","1,114,466",9.1%,"5,007",0,0,"5,007",,HI
Idaho,https://www.livevoterturnout.com/Idaho/LiveResults/1/en/Index_113.html,Unofficial,"875,000","867,258",67.7%,"1,292,701","1,384,683",4.1%,"8,378","34,392","5,267","34,968",,ID
Illinois,,,"6,100,000",,67.6%,"9,027,082","9,832,749",7.8%,"38,464",0,0,"38,464",,IL
Indiana,https://enr.indianavoters.in.gov/site/index.html,,"3,070,000",,61.4%,"5,000,007","5,214,546",3.6%,"26,302",0,0,"26,302",,IN
Iowa,https://electionresults.iowa.gov/IA/106279/web.264614/,,,,,,,,,,,,,
Kansas,https://ent.sos.ks.gov/kssos_ent.html,Unofficial,"1,340,000","1,333,513",64.2%,"2,087,946","2,223,238",4.9%,"9,882","16,455","5,438","25,522",,KS
Kentucky,https://results.enr.clarityelections.com/KY/106379/web.264614/,,,,,,,,,,,,,
Louisiana,https://voterportal.sos.la.gov/graphical,Unofficial,"2,155,000","2,147,395",63.9%,"3,373,932","3,557,594",2.8%,"32,267","35,025","29,321","83,304",,LA
Maine,,,"860,000",,79.2%,"1,085,285","1,104,489",1.7%,0,0,0,0,,ME
Maryland,https://elections.maryland.gov/county_status_page_root.html,,"3,050,000",,70.7%,"4,313,416","4,729,400",8.4%,"18,165",0,0,"18,165",,MD
Massachusetts,,,"3,725,000",,73.4%,"5,072,901","5,566,452",8.7%,"7,772",0,0,"7,772",,MA
Michigan,https://mielections.us/election/results/2020GEN_CENR.html,Unofficial,"5,559,186","5,519,348",73.6%,"7,550,147","7,870,864",3.6%,"38,183",0,0,"38,183",,MI
Minnesota,https://electionresults.sos.state.mn.us/20201103,Unofficial,"3,290,000","3,278,405",79.9%,"4,118,462","4,378,737",4.1%,"9,712","100,076","7,381","79,140",,MN
Mississippi,,,"1,330,000",,60.4%,"2,201,950","2,279,412",1.4%,"19,244","27,294","9,866","46,032",,MS
Missouri,https://enr.sos.mo.gov/,Unofficial,"3,050,000","3,012,436",66.3%,"4,603,060","4,794,796",2.4%,"30,148","43,871","19,251","76,599",,MO
Montana,https://electionresults.mt.gov/,Unofficial,"612,055","603,635",73.1%,"837,298","851,663",1.2%,"3,754",0,0,"3,754",,MT
Nebraska,https://electionresults.nebraska.gov/,Unofficial,"948,852","935,232",68.6%,"1,383,551","1,469,878",4.8%,"5,263","14,894",958,"15,455",,NE
Nevada,,,"1,370,000",,63.6%,"2,153,915","2,450,946",11.6%,"12,399",0,0,"12,399",,NV
New Hampshire,https://sos.nh.gov/elections/elections/election-results/2020/general-election/,Unofficial,"814,092","803,833",75.4%,"1,079,434","1,115,916",3.0%,"2,635",0,0,"2,635",,NH
New Jersey,,,"4,495,000",,73.0%,"6,158,999","6,952,008",11.1%,"18,099",0,0,"18,099",,NJ
New Mexico,https://nmresults.azurewebsites.net/Default.aspx,Unofficial,"923,612","919,377",61.0%,"1,515,355","1,634,037",6.2%,"6,887","12,090","2,805","17,188",,NM
New York,,,"8,930,000",,65.3%,"13,670,596","15,372,655",10.5%,"42,408",0,"45,192","87,600",,NY
North Carolina,https://www.ncsbe.gov/results-data/election-results,,"5,600,000",,72.2%,"7,759,051","8,328,642",5.7%,"33,640","80,068","14,215","97,497",,NC
North Dakota,https://results.sos.nd.gov/Default.aspx?map=Cty,Unofficial,"365,000","357,916",64.6%,"565,143","584,610",3.0%,"1,679",0,0,"1,679",,ND
Ohio,https://liveresults.ohiosos.gov/,,"6,100,000",,68.9%,"8,859,167","9,144,626",2.6%,"49,892",0,0,"49,892",,OH
Oklahoma,https://www.ok.gov/elections/Election_Info/2020_November_General_Election.html,OFFICIAL,"1,565,000","1,560,699",55.0%,"2,845,835","3,031,792",4.3%,"27,558","41,562","1,780","55,106",,OK
Oregon,https://results.oregonvotes.gov/Default.aspx,Unofficial,"2,404,642","2,334,666",75.2%,"3,196,425","3,405,863",5.7%,"13,795",0,0,"13,795",,OR
Pennsylvania,https://www.electionreturns.pa.gov/,,"6,900,000",,70.5%,"9,781,976","10,186,170",3.5%,"44,148",0,0,"44,148",,PA
Rhode Island,,,"520,000",,65.0%,"799,642","857,507",6.4%,"2,766",0,0,"2,766",,RI
South Carolina,https://www.enr-scvotes.org/SC/106502/Web02-state.264691/,,,,,,,,,,,,,
South Dakota,http://electionresults.sd.gov/Default.aspx,Unofficial,"427,529","422,609",66.0%,"648,104","675,016",2.4%,"3,867","5,989","3,201","10,781",,SD
Tennessee,https://elections.tn.gov/results.php,Unofficial,"3,060,000","3,045,401",59.7%,"5,124,867","5,391,220",3.6%,"26,107","61,253","10,842","74,926",,TN
Texas,https://results.texas-election.com/races,Unofficial,"11,300,000","11,231,799",60.2%,"18,784,280","22,058,260",12.6%,"154,913","368,167","109,213","492,390",,TX
Utah,https://electionresults.utah.gov/elections/,,"1,450,000",,66.2%,"2,191,487","2,343,384",6.2%,"6,287",0,0,"6,287",,UT
Vermont,https://electionresults.vermont.gov/Index.html,,,,,,,,,,,,,
Virginia,https://results.elections.virginia.gov/vaelections/2020%20November%20General/Site/Presidential.html,Unofficial,"4,425,000","4,409,913",71.4%,"6,196,071","6,727,440",6.8%,"35,743","63,111","1,860","76,732",,VA
Washington,https://results.vote.wa.gov/results/20201103/turnout.html,,"4,100,000",,75.4%,"5,437,844","6,070,046",9.1%,"18,777","76,672","12,222","78,536",,WA
West Virginia,,,"795,000",,57.0%,"1,394,028","1,422,098",0.9%,"6,757","6,593","4,287","15,132",,WV
Wisconsin,,,"3,325,000",,76.1%,"4,368,530","4,586,746",3.2%,"23,574","42,909","21,015","71,193",,WI
Wyoming,https://sos.wyo.gov/Elections/Docs/2020/2020GeneralResults.aspx,OFFICIAL,"278,503","276,765",64.6%,"431,364","447,915",2.2%,"2,488","5,383",934,"6,759",,WY
