col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,8.5,3.9,2.5,5.9,4.8,4.9,6.0,6.8,4.7,5.0,3.7,8.2
2,8.2,2.7,5.1,7.2,3.4,7.9,3.1,5.3,5.5,3.9,4.9,5.7
3,9.2,3.4,5.6,5.6,5.4,7.4,5.8,4.5,6.2,5.4,4.5,8.9
4,6.4,3.3,7.0,3.7,4.7,4.7,4.5,8.8,7.0,4.3,3.0,4.8
5,9.0,3.4,5.2,4.6,2.2,6.0,4.5,6.8,6.1,4.5,3.5,7.1
6,6.5,2.8,3.1,4.1,4.0,4.3,3.7,8.5,5.1,3.6,3.3,4.7
7,6.9,3.7,5.0,2.6,2.1,2.3,5.4,8.9,4.8,2.1,2.0,5.7
8,6.2,3.3,3.9,4.8,4.6,3.6,5.1,6.9,5.4,4.3,3.7,6.3
9,5.8,3.6,5.1,6.7,3.7,5.9,5.8,9.3,5.9,4.4,4.6,7.0
10,6.4,4.5,5.1,6.1,4.7,5.7,5.7,8.4,5.4,4.1,4.4,5.5
11,8.7,3.2,4.6,4.8,2.7,6.8,4.6,6.8,5.8,3.8,4.0,7.4
12,6.1,4.9,6.3,3.9,4.4,3.9,6.4,8.2,5.8,3.0,3.2,6.0
13,9.5,5.6,4.6,6.9,5.0,6.9,6.6,7.6,6.5,5.1,4.4,8.4
14,9.2,3.9,5.7,5.5,2.4,8.4,4.8,7.1,6.7,4.5,4.2,7.6
15,6.3,4.5,4.7,6.9,4.5,6.8,5.9,8.8,6.0,4.8,5.2,8.0
16,8.7,3.2,4.0,6.8,3.2,7.8,3.8,4.9,6.1,4.3,4.5,6.6
17,5.7,4.0,6.7,6.0,3.3,5.5,5.1,6.2,6.7,4.2,4.5,6.4
18,5.9,4.1,5.5,7.2,3.5,6.4,5.5,8.4,6.2,5.7,4.8,7.4
19,5.6,3.4,5.1,6.4,3.7,5.7,5.6,9.1,5.4,5.0,4.5,6.8
20,9.1,4.5,3.6,6.4,5.3,5.3,7.1,8.4,5.8,4.5,4.4,7.6
21,5.2,3.8,7.1,5.2,3.9,4.3,5.0,8.4,7.1,3.3,3.3,5.4
22,9.6,5.7,6.8,5.9,5.4,8.3,7.8,4.5,6.4,4.3,4.3,9.9
23,8.6,3.6,7.4,5.1,3.5,7.3,4.7,3.7,6.7,4.8,4.0,7.0
24,9.3,2.4,2.6,7.2,2.2,7.2,4.5,6.2,6.4,6.7,4.5,8.6
25,6.0,4.1,5.3,4.7,3.5,5.3,5.3,8.0,6.5,4.7,4.0,4.8
26,6.4,3.6,6.6,6.1,4.0,3.9,5.3,7.1,6.1,5.6,3.9,6.6
27,8.5,3.0,7.2,5.8,4.1,7.6,3.7,4.8,6.9,5.3,4.4,6.3
28,7.0,3.3,5.4,5.5,2.6,4.8,4.2,9.0,6.5,4.3,3.7,5.4
29,8.5,3.0,5.7,6.0,2.3,7.6,3.7,4.8,5.8,5.7,4.4,6.3
30,7.6,3.6,3.0,4.0,5.1,4.2,4.6,7.7,4.9,4.7,3.5,5.4
