col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"3,193",295,9.20%,"3,540",476,13.40%,45.50%,19_001,19.0,2.0,4.0,,
Adams,"1,821",223,12.20%,"1,919",306,15.90%,30.20%,19_002,19.0,2.0,4.0,,
Allamakee,"6,527",787,12.10%,"6,267",869,13.90%,15.00%,19_003,19.0,2.0,4.0,,
Appanoose,"5,786",936,16.20%,"5,611","1,102",19.60%,21.40%,19_004,19.0,2.0,4.0,,
Audubon,"2,885",337,11.70%,"2,784",393,14.10%,20.80%,19_005,19.0,2.0,4.0,,
Benton,"11,032",927,8.40%,"11,843","1,277",10.80%,28.30%,19_006,19.0,2.0,4.0,,
Black Hawk,"55,541","7,144",12.90%,"54,672","8,352",15.30%,18.80%,19_007,19.0,2.0,4.0,,
Boone,"11,398","1,029",9.00%,"11,751","1,297",11.00%,22.30%,19_008,19.0,2.0,4.0,,
Bremer,"10,789",772,7.20%,"10,336",927,9.00%,25.30%,19_009,19.0,2.0,4.0,,
Buchanan,"9,727",962,9.90%,"9,095","1,096",12.10%,21.80%,19_010,19.0,2.0,4.0,,
Buena Vista,"8,929","1,148",12.90%,"8,618","1,465",17.00%,32.20%,19_011,19.0,2.0,4.0,,
Butler,"7,205",661,9.20%,"6,705",825,12.30%,34.10%,19_012,19.0,2.0,4.0,,
Calhoun,"5,156",562,10.90%,"4,748",665,14.00%,28.50%,19_013,19.0,2.0,4.0,,
Carroll,"10,652","1,002",9.40%,"10,092","1,083",10.70%,14.10%,19_014,19.0,2.0,4.0,,
Cass,"6,961",892,12.80%,"6,467","1,046",16.20%,26.20%,19_015,19.0,2.0,4.0,,
Cedar,"7,885",608,7.70%,"8,285",925,11.20%,44.80%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"21,242","2,466",11.60%,"20,466","2,819",13.80%,18.60%,19_017,19.0,2.0,4.0,,
Cherokee,"6,024",617,10.20%,"5,616",711,12.70%,23.60%,19_018,19.0,2.0,4.0,,
Chickasaw,"6,282",657,10.50%,"5,803",718,12.40%,18.30%,19_019,19.0,2.0,4.0,,
Clarke,"3,873",559,14.40%,"4,016",674,16.80%,16.30%,19_020,19.0,2.0,4.0,,
Clay,"8,048",840,10.40%,"8,000","1,081",13.50%,29.50%,19_021,19.0,2.0,4.0,,
Clayton,"8,646",974,11.30%,"8,415","1,180",14.00%,24.50%,19_022,19.0,2.0,4.0,,
Clinton,"22,755","2,926",12.90%,"22,164","3,503",15.80%,22.90%,19_023,19.0,2.0,4.0,,
Crawford,"7,375","1,031",14.00%,"7,101","1,135",16.00%,14.30%,19_024,19.0,2.0,4.0,,
Dallas,"16,903","1,470",8.70%,"21,902","2,047",9.30%,7.50%,19_025,19.0,2.0,4.0,,
Davis,"3,447",410,11.90%,"3,416",510,14.90%,25.50%,19_026,19.0,2.0,4.0,,
Decatur,"3,316",551,16.60%,"3,261",675,20.70%,24.60%,19_027,19.0,2.0,4.0,,
Delaware,"7,726",794,10.30%,"8,085",976,12.10%,17.50%,19_028,19.0,2.0,4.0,,
Des Moines,"19,085","2,497",13.10%,"18,403","3,168",17.20%,31.60%,19_029,19.0,2.0,4.0,,
Dickinson,"8,406",763,9.10%,"8,304",877,10.60%,16.40%,19_030,19.0,2.0,4.0,,
Dubuque,"42,576","4,103",9.60%,"41,937","5,118",12.20%,26.60%,19_031,19.0,2.0,4.0,,
Emmet,"4,998",595,11.90%,"4,632",685,14.80%,24.20%,19_032,19.0,2.0,4.0,,
Fayette,"9,041","1,131",12.50%,"8,884","1,412",15.90%,27.10%,19_033,19.0,2.0,4.0,,
Floyd,"7,453",923,12.40%,"7,339","1,108",15.10%,21.90%,19_034,19.0,2.0,4.0,,
Franklin,"4,162",483,11.60%,"4,617",629,13.60%,17.40%,19_035,19.0,2.0,4.0,,
Fremont,"3,502",425,12.10%,"3,298",491,14.90%,22.70%,19_036,19.0,2.0,4.0,,
Greene,"4,517",540,12.00%,"4,399",616,14.00%,17.10%,19_037,19.0,2.0,4.0,,
Grundy,"5,258",406,7.70%,"5,605",538,9.60%,24.30%,19_038,19.0,2.0,4.0,,
