col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
2013,Canada,2016A000011124,Ferritin  (µg/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Micrograms per litre (µg/L),310,units ,0,v95703553,1.1.1.9.1.1,36.0,,,,0
2015,Canada,2016A000011124,Ferritin  (µg/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Micrograms per litre (µg/L),310,units ,0,v95703553,1.1.1.9.1.1,33.0,,,,0
2017,Canada,2016A000011124,Ferritin  (µg/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Micrograms per litre (µg/L),310,units ,0,v95703553,1.1.1.9.1.1,31.0,,,,0
2013,Canada,2016A000011124,Ferritin  (µg/L),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Micrograms per litre (µg/L),310,units ,0,v95703601,1.1.1.10.1.1,80.0,,,,0
2015,Canada,2016A000011124,Ferritin  (µg/L),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Micrograms per litre (µg/L),310,units ,0,v95703601,1.1.1.10.1.1,75.0,,,,0
2017,Canada,2016A000011124,Ferritin  (µg/L),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Micrograms per litre (µg/L),310,units ,0,v95703601,1.1.1.10.1.1,76.0,,,,0
2013,Canada,2016A000011124,Vitamin D (nmol/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95703841,1.2.1.9.1.1,60.8,,,,1
2015,Canada,2016A000011124,Vitamin D (nmol/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95703841,1.2.1.9.1.1,56.0,,,,1
2017,Canada,2016A000011124,Vitamin D (nmol/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95703841,1.2.1.9.1.1,63.4,,,,1
2013,Canada,2016A000011124,Vitamin D (nmol/L),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95703865,1.2.1.10.1.1,61.1,,,,1
2015,Canada,2016A000011124,Vitamin D (nmol/L),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95703865,1.2.1.10.1.1,59.4,,,,1
2017,Canada,2016A000011124,Vitamin D (nmol/L),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95703865,1.2.1.10.1.1,68.1,,,,1
2013,Canada,2016A000011124,Vitamin C (ng/mL),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanograms per millilitre (ng/mL),312,units ,0,v95703985,1.3.1.9.1.1,12000.0,,,,0
2015,Canada,2016A000011124,Vitamin C (ng/mL),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanograms per millilitre (ng/mL),312,units ,0,v95703985,1.3.1.9.1.1,,..,,,0
2013,Canada,2016A000011124,Vitamin C (ng/mL),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Nanograms per millilitre (ng/mL),312,units ,0,v95704009,1.3.1.10.1.1,9400.0,,,,0
2015,Canada,2016A000011124,Vitamin C (ng/mL),Both sexes,Ages 20 to 79,Measure of central tendency,Estimate,Nanograms per millilitre (ng/mL),312,units ,0,v95704009,1.3.1.10.1.1,,..,,,0
2013,Canada,2016A000011124,Red blood cell folate (nmol/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95704177,1.4.1.9.1.1,1229.0,,,,0
2015,Canada,2016A000011124,Red blood cell folate (nmol/L),Both sexes,Ages 6 to 19,Measure of central tendency,Estimate,Nanomoles per litre (nmol/L),313,units ,0,v95704177,1.4.1.9.1.1,1482.0,,,,0
