col0,col1,col2,col3,col4
68,6.0,7.0,1.5,2.675
134,1.0,2.0,3.4,2.766666667
236,2.0,3.0,3.0,1.75
276,6.0,7.0,3.861538462,3.657142857
330,5.0,6.0,4.0,4.0
411,1.0,2.0,3.1625,1.729411765
488,6.0,7.0,2.8,2.217647059
554,6.0,7.0,2.925,2.485714286
585,5.0,6.0,2.5,2.8125
645,2.0,3.0,3.75,3.8
674,7.0,8.0,2.964285714,2.45
698,5.0,6.0,2.621428571,2.8875
711,3.0,4.0,2.3625,3.2117647060000003
733,5.0,6.0,3.31875,3.26
800,6.0,7.0,3.4277777780000003,3.116666667
1078,6.0,7.0,3.25,2.915384615
1186,4.0,5.0,3.333333333,2.25
1225,2.0,3.0,2.226666667,2.564705882
1378,5.0,6.0,1.25,1.825
1423,8.0,9.0,2.25,2.525
1496,2.0,3.0,3.253333333,2.78
1575,2.0,3.0,1.85,3.007142857
1576,1.0,2.0,1.417647059,0.0
1614,3.0,4.0,2.375,3.2
1704,7.0,8.0,3.9,3.85
1775,1.0,2.0,3.0,2.470588235
1833,3.0,4.0,1.923076923,0.615384615
1891,7.0,8.0,3.22,2.32
1954,5.0,6.0,3.24375,3.08
2125,3.0,4.0,2.353846154,2.066666667
2145,10.0,11.0,2.325,2.28
2208,3.0,4.0,3.175,2.525
2433,7.0,8.0,2.0,2.0
2450,5.0,6.0,2.75,1.411764706
2455,2.0,3.0,2.866666667,3.6
2545,2.0,3.0,3.058823529,3.0625
2638,6.0,7.0,2.433333333,1.8
2690,2.0,3.0,2.335714286,0.285714286
2694,6.0,7.0,2.270588235,3.3375
2922,2.0,3.0,1.8,0.307692308
3014,7.0,8.0,3.193333333,3.0
3150,1.0,2.0,2.352941176,1.692307692
3218,2.0,3.0,2.475,2.4875
3283,2.0,3.0,2.158823529,2.016666667
3313,9.0,10.0,1.375,1.864285714
3337,2.0,3.0,2.26875,1.128571429
3460,1.0,2.0,2.326666667,0.425
3633,3.0,4.0,3.323529412,3.088235294
3787,3.0,4.0,3.53125,3.38125
3795,1.0,2.0,2.625,2.675
4076,3.0,4.0,2.3625,2.85
4133,4.0,5.0,2.523529412,2.511764706
4135,8.0,9.0,2.04,2.692307692
4193,6.0,7.0,3.26,3.46
4240,4.0,5.0,3.08,2.8
4277,2.0,3.0,3.94375,4.0
4368,5.0,6.0,1.761538462,1.925
4678,9.0,10.0,2.425,3.25
4727,2.0,3.0,0.0,0.0
5019,4.0,5.0,3.0,2.278571429
5086,5.0,6.0,2.6875,2.78
5108,1.0,2.0,1.75,2.071428571
5299,4.0,5.0,3.68,3.82
5370,7.0,8.0,2.461538462,2.846666667
5611,10.0,11.0,2.0733333330000003,1.94375
5629,5.0,6.0,3.04375,3.392307692
5673,1.0,2.0,3.2,3.25
5740,2.0,3.0,2.083333333,2.5625
5843,4.0,5.0,2.4,2.54
5896,8.0,9.0,0.923076923,0.0
5977,4.0,5.0,1.153846154,1.646666667
5987,5.0,6.0,3.277777778,3.5
6009,4.0,5.0,2.0625,3.064705882
6073,3.0,4.0,2.864285714,2.142857143
6082,2.0,3.0,1.6,1.371428571
6239,2.0,3.0,3.461538462,3.5
6319,4.0,5.0,2.553846154,1.323076923
6367,1.0,2.0,2.388235294,1.6066666669999998
6379,1.0,2.0,2.066666667,1.428571429
6577,2.0,3.0,3.423529412,3.635294118
6681,2.0,3.0,0.9,1.6166666669999998
6702,1.0,2.0,1.0,1.675
7056,1.0,2.0,2.666666667,0.153846154
7128,8.0,9.0,2.883333333,2.94375
7141,7.0,8.0,2.885714286,2.54
7158,4.0,5.0,2.8125,2.666666667
7241,1.0,2.0,1.56875,2.05
7883,2.0,3.0,3.6875,2.9529411760000004
7999,5.0,6.0,2.625,2.35
8014,4.0,5.0,1.19375,0.938461538
8072,3.0,4.0,0.4,0.0
8110,2.0,3.0,3.538461538,3.607692308
8139,2.0,3.0,2.116666667,1.364705882
8231,3.0,4.0,1.8,2.221428571
8248,7.0,8.0,1.613333333,1.246153846
8305,9.0,10.0,0.529411765,2.25
8406,5.0,6.0,2.175,2.825
8670,3.0,4.0,1.75,2.0
8765,5.0,6.0,2.933333333,3.02
8797,1.0,2.0,3.0,3.769230769
8825,1.0,2.0,3.176923077,3.453333333
9039,1.0,2.0,2.16875,2.1
9057,4.0,5.0,3.83125,3.621428571
9165,6.0,7.0,3.535294118,3.94
9234,7.0,8.0,2.113333333,1.515384615
9365,3.0,4.0,3.4,3.24375
9410,3.0,4.0,2.181818182,2.28
9411,9.0,10.0,1.575,2.34
9534,7.0,8.0,2.376470588,2.88
9931,6.0,7.0,3.538461538,3.4
9959,6.0,7.0,2.72,2.925
10062,6.0,7.0,2.75625,2.9625
10364,8.0,9.0,3.1,3.15
10436,4.0,5.0,3.226666667,3.8875
10641,3.0,4.0,4.0,4.0
