col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
value,TypeTestRef,string,,TRUE,False,,,,True,,,,,,,,
label,TypeTestRef,string,,FALSE,False,,,,True,True,,,,,,,
id,org_molgenis_test_TypeTest,int,,TRUE,False,,,,,,True,,,,,,
xbool,org_molgenis_test_TypeTest,bool,,FALSE,False,,,,,,,True,,,,,
xboolnillable,org_molgenis_test_TypeTest,bool,,FALSE,True,,,,,,,True,,,,,
xcompound,org_molgenis_test_TypeTest,compound,,FALSE,False,,,,,,,,,,,,
xcompound_int,org_molgenis_test_TypeTest,int,,FALSE,True,,,,,,,True,,,xcompound,,
xcompound_string,org_molgenis_test_TypeTest,string,,FALSE,True,,,,,,,True,,,xcompound,,
xcategorical_value,org_molgenis_test_TypeTest,categorical,TypeTestRef,FALSE,False,,,,,,,,,,,,
xcategoricalnillable_value,org_molgenis_test_TypeTest,categorical,TypeTestRef,FALSE,True,,,,,,,,,,,,
xcategoricalmref_value,org_molgenis_test_TypeTest,categorical_mref,TypeTestRef,FALSE,False,,,,,,,True,,,,,
xcatmrefnillable_value,org_molgenis_test_TypeTest,categorical_mref,TypeTestRef,FALSE,True,,,,,,,,,,,,
xdate,org_molgenis_test_TypeTest,date,,FALSE,False,,,,,,,True,,,,,
xdatenillable,org_molgenis_test_TypeTest,date,,FALSE,True,,,,,,,,,,,,
xdatetime,org_molgenis_test_TypeTest,datetime,,FALSE,False,,,,,,,,,,,,
xdatetimenillable,org_molgenis_test_TypeTest,datetime,,FALSE,True,,,,,,,True,,,,,
xdecimal,org_molgenis_test_TypeTest,decimal,,FALSE,False,,,,,,,True,,,,,
xdecimalnillable,org_molgenis_test_TypeTest,decimal,,FALSE,True,,,,,,,,,,,,
xemail,org_molgenis_test_TypeTest,email,,FALSE,False,,,,,,,True,,,,,
xemailnillable,org_molgenis_test_TypeTest,email,,FALSE,True,,,,,,,,,,,,
xenum,org_molgenis_test_TypeTest,enum,,FALSE,False,"enum1,enum2,enum3",,,,,,True,,,,,
xenumnillable,org_molgenis_test_TypeTest,enum,,FALSE,True,"enum1,enum2,enum3",,,,,,,,,,,
xhtml,org_molgenis_test_TypeTest,html,,FALSE,False,,,,,,,,,,,,
xhtmlnillable,org_molgenis_test_TypeTest,html,,FALSE,True,,,,,,,True,,,,,
xhyperlink,org_molgenis_test_TypeTest,hyperlink,,FALSE,False,,,,,,,True,,,,,
xhyperlinknillable,org_molgenis_test_TypeTest,hyperlink,,FALSE,True,,,,,,,,,,,,
xint,org_molgenis_test_TypeTest,int,,FALSE,False,,,,,,,True,,,,,
xintnillable,org_molgenis_test_TypeTest,int,,FALSE,True,,,,,,,,,,,,
xintrange,org_molgenis_test_TypeTest,int,,FALSE,False,,,10.0,,,,,,,,,
xintrangenillable,org_molgenis_test_TypeTest,int,,FALSE,True,,0.0,,,,,,,,,,
xlong,org_molgenis_test_TypeTest,long,,FALSE,False,,,,,,,,,,,,
xlongnillable,org_molgenis_test_TypeTest,long,,FALSE,True,,,,,,,,,,,,
xlongrange,org_molgenis_test_TypeTest,long,,FALSE,False,,0.0,10.0,,,,True,,,,,
xlongrangenillable,org_molgenis_test_TypeTest,long,,FALSE,True,,0.0,10.0,,,,True,,,,,
xmref_value,org_molgenis_test_TypeTest,mref,TypeTestRef,FALSE,False,,,,,,,True,,,,,
xmrefnillable_value,org_molgenis_test_TypeTest,mref,TypeTestRef,FALSE,True,,,,,,,,,,,,
xstring,org_molgenis_test_TypeTest,string,,FALSE,False,,,,,,,True,,,,,
xstringnillable,org_molgenis_test_TypeTest,string,,FALSE,True,,,,,,,,,,,,
xtext,org_molgenis_test_TypeTest,text,,FALSE,False,,,,,,,,,,,,
xtextnillable,org_molgenis_test_TypeTest,text,,FALSE,True,,,,,,,,,,,,
xxref_value,org_molgenis_test_TypeTest,xref,TypeTestRef,FALSE,False,,,,,,,True,,,,,
xxrefnillable_value,org_molgenis_test_TypeTest,xref,TypeTestRef,FALSE,True,,,,,,,,,,,,
xstring_hidden,org_molgenis_test_TypeTest,string,,FALSE,False,,,,,,,,FALSE,,,,
xstringnillable_hidden,org_molgenis_test_TypeTest,string,,FALSE,True,,,,,,,,FALSE,,,,
xstring_unique,org_molgenis_test_TypeTest,string,,FALSE,False,,,,,,,,,True,,,
xint_unique,org_molgenis_test_TypeTest,int,,FALSE,False,,,,,,,,,True,,,
xxref_unique,org_molgenis_test_TypeTest,xref,TypeTestRef,FALSE,True,,,,,,,,,True,,,
xcomputedxref,org_molgenis_test_TypeTest,xref,Location,FALSE,True,,,,,,True,,,,,"{Chromosome: xstring, Position: xint}",
xcomputedint,org_molgenis_test_TypeTest,int,,FALSE,True,,,,,,True,,,,,xint,
Chromosome,Location,string,,FALSE,False,,,,,,,,,,,,
Position,Location,int,,TRUE,False,,,,,,,,,,,,
id,Person,string,,AUTO,False,,,,,,,,,,,,
age,Person,int,,FALSE,True,,,,,,,,,,,,
driverslicence,Person,bool,,FALSE,True,,,,,,,,$('age').ge(18).value(),,,,$('driverslicence').isNull().not().or($('age').isNull()).or($('age').lt(18)).value()
