col0,col1,col2,col3,col4,col5,col6,col7,col8
2097,2009_01_30_1,2009-01-30,H5N1 subtype,Phitsanulok (admin level 1),Thailand,Aves,0,
2480,2011_08_29_1,2011-08-19,H5N1 subtype,Cambodia (country),Cambodia,Homo sapiens; Galliformes,0,
41,2012_06_28_2,2012-06-13,H7N3 subtype,Jalisco (admin level 1),Mexico,Gallus gallus; Aves; Galliformes; Homo sapiens,0,
880,2015_08_18_2,2015-08-18,H5N2 subtype,Mexico (country),Mexico,Aves; Galliformes,0,
2270,2008_11_07_2,2008-11-07,H5N1 subtype,Tombali Region (admin level 1),Guinea-Bissau,Gallus gallus,0,
1012,2016_12_01_1,2016-11-12,H5N8 subtype,Croatia (country),Croatia,Galliformes; Gallus gallus,0,
268,2008_06_13_2,2008-06-13,H5N1 subtype,North Korea (country),North Korea,Galliformes; Gallus gallus,0,
857,2008_01_18_1,2008-01-18,H5N1 subtype,Romania (country),Romania,Aves,0,
2057,2015_10_28_2,2015-10-28,Influenza A virus,Gaza Strip (admin level 1),State of Palestine,Aves,0,
2287,2017_09_28_1,2017-08-25,H5N8 subtype,Canton of Fribourg (admin level 1),Switzerland,Aves; Homo sapiens,0,
1407,2017_01_10_2,2017-01-10,H5N8 subtype,Ireland (country),Ireland,Galliformes; Homo sapiens,0,
1650,2017_02_07_7,2017-01-31,H5N1 subtype,Cambodia (country),Cambodia,Gallus gallus,0,
1623,2017_08_25_3,2017-08-22,H5N8 subtype,South Africa (country),South Africa,Aves; Gallus gallus,0,
563,2009_07_10_1,2009-07-10,H1N1 subtype,Canada (country),Canada,Sus scrofa,0,
355,2013_11_26_1,2013-11-26,Influenza A virus,Germany (country),Germany,Aves; Homo sapiens,0,
759,2015_08_07_4,2015-08-07,Influenza A virus,Mexico (country),Mexico,Aves,0,
544,2017_08_25_4,2017-08-16,H9N2 subtype,Guangdong (admin level 1),People's Republic of China,Homo sapiens,0,
1476,2014_01_09_3,2013-12-24,H7N7 subtype,South Africa (country),South Africa,Aves; Galliformes,0,
805,2016_10_17_4,2016-10-17,H5N1 subtype,Indonesia (country),Indonesia,Gallus gallus; Sus scrofa; Anas,0,
560,2008_04_30_5,2008-04-13,H5N1 subtype,Egypt (country),Egypt,Homo sapiens; Galliformes,0,
2278,2017_03_22_14,2017-03-22,H5N6 subtype,Vietnam (country),Vietnam,Gallus gallus,0,
1827,2014_12_09_2,2014-12-09,H5N8 subtype,Netherlands (country),Netherlands,Galliformes; Anas; Aves,0,
1013,2014_04_29_2,2014-04-22,H5N8 subtype,Japan (country),Japan,Gallus gallus; Homo sapiens; Aves,0,
655,2009_08_03_3,2009-07-24,H1N1 subtype,Australia (country),Australia,Sus scrofa; Galliformes,0,
34,2016_10_03_1,2016-10-03,H5N5 subtype,Magellan and the Chilean Antarctic Region (admin level 1),Chile,Metazoa; Aves,0,
376,2014_04_21_2,2014-04-21,Influenza A virus,Japan (country),Japan,Gallus gallus; Aves,0,
