col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
100,58.9758588256,1005.7090924591,108.25532928,47.0718634953,5.8763901932,2244.7280508014,2.0442583095,10.0710697861,10.876420873,test2,added-col
101,59.2627195631,1067.9824126282,108.2820076105,52.3520990841,9.1104236051,1773.1389404617,94.1968868308,87.0500011554,92.5251328803,test2,added-col
102,60.8332424657,954.7575325964,109.0333262299,50.1275446169,11.893628714,1373.0131763529,-11.2569495664,1.7635167025,2.7438765119,test2,added-col
103,44.7428971081,1134.197139831,110.5575565549,51.8991424812,10.011510985,2435.2576767278,45.2664631516,33.3614710155,43.0101344287,test2,added-col
104,50.4206555588,1283.5855466622,110.8079701529,51.7011550428,10.8772618325,1864.5955479712,75.41264138,63.6675248914,70.6446337481,test2,added-col
105,37.1640718509,860.3816160118,111.345545727,46.5096869943,5.7090699389,1732.9883987375,65.6683608284,69.4822443412,70.0764511055,test2,added-col
106,62.0409612458,954.0218218862,111.7295621906,50.33405512,8.5765894917,1709.1197000941,12.0631355655,22.5726147625,24.9570962274,test2,added-col
107,56.5174064321,1322.728896238,113.0796193847,57.27077292,10.953887122,2238.3452597836,75.4358717785,53.4778751151,55.4140287775,test2,added-col
108,35.5149663743,782.8685781379,113.212926038,46.0180626832,14.3318709486,2615.4985931591,71.3067123164,76.8429361898,86.7736157109,test2,added-col
109,57.242932493,1067.2369152361,113.2886725435,53.1073577082,14.6436380786,1416.6634772674,41.6215835407,54.2337485214,60.4357124886,test2,added-col
110,58.8511465195,1134.6824350151,113.3386821023,52.9207546787,5.3463165124,2278.997985892,98.8392634068,78.7094699871,87.4484387692,test2,added-col
111,63.9235612271,746.2094439252,113.3412530595,58.9433858107,13.3060538457,1607.6759698324,54.3486850174,57.2953553854,58.5617149395,test2,added-col
112,32.9636539213,660.360550668,113.4614308009,55.3482387406,10.8212306069,2676.2827377799,14.0136597458,16.3998154409,24.7018658088,test2,added-col
113,60.3971643867,880.9295221355,113.4698738901,52.8268625559,4.1992565165,1765.4269289192,-7.2789636948,1.1131212579,9.3015234263,test2,added-col
114,59.7008982522,943.8151754008,113.5418807391,57.8486929341,5.8178458543,2366.6077316236,-9.0362012508,2.69596405,4.3888939535,test2,added-col
115,62.7912139618,845.4466633194,113.787211578,59.458032397,8.2248211367,1970.4912600917,40.6117690395,54.3790781475,60.2420129604,test2,added-col
116,54.5032582217,1245.5898794135,114.6022342831,51.2882892488,11.0568691515,1445.2558735576,76.3031398813,79.642273599,80.2728831901,test2,added-col
117,39.5095034306,949.0336361073,114.6075957504,63.5995205102,8.6075633315,1665.1447160547,45.8823275367,41.3629934299,50.5204600063,test2,added-col
118,63.4453268332,909.6016014354,115.130278933,61.4568361804,14.6303708643,1555.5421303888,108.2142859164,90.0142772549,98.9870473563,test2,added-col
119,62.4737140813,878.5341354963,115.1565110075,54.0476564225,6.2230462699,1594.440447442,71.9938162162,69.4315321674,77.9842608073,test2,added-col
120,46.0620979061,1157.2162013067,115.1617386039,53.487175739,6.4725401723,1923.7719630123,95.988670399,83.5757821535,86.8358816851,test2,added-col
121,54.1508797466,1166.6235854548,115.3955227518,50.8336401218,6.2249531151,2356.1257960471,65.9213243908,51.5318501436,57.5399736802,test2,added-col
122,32.6302226825,687.0416922137,115.4480211312,56.430155172,11.839887616,2194.2896770532,97.3644194144,93.904027845,101.6348087431,test2,added-col
123,33.6575736425,674.2856333444,115.4953963843,58.9358091201,8.756952666,1972.4376423971,41.4998140741,33.5315721284,38.0067118083,test2,added-col
124,53.6430122753,1224.4082839953,115.5005155411,54.5631918843,11.1381525188,1314.5546939407,23.0040088091,26.7979135518,36.601137646,test2,added-col
125,54.1077626016,1220.0438245551,115.6447802778,51.8366144896,11.3836923279,2142.860138809,53.2594625219,49.7147788056,51.2014567032,test2,added-col
126,49.9546990773,1237.9513630296,116.4967901964,54.1605200671,10.2148758022,2180.8253342759,7.1367033596,2.5723398149,7.8016327226,test2,added-col
127,52.4740034259,1121.0846406396,116.8687691404,60.0034393609,8.4939366214,2293.4118254894,29.0073261562,42.3620938936,48.9648095758,test2,added-col
128,43.9958282399,1115.6715873969,116.9997352971,66.6646707895,4.1023390623,1973.5223612935,31.4570761848,29.319076868,34.8953854286,test2,added-col
129,65.0487227252,666.7345371237,117.2336979591,64.970170333,15.7199258601,2212.439236574,66.8197965433,45.0015859765,49.5359716301,test2,added-col
