col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,968",24,12.2,"1,596",34,21.3,74.70%,19_001,19.0,2.0,4.0,,
Adams,"1,073",12,11.2,918,14,15.3,36.40%,19_002,19.0,2.0,4.0,,
Allamakee,"3,731",29,7.8,"3,498",46,13.2,69.20%,19_003,19.0,2.0,4.0,,
Appanoose,"3,255",62,19.0,"2,912",104,35.7,87.50%,19_004,19.0,2.0,4.0,,
Audubon,"1,771",26,14.7,"1,401",34,24.3,65.30%,19_005,19.0,2.0,4.0,,
Benton,"6,924",92,13.3,"6,531",137,21.0,57.90%,19_006,19.0,2.0,4.0,,
Black Hawk,"29,545",538,18.2,"28,498",853,29.9,64.40%,19_007,19.0,2.0,4.0,,
Boone,"6,515",53,8.1,"6,006",63,10.5,28.90%,19_008,19.0,2.0,4.0,,
Bremer,"5,627",40,7.1,"5,038",76,15.1,112.20%,19_009,19.0,2.0,4.0,,
Buchanan,"6,031",117,19.4,"5,506",92,16.7,-13.90%,19_010,19.0,2.0,4.0,,
Buena Vista,"5,179",55,10.6,"5,067",82,16.2,52.40%,19_011,19.0,2.0,4.0,,
Butler,"3,734",34,9.1,"3,282",52,15.8,74.00%,19_012,19.0,2.0,4.0,,
Calhoun,"2,564",23,9.0,"2,103",44,20.9,133.20%,19_013,19.0,2.0,4.0,,
Carroll,"5,769",30,5.2,"4,997",92,18.4,254.00%,19_014,19.0,2.0,4.0,,
Cass,"3,488",40,11.5,"3,041",66,21.7,89.30%,19_015,19.0,2.0,4.0,,
Cedar,"4,609",44,9.5,"4,137",61,14.7,54.50%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"11,046",258,23.4,"9,707",283,29.2,24.80%,19_017,19.0,2.0,4.0,,
Cherokee,"3,212",38,11.8,"2,579",47,18.2,54.00%,19_018,19.0,2.0,4.0,,
Chickasaw,"3,423",18,5.3,"2,921",63,21.6,310.20%,19_019,19.0,2.0,4.0,,
Clarke,"2,402",44,18.3,"2,222",67,30.2,64.60%,19_020,19.0,2.0,4.0,,
Clay,"4,289",76,17.7,"3,841",112,29.2,64.60%,19_021,19.0,2.0,4.0,,
Clayton,"4,735",46,9.7,"4,138",79,19.1,96.50%,19_022,19.0,2.0,4.0,,
Clinton,"12,840",151,11.8,"11,747",192,16.3,39.00%,19_023,19.0,2.0,4.0,,
Crawford,"4,495",82,18.2,"4,350",87,20.0,9.60%,19_024,19.0,2.0,4.0,,
Dallas,"11,487",94,8.2,"13,293",186,14.0,71.00%,19_025,19.0,2.0,4.0,,
Davis,"2,317",40,17.3,"2,156",46,21.3,23.60%,19_026,19.0,2.0,4.0,,
Decatur,"2,002",37,18.5,"1,813",55,30.3,64.10%,19_027,19.0,2.0,4.0,,
Delaware,"5,334",54,10.1,"4,392",49,11.2,10.20%,19_028,19.0,2.0,4.0,,
Des Moines,"10,328",249,24.1,"9,591",284,29.6,22.80%,19_029,19.0,2.0,4.0,,
Dickinson,"3,599",42,11.7,"3,405",74,21.7,86.20%,19_030,19.0,2.0,4.0,,
Dubuque,"22,779",255,11.2,"22,391",429,19.2,71.20%,19_031,19.0,2.0,4.0,,
Emmet,"2,674",49,18.3,"2,428",84,34.6,88.80%,19_032,19.0,2.0,4.0,,
Fayette,"5,492",99,18.0,"4,662",143,30.7,70.20%,19_033,19.0,2.0,4.0,,
Floyd,"4,246",95,22.4,"3,806",119,31.3,39.70%,19_034,19.0,2.0,4.0,,
Franklin,"2,593",24,9.3,"2,442",65,26.6,187.60%,19_035,19.0,2.0,4.0,,
Fremont,"2,010",12,6.0,"1,764",23,13.0,118.40%,19_036,19.0,2.0,4.0,,
Greene,"2,655",37,13.9,"2,208",46,20.8,49.50%,19_037,19.0,2.0,4.0,,
Grundy,"3,118",23,7.4,"2,665",27,10.1,37.30%,19_038,19.0,2.0,4.0,,
Guthrie,"2,675",26,9.7,"2,481",24,9.7,-0.50%,19_039,19.0,2.0,4.0,,
Hamilton,"4,182",65,15.5,"3,759",47,12.5,-19.60%,19_040,19.0,2.0,4.0,,
Hancock,"3,210",44,13.7,"2,638",47,17.8,30.00%,19_041,19.0,2.0,4.0,,
Hardin,"4,646",57,12.3,"4,083",83,20.3,65.70%,19_042,19.0,2.0,4.0,,
Harrison,"4,108",41,10.0,"3,664",59,16.1,61.30%,19_043,19.0,2.0,4.0,,
Henry,"5,018",72,14.3,"4,578",119,26.0,81.20%,19_044,19.0,2.0,4.0,,
Howard,"2,615",29,11.1,"2,307",38,16.5,48.50%,19_045,19.0,2.0,4.0,,
Humboldt,"2,580",36,14.0,"2,239",27,12.1,-13.60%,19_046,19.0,2.0,4.0,,
Ida,"1,998",15,7.5,"1,628",29,17.8,137.30%,19_047,19.0,2.0,4.0,,
Iowa,"4,138",36,8.7,"3,917",35,8.9,2.70%,19_048,19.0,2.0,4.0,,
Jackson,"5,271",62,11.8,"4,576",76,16.6,41.20%,19_049,19.0,2.0,4.0,,
Jasper,"9,173",110,12.0,"8,590",126,14.7,22.30%,19_050,19.0,2.0,4.0,,
Jefferson,"3,946",55,13.9,"3,243",88,27.1,94.70%,19_051,19.0,2.0,4.0,,
Johnson,"22,312",252,11.3,"24,290",333,13.7,21.40%,19_052,19.0,2.0,4.0,,
Jones,"4,874",39,8.0,"4,383",49,11.2,39.70%,19_053,19.0,2.0,4.0,,
Keokuk,"2,931",51,17.4,"2,649",73,27.6,58.40%,19_054,19.0,2.0,4.0,,
Kossuth,"4,435",34,7.7,"3,552",70,19.7,157.10%,19_055,19.0,2.0,4.0,,
Lee,"9,273",217,23.4,"8,206",211,25.7,9.90%,19_056,19.0,2.0,4.0,,
Linn,"48,422",502,10.4,"49,794","1,088",21.9,110.80%,19_057,19.0,2.0,4.0,,
Louisa,"3,380",56,16.6,"3,105",47,15.1,-8.60%,19_058,19.0,2.0,4.0,,
Lucas,"2,392",28,11.7,"2,199",54,24.6,109.80%,19_059,19.0,2.0,4.0,,
Lyon,"3,293",12,3.6,"3,014",25,8.3,127.60%,19_119,19.0,2.0,4.0,,
Madison,"3,802",28,7.4,"3,835",39,10.2,38.10%,19_121,19.0,2.0,4.0,,
Mahaska,"5,742",80,13.9,"5,305",154,29.0,108.40%,19_123,19.0,2.0,4.0,,
