col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
0,Dogecoin,blockchain,dogecoin/dogecoin,['PoW'],https://github.com/dogecoin/dogecoin,https://github.com/dogecoin/dogecoin,MIT,2013-12-06 11:38:05,2021-04-21 22:52:29,2021-02-28 17:15:53,1271.0,104.0,530.0,6795.0,13532.0,2021-02-28 21:14:19,1.14.3,7695695.0,87451.0,36.0,very currency.,552.0,28,True,1.0,,,
1,Ethereum,blockchain,ethereum/go-ethereum,"['PoW', 'PoS']",https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,LGPL-3.0,2013-12-26 13:05:46,2021-04-22 16:16:38,2021-04-22 08:42:46,10014.0,187.0,5317.0,29592.0,12502.0,2021-04-08 11:05:48,1.10.2,109152.0,1819.0,100.0,Official Go implementation of the Ethereum protocol.,594.0,27,True,1.0,,,
2,EOS,blockchain,EOSIO/eos,['dPoS'],https://github.com/EOSIO/eos,https://github.com/EOSIO/eos,MIT,2017-04-05 17:09:53,2021-04-22 17:47:58,2021-04-19 19:31:09,3331.0,250.0,4695.0,11135.0,15791.0,2021-04-19 21:05:35,2.0.12,65327.0,1866.0,100.0,An open source smart contract platform.,260.0,27,True,1.0,,,
3,Dash,blockchain,dashpay/dash,['PoW'],https://github.com/dashpay/dash,https://github.com/dashpay/dash,MIT,2014-05-01 17:45:34,2021-04-21 17:39:17,2020-11-15 21:41:25,1065.0,77.0,494.0,1360.0,17989.0,2020-11-17 16:49:04,0.16.1.1,85298393.0,1079726.0,45.0,Dash - Reinventing Cryptocurrency.,496.0,27,True,1.0,,,
4,Bitcoin,blockchain,bitcoin/bitcoin,['PoW'],https://github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,MIT,2010-12-19 15:16:43,2021-04-22 18:22:02,2021-04-22 10:58:23,19427.0,581.0,5586.0,52401.0,28640.0,2021-01-15 19:52:11,0.21.0,,,34.0,Bitcoin Core integration/staging tree.,961.0,25,True,2.0,,,
5,Chainlink,blockchain,smartcontractkit/chainlink,[],https://github.com/smartcontractkit/chainlink,https://github.com/smartcontractkit/chainlink,MIT,2017-11-20 19:50:46,2021-04-22 16:59:16,2021-04-22 00:23:03,464.0,34.0,161.0,1804.0,14075.0,2021-04-12 17:35:33,0.10.4,,,43.0,"node of the decentralized oracle network, bridging on and off-chain computation.",84.0,24,True,2.0,177.0,177.0,
6,TRON,blockchain,tronprotocol/java-tron,['dPoS'],https://github.com/tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,LGPL-3.0,2017-12-26 10:20:38,2021-04-22 12:40:37,2021-03-18 10:55:14,805.0,20.0,783.0,2621.0,15311.0,2021-03-18 10:12:47,GreatVoyage-v4.1.3,61053.0,1526.0,54.0,Java implementation of the Tron whitepaper.,217.0,23,True,3.0,,,
7,Monero,blockchain,monero-project/monero,['PoW'],https://github.com/monero-project/monero,https://github.com/monero-project/monero,,2014-04-30 14:38:28,2021-04-22 09:35:39,2021-04-22 05:51:01,1937.0,456.0,1980.0,5688.0,10323.0,2021-04-11 13:20:56,0.17.2.0,28488.0,452.0,39.0,"Monero: the secure, private, untraceable cryptocurrency.",345.0,22,False,3.0,,,
8,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-04-05 02:42:19,2020-04-29 05:57:07,2472.0,50.0,361.0,3760.0,19973.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,755.0,22,True,3.0,,,
9,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-04-22 07:06:05,2021-04-22 06:01:42,1160.0,873.0,2248.0,4376.0,14996.0,2021-04-15 08:58:19,4.4.0,222.0,4.0,47.0,Zcash - Internet Money.,574.0,21,False,3.0,,,
