col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
sid~1,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,,,"0 h 4 min 39 sec, 39,05 MB",2009,2009,Technische Informationsbibliothek (TIB),,"Die TIB - Fünf Jahrzehnte Vorsprung, der Wissen schafft", Die weltweit größte Spezialbibliothek für Technik und Naturwissenschaften,"Hanebutt, Katrin",unassigned,https://dx.doi.org/10.5446/1/()https://av.tib.eu/media/1,zxx
sid~10000,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 21 min 29 sec, 19 MB",2012,2012,"Loviscach, Jörn",Lecture,28A.2 Mittelwertbildung verringert Varianz und Standardabweichung,,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10000/()https://av.tib.eu/media/10000,ger
sid~10001,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"1 h 7 min 0 sec, 65 MB",2012,2012,"Loviscach, Jörn",Lecture,"28A.3 Normalverteilung, zentraler Grenzwertsatz, Skizze einer Herleitung",,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10001/()https://av.tib.eu/media/10001,ger
sid~10002,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 27 min 15 sec, 22 MB",2012,2012,"Loviscach, Jörn",Lecture,"28A.4 Normalverteilung in OpenOffice.org, Wahrscheinlichkeitsdichte, kumulierte Verteilungsfunktion",,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10002/()https://av.tib.eu/media/10002,ger
sid~10003,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 29 min 16 sec, 27 MB",2012,2012,"Loviscach, Jörn",Lecture,"29A.1 Schätzung Mittel, Varianz, Standardabweichung; Stichprobe; OpenOffice.org; robuste Statistik",,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10003/()https://av.tib.eu/media/10003,ger
sid~10004,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 14 min 58 sec, 14 MB",2012,2012,"Loviscach, Jörn",Lecture,K01 Ungleichung,,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10004/()https://av.tib.eu/media/10004,ger
sid~10005,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 9 min 34 sec, 8 MB",2012,2012,"Loviscach, Jörn",Lecture,K02 Gleichung mit komplexen Zahlen,,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10005/()https://av.tib.eu/media/10005,ger
sid~10006,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 8 min 1 sec, 8 MB",2012,2012,"Loviscach, Jörn",Lecture,K03 Grenzwert n gegen unendlich,,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10006/()https://av.tib.eu/media/10006,ger
sid~10007,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 3 min 42 sec, 3 MB",2012,2012,"Loviscach, Jörn",Lecture,"K04 Kombinatorik, Trinom ausmultiplizieren",,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10007/()https://av.tib.eu/media/10007,ger
,145,marc,DE-14,Video,ElectronicVideo,TIB AV-Portal,,"Mathematik 1, Winter 2011/2012",,"0 h 9 min 12 sec, 8 MB",2012,2012,"Loviscach, Jörn",Lecture,K05 Bogenlänge,,"Loviscach, Jörn",Mathematik,https://dx.doi.org/10.5446/10008/()https://av.tib.eu/media/10008,ger
