col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
24,Eumops perotis,137461,-103.75,26.5,,False,2,7.16,Mammalia,Chiroptera,Molossidae,1151,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b8447c494182ed7e3019557965a9fbe,0b8447c494182ed7e3019557965a9fbe,No,NoDisponible,,,,,
22,Eumops perotis,142202,-103.0083333,26.4494444,,False,3,11.88,Mammalia,Chiroptera,Molossidae,1195,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0dd8da9376cac29c79ac7486ca0264d2,0dd8da9376cac29c79ac7486ca0264d2,No,NoDisponible,,,,,
23,Eumops perotis,180118,-98.8611111,20.7877778,,False,2,10.09,Mammalia,Chiroptera,Molossidae,1216,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=16fac1e9c31a5351edbbc5ed52b2fa53,16fac1e9c31a5351edbbc5ed52b2fa53,No,NoDisponible,,,,,
27,Eumops perotis,87668,-110.0,29.0,,False,2,3.96,Mammalia,Chiroptera,Molossidae,629,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=16fdd07e337d906b04131bbe492168bd,16fdd07e337d906b04131bbe492168bd,No,NoDisponible,,,,,
12,Eumops perotis,175079,-99.070878,19.358302,,True,0,-12.97,Mammalia,Chiroptera,Molossidae,2240,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=25aa5616c456b8033fd0b482c67bced2,25aa5616c456b8033fd0b482c67bced2,Si,NoDisponible,No,No,Si,,
3,Eumops perotis,185270,-98.0,22.4,,True,1,-6.87,Mammalia,Chiroptera,Molossidae,12,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2bfedcb4d6e8f7b461370e2d970e4f61,2bfedcb4d6e8f7b461370e2d970e4f61,Si,NoDisponible,No,No,Si,,
16,Eumops perotis,141997,-103.0086111,24.6666667,,False,2,8.1,Mammalia,Chiroptera,Molossidae,1632,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=39ee7bcf784b8455afed20a75066f168,39ee7bcf784b8455afed20a75066f168,No,NoDisponible,,,,,
1,Eumops perotis,175470,-99.025,22.6083333,,False,2,3.47,Mammalia,Chiroptera,Molossidae,316,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3b960253002306266782586471804f4b,3b960253002306266782586471804f4b,Si,NoDisponible,No,No,Si,,
8,Eumops perotis,113975,-106.5443799,23.8826983,,False,2,7.27,Mammalia,Chiroptera,Molossidae,246,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3e5f415d677bdfccf5152740793497d2,3e5f415d677bdfccf5152740793497d2,Si,NoDisponible,No,No,Si,,
11,Eumops perotis,180115,-98.76306,20.59611,,False,2,7.29,Mammalia,Chiroptera,Molossidae,1327,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3f1f41eee30a7b3c77ecdb0cee98447d,3f1f41eee30a7b3c77ecdb0cee98447d,No,NoDisponible,,,,,
26,Eumops perotis,166114,-100.3083333,25.6711111,,False,3,12.62,Mammalia,Chiroptera,Molossidae,535,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=43013fefde7a0cb54a37f85283f0e08a,43013fefde7a0cb54a37f85283f0e08a,No,NoDisponible,,,,,
9,Eumops perotis,151775,-102.0672222,27.0047222,,False,3,18.08,Mammalia,Chiroptera,Molossidae,765,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=519150b768c2d4744f45cd35c64ab543,519150b768c2d4744f45cd35c64ab543,No,NoDisponible,,,,,
2,Eumops perotis,175470,-99.025,22.6083333,,False,2,3.47,Mammalia,Chiroptera,Molossidae,316,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5646a58ed698524effa97413f04756e0,5646a58ed698524effa97413f04756e0,Si,NoDisponible,No,No,Si,,
5,Eumops perotis,142038,-103.453658,25.5408799,,False,3,14.44,Mammalia,Chiroptera,Molossidae,1139,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5994e25665a9186f49e3ec927ffd53d1,5994e25665a9186f49e3ec927ffd53d1,No,NoDisponible,,,,,
20,Eumops perotis,142202,-103.0083333,26.4494444,,False,3,11.88,Mammalia,Chiroptera,Molossidae,1195,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=59df5630f2ef3169da91041a8699fee7,59df5630f2ef3169da91041a8699fee7,No,NoDisponible,,,,,
21,Eumops perotis,142202,-103.0083333,26.4494444,,False,3,11.88,Mammalia,Chiroptera,Molossidae,1195,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=67a9b6d4823e0f3947f565de3ce534bf,67a9b6d4823e0f3947f565de3ce534bf,No,NoDisponible,,,,,
18,Eumops perotis,141752,-103.1116667,22.9288889,,True,1,-3.92,Mammalia,Chiroptera,Molossidae,2263,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=68f51e147bb0a335c80c9456352850e5,68f51e147bb0a335c80c9456352850e5,No,NoDisponible,,,,,
7,Eumops perotis,113914,-106.4429999,23.2989999,,False,2,4.2,Mammalia,Chiroptera,Molossidae,29,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=6c06a9cd6b77523efe7f8409d4fc1c6c,6c06a9cd6b77523efe7f8409d4fc1c6c,Si,NoDisponible,No,No,Si,,
6,Eumops perotis,113914,-106.443293,23.2994277,,False,2,4.2,Mammalia,Chiroptera,Molossidae,40,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=73bd536890cee72bf37909a66737a6c6,73bd536890cee72bf37909a66737a6c6,Si,NoDisponible,No,No,Si,,
17,Eumops perotis,141752,-103.1116667,22.9288889,,True,1,-3.92,Mammalia,Chiroptera,Molossidae,2263,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=7f0e3b8952aca57f9448b1eedc668050,7f0e3b8952aca57f9448b1eedc668050,No,NoDisponible,,,,,
10,Eumops perotis,151775,-102.0672222,27.0047222,,False,3,18.08,Mammalia,Chiroptera,Molossidae,765,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=85bea2045e738df973f80b689e1ec9a6,85bea2045e738df973f80b689e1ec9a6,No,NoDisponible,,,,,
19,Eumops perotis,170893,-99.8263889,25.1869444,,False,2,10.65,Mammalia,Chiroptera,Molossidae,415,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9c0bd766a53e5140ebf25bc20f46607e,9c0bd766a53e5140ebf25bc20f46607e,Si,NoDisponible,No,No,Si,,
13,Eumops perotis,92366,-109.63,30.32556,,False,2,4.51,Mammalia,Chiroptera,Molossidae,1415,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ade0a314ddcb505cf3c1ed1acf4714b1,ade0a314ddcb505cf3c1ed1acf4714b1,Si,NoDisponible,No,Si,Si,,
25,Eumops perotis,137527,-103.6838889,27.0047222,,False,2,8.35,Mammalia,Chiroptera,Molossidae,1110,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=b1ae9ae5ce7dd7a9a1616533f1a67263,b1ae9ae5ce7dd7a9a1616533f1a67263,No,NoDisponible,,,,,
0,Eumops perotis,42270,-115.9213333,32.0436944,,False,2,8.07,Mammalia,Chiroptera,Molossidae,1627,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=b461b2effb08576cc4de463a5a2227b9,b461b2effb08576cc4de463a5a2227b9,Si,NoDisponible,No,No,Si,,
4,Eumops perotis,96966,-109.1944729,30.827146,,False,2,6.08,Mammalia,Chiroptera,Molossidae,874,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=da6f26a3244dd9e7fb7ff8025b5ab546,da6f26a3244dd9e7fb7ff8025b5ab546,Si,NoDisponible,No,No,Si,,
14,Eumops perotis,92366,-109.63,30.32556,,False,2,4.51,Mammalia,Chiroptera,Molossidae,1415,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=f654d212d752cae65e1a7bde407925c9,f654d212d752cae65e1a7bde407925c9,Si,NoDisponible,No,Si,Si,,
15,Eumops perotis,155668,-101.65167,19.57306,,False,2,1.54,Mammalia,Chiroptera,Molossidae,2082,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=f749a373f2d3cf5b1791d9be7a44ca92,f749a373f2d3cf5b1791d9be7a44ca92,No,NoDisponible,,,,,
