col0,col1,col2,col3,col4,col5,col6
3/29/2021,Welcome,"[<a href=""https://docs.google.com/presentation/d/1suUMTfUDNDsieZiocKuwa2AJxvehjQ3eRSN0KyakVp8/edit?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/NMZn6NU043c"">Video</a>]",,None,,
3/31/2021,P: Processes,"[<a href=""https://drive.google.com/file/d/1wU96BDvaPTBTfvMCjNmoW7bHSVzkHHaG/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/GRbSZrCSn4U"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-04-01"">Source</a>]",,OSTEP: Processes,,
4/2/2021,P: Process API,"[<a href=""https://docs.google.com/presentation/d/1wU96BDvaPTBTfvMCjNmoW7bHSVzkHHaG/edit",,,,
4/5/2021,P: Direct Execution,"[<a href=""https://drive.google.com/file/d/1Pxf6oa3NizMUzRXI7FoVKNHrFFvjq6RO/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/YaNc-D_p-pE"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-04-05"">Source</a>]",,OSTEP: Direct Execution,,
4/7/2021,A: Address space and translation,"[<a href=""https://drive.google.com/file/d/15j1yvnO2HLk89vamoPuALQfb_sg4LxZt/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/WVgZ2tWTr9U"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-04-08"">Source</a>]",,"OSTEP: Address Space, Address translation",,
4/9/2021,A: Introduction to paging,"[<a href=""https://drive.google.com/file/d/15j1yvnO2HLk89vamoPuALQfb_sg4LxZt/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/7PgXtYkv2QE"">Video</a>]",,OSTEP: Introduction to paging,,
4/12/2021,T: Concurrency and threads,"[<a href=""https://drive.google.com/file/d/1t8y6-nuLTceoo_ThUrDcLB9iSj87_oYb/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/W76hQNILzpE"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-04-12"">Source</a>]",,OSTEP: Concurrency and threads,,
4/14/2021,T: Concurrency and threads,"[<a href=""https://drive.google.com/file/d/1t8y6-nuLTceoo_ThUrDcLB9iSj87_oYb/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/IGVaBn8HzTg"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-04-14"">Source</a>]",,OSTEP: Thread API,,
4/16/2021,T: Atomicity,"[<a href=""https://drive.google.com/file/d/1wVqVuwMYBFCF-eiIxcu1SL4obvWkAJ-T/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/FccLrm-X-r8"">Video</a>]",,OSTEP: Concurrency and threads,,
4/19/2021,T: Synchronization,"[<a href=""https://drive.google.com/file/d/1wVqVuwMYBFCF-eiIxcu1SL4obvWkAJ-T/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/YjlKBjT0jpw"">Video</a>]",,OSTEP: Concurrency and threads,,
4/21/2021,T: Locks,"[<a href=""https://drive.google.com/file/d/1ijXZfBDBe3ET-WaOHEtDQi2UShDfKT5X/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/8-wSDji1RkQ"">Video</a>]",,OSTEP: Locks,,
4/23/2021,T: Monitors & condition variables,"[<a href=""https://drive.google.com/file/d/1ijXZfBDBe3ET-WaOHEtDQi2UShDfKT5X/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/p77ZHOPk3uA"">Video</a>]",,OSTEP: Locked data structures,,
4/26/2021,T: Monitors & condition variables,"[<a href=""https://drive.google.com/file/d/1DnGnetyxSLtRPDwhpaIsi4h7uKG_cw1D/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/6bXJkkodKk4"">Video</a>]",,OSTEP: Condition variables,,
4/28/2021,T: Monitors & condition variables,"[<a href=""https://drive.google.com/file/d/1DnGnetyxSLtRPDwhpaIsi4h7uKG_cw1D/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/mfTp_wNGJfE"">Video</a>]",,OSTEP: Concurrency bugs,,
4/30/2021,Midterm review,"[<a href=""https://docs.google.com/presentation/d/1Lw5JW-nllz6gZHOAHzdQiIVTPl1k1tnSnG96Ed40oHU/edit?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/fdBbVxhj0b8"">Video</a>]",,None,,
5/3/2021,Midterm 1,No Slides or video,,None,,
5/5/2021,T: Semaphores,"[<a href=""https://drive.google.com/file/d/1ZZ78tdB3WkHDCVAAequp2maHAsKe2gNF/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/kPm5jBXlogY"">Video</a>]",,OSTEP: Semaphores,,
5/7/2021,Midterm results,"[<a href=""https://docs.google.com/presentation/d/1FCkpGubsGbOUUPoqVeSgLpqiiBP-DKMlvRckGIBpwyw/edit?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/F2wIBMepY3k"">Video</a>]",,TBD,,
5/10/2021,No class,No Slides or video,,None,,
5/12/2021,Network programming,"[<a href=""https://drive.google.com/file/d/1EgarJZLZi6ivZB9UWCxpcBMfEe6Yds6P/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/oY3RY3W5nWg"">Video</a>]",,None,,
5/14/2021,Network APIs,"[<a href=""https://docs.google.com/presentation/d/19gEfZ_YhksphPR9kq9xs-P3bp19-ULlZd_WIqHrLzkI/edit?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/961l08xvvhk"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-05-15"">Source</a>]",,https://beej.us/guide/bgnet/html/,,
5/17/2021,HTTP and URLs,"[<a href=""https://docs.google.com/presentation/d/1OZikEd7Jhj5lx6IU98bV7Fv6a5Vtrqx7sFBvYDa_HVo/edit?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/SBcXqu26KhE"">Video</a>] [<a href=""https://github.com/kingst/LectureProgrammingSpring2021/releases/tag/2021-05-17"">Source</a>]",,https://datatracker.ietf.org/doc/html/rfc2616,,
5/19/2021,REST and JSON,"[<a href=""https://docs.google.com/presentation/d/1OZikEd7Jhj5lx6IU98bV7Fv6a5Vtrqx7sFBvYDa_HVo/edit",,,,
5/21/2021,Optional lecture on fraud,No Slides or Video,,TBD,,
5/24/2021,APIs and distributed systems,"[<a href=""https://docs.google.com/presentation/d/1Cy7TywN-Kpl1LN43_PNRhoxoBhocAzNR8IfFFhYX700/edit?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/jdTI5krJw38"">Video</a>]",,TBD,,
5/26/2021,Advanced Topics,"[<a href=""https://drive.google.com/file/d/1xDEHplcJntzhlT3dMnF-p9vVqWyS0-9S/view?usp=sharing"">Slides</a>] [<a href=""https://youtu.be/qfJb6LPBCsA"">Video</a>]",,TBD,,
5/28/2021,Advanced Topics,,,TBD,,
5/31/2021,No class -- memorial day,,,,,danger
6/2/2021,Advanced Topics,,,TBD,,
