col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,836",202,11.00%,"1,579",191,12.10%,9.90%,19_001,19.0,2.0,4.0,,
Adams,"1,000",148,14.80%,890,129,14.50%,-2.10%,19_002,19.0,2.0,4.0,,
Allamakee,"3,474",469,13.50%,"3,252",478,14.70%,8.90%,19_003,19.0,2.0,4.0,,
Appanoose,"3,071",565,18.40%,"2,945",592,20.10%,9.30%,19_004,19.0,2.0,4.0,,
Audubon,"1,661",211,12.70%,"1,435",178,12.40%,-2.40%,19_005,19.0,2.0,4.0,,
Benton,"6,658",506,7.60%,"6,277",590,9.40%,23.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"28,412","3,722",13.10%,"25,722","4,527",17.60%,34.30%,19_007,19.0,2.0,4.0,,
Boone,"6,124",545,8.90%,"5,732",642,11.20%,25.90%,19_008,19.0,2.0,4.0,,
Bremer,"5,298",302,5.70%,"4,781",349,7.30%,28.10%,19_009,19.0,2.0,4.0,,
Buchanan,"5,667",816,14.40%,"5,319",734,13.80%,-4.20%,19_010,19.0,2.0,4.0,,
Buena Vista,"4,854",597,12.30%,"4,682",618,13.20%,7.30%,19_011,19.0,2.0,4.0,,
Butler,"3,529",360,10.20%,"3,153",372,11.80%,15.70%,19_012,19.0,2.0,4.0,,
Calhoun,"2,356",311,13.20%,"1,993",267,13.40%,1.50%,19_013,19.0,2.0,4.0,,
Carroll,"5,483",488,8.90%,"4,827",473,9.80%,10.10%,19_014,19.0,2.0,4.0,,
Cass,"3,290",454,13.80%,"2,920",473,16.20%,17.40%,19_015,19.0,2.0,4.0,,
Cedar,"4,397",299,6.80%,"3,936",307,7.80%,14.70%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"10,420","1,042",10.00%,"9,449","1,200",12.70%,27.00%,19_017,19.0,2.0,4.0,,
Cherokee,"2,963",323,10.90%,"2,500",285,11.40%,4.60%,19_018,19.0,2.0,4.0,,
Chickasaw,"3,280",351,10.70%,"2,875",322,11.20%,4.70%,19_019,19.0,2.0,4.0,,
Clarke,"2,261",321,14.20%,"2,150",329,15.30%,7.80%,19_020,19.0,2.0,4.0,,
Clay,"4,052",389,9.60%,"3,656",457,12.50%,30.20%,19_021,19.0,2.0,4.0,,
Clayton,"4,408",551,12.50%,"3,985",526,13.20%,5.60%,19_022,19.0,2.0,4.0,,
Clinton,"12,234","1,566",12.80%,"11,200","1,848",16.50%,28.90%,19_023,19.0,2.0,4.0,,
Crawford,"4,201",605,14.40%,"4,027",588,14.60%,1.40%,19_024,19.0,2.0,4.0,,
Dallas,"11,508",702,6.10%,"12,200",915,7.50%,22.90%,19_025,19.0,2.0,4.0,,
Davis,"2,255",451,20.00%,"2,094",356,17.00%,-15.00%,19_026,19.0,2.0,4.0,,
Decatur,"1,856",336,18.10%,"1,660",347,20.90%,15.50%,19_027,19.0,2.0,4.0,,
Delaware,"5,000",505,10.10%,"4,333",481,11.10%,9.90%,19_028,19.0,2.0,4.0,,
Des Moines,"9,832","1,465",14.90%,"9,131","1,744",19.10%,28.20%,19_029,19.0,2.0,4.0,,
Dickinson,"3,430",295,8.60%,"3,204",298,9.30%,8.10%,19_030,19.0,2.0,4.0,,
Dubuque,"21,886","1,926",8.80%,"21,330","2,389",11.20%,27.30%,19_031,19.0,2.0,4.0,,
Emmet,"2,341",316,13.50%,"2,185",284,13.00%,-3.70%,19_032,19.0,2.0,4.0,,
Fayette,"5,150",685,13.30%,"4,548",705,15.50%,16.50%,19_033,19.0,2.0,4.0,,
Floyd,"3,957",546,13.80%,"3,620",514,14.20%,2.90%,19_034,19.0,2.0,4.0,,
Franklin,"2,455",243,9.90%,"2,359",276,11.70%,18.20%,19_035,19.0,2.0,4.0,,
Fremont,"1,872",234,12.50%,"1,711",231,13.50%,8.00%,19_036,19.0,2.0,4.0,,
Greene,"2,492",309,12.40%,"2,178",294,13.50%,8.90%,19_037,19.0,2.0,4.0,,
Grundy,"2,984",191,6.40%,"2,622",194,7.40%,15.60%,19_038,19.0,2.0,4.0,,
Guthrie,"2,533",309,12.20%,"2,437",290,11.90%,-2.50%,19_039,19.0,2.0,4.0,,
Hamilton,"3,957",364,9.20%,"3,625",377,10.40%,13.10%,19_040,19.0,2.0,4.0,,
Hancock,"3,049",247,8.10%,"2,591",241,9.30%,14.80%,19_041,19.0,2.0,4.0,,
Hardin,"4,188",490,11.70%,"3,761",504,13.40%,14.50%,19_042,19.0,2.0,4.0,,
Harrison,"3,895",370,9.50%,"3,594",460,12.80%,34.70%,19_043,19.0,2.0,4.0,,
Henry,"4,842",489,10.10%,"4,309",530,12.30%,21.80%,19_044,19.0,2.0,4.0,,
Howard,"2,468",274,11.10%,"2,211",294,13.30%,19.80%,19_045,19.0,2.0,4.0,,
Humboldt,"2,440",283,11.60%,"2,072",259,12.50%,7.80%,19_046,19.0,2.0,4.0,,
Ida,"1,851",211,11.40%,"1,566",191,12.20%,7.00%,19_047,19.0,2.0,4.0,,
Iowa,"4,000",244,6.10%,"3,744",292,7.80%,27.90%,19_048,19.0,2.0,4.0,,
Jackson,"5,030",664,13.20%,"4,500",675,15.00%,13.60%,19_049,19.0,2.0,4.0,,
Jasper,"8,892",658,7.40%,"8,370",837,10.00%,35.10%,19_050,19.0,2.0,4.0,,
Jefferson,"3,664",524,14.30%,"3,104",537,17.30%,21.00%,19_051,19.0,2.0,4.0,,
Johnson,"21,967","1,977",9.00%,"21,272","2,425",11.40%,26.70%,19_052,19.0,2.0,4.0,,
Jones,"4,559",465,10.20%,"4,154",486,11.70%,14.70%,19_053,19.0,2.0,4.0,,
Keokuk,"2,816",414,14.70%,"2,554",378,14.80%,0.70%,19_054,19.0,2.0,4.0,,
