col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
carbank_xmltable-_sec_id  ,          ,           ,            ,carbank_xmltable,tbl         ,                      ,                     ,_sec_id       ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,sec_id           ,                 ,                     ,                            ,transformxmltable,                ,string             ,                 ,        ,
xmltable-_id              ,          ,           ,            ,xmltable        ,xml         ,                      ,                     ,_id           ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,id               ,                 ,                     ,                            ,transformxmltable,                ,string             ,                 ,        ,
xmltable-_mtype           ,          ,           ,            ,xmltable        ,xml         ,                      ,                     ,_mtype        ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,mtype            ,                 ,                     ,                            ,transformxmltable,                ,string             ,                 ,        ,
xmltable-_seqlen          ,          ,           ,            ,xmltable        ,xml         ,                      ,                     ,_seqlen       ,                   ,bigint          ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,seqlen           ,                 ,                     ,                            ,transformxmltable,                ,bigint             ,                 ,        ,
species_xmltable-col      ,          ,           ,            ,species_xmltable,tbl         ,                      ,                     ,col           ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,species          ,                 ,                     ,                            ,transformxmltable,                ,string             ,                 ,        ,
red_xmltable-MedlineID    ,          ,           ,            ,red_xmltable    ,tbl         ,                      ,                     ,MedlineID     ,                   ,bigint          ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,MedlineID        ,                 ,                     ,                            ,transformxmltable,                ,bigint             ,                 ,        ,
product-name              ,          ,           ,            ,product         ,csv         ,resources/product.csv ,                     ,name          ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,nvl  ,-           ,               ,0,name             ,                 ,                     ,                            ,invoice          ,                ,string             ,                 ,        ,
purchase-purchasedate     ,          ,           ,            ,purchase        ,csv         ,resources/purchase.csv,                     ,purchasedate  ,                   ,string          ,pk             ,              ,                  ,                         ,            ,    ,nvl  ,1/1/1900    ,               ,0,purchasedate     ,                 ,                     ,                            ,invoice          ,                ,string             ,                 ,        ,
store-name                ,          ,           ,            ,store           ,csv         ,resources/store.csv   ,                     ,name          ,                   ,string          ,               ,eq('Dadar')   ,                  ,                         ,            ,    ,nvl  ,-           ,               ,0,storename        ,                 ,                     ,                            ,invoice          ,                ,string             ,                 ,        ,
product-name              ,          ,           ,            ,product         ,csv         ,resources/product.csv ,                     ,name          ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,nvl  ,-           ,               ,1,name             ,                 ,                     ,                            ,salesummary      ,                ,string             ,                 ,        ,
purchase-id               ,          ,           ,            ,purchase        ,csv         ,resources/purchase.csv,                     ,id            ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,count,            ,               ,1,totalsolditems   ,                 ,                     ,                            ,salesummary      ,                ,string             ,                 ,        ,
store-name                ,          ,           ,            ,store           ,csv         ,resources/store.csv   ,                     ,name          ,                   ,string          ,               ,              ,                  ,                         ,            ,    ,nvl  ,-           ,               ,1,storename        ,                 ,                     ,                            ,salesummary      ,                ,string             ,                 ,        ,
salesummary-storename     ,          ,           ,            ,salesummary     ,            ,                      ,                     ,storename     ,                   ,                ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,productname      ,                 ,                     ,                            ,salesummary      ,                ,string             ,                 ,        ,
salesummary-name          ,          ,           ,            ,salesummary     ,            ,                      ,                     ,name          ,                   ,                ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,totalsoldproducts,                 ,                     ,                            ,salesummary      ,                ,string             ,                 ,        ,
salesummary-totalsolditems,          ,           ,            ,salesummary     ,            ,                      ,                     ,totalsolditems,                   ,                ,               ,              ,                  ,                         ,            ,    ,     ,            ,               ,0,storename        ,                 ,                     ,                            ,salesummary      ,                ,string             ,                 ,        ,
