col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
,Incorrect course idnumber.,1,mhaairs,tc2,manual,mhaairs,101.0,0,Mhaairs 101,,1.0,100.0,,,,,,,
,Incorrect course internal id when requireing internal id.,1,mhaairs,37,manual,mhaairs,102.0,0,Mhaairs 102,,,,,,,,,,
,Correct course idnumber when requiring internal id.,1,mhaairs,tc1,manual,mhaairs,103.0,0,Mhaairs 103,,1.0,100.0,,,,,internal,,
,Item instance cannot be empty.,1,mhaairs,tc1,manual,mhaairs,,0,Mhaairs 104,,1.0,100.0,,,,,,,
,Item name cannot be empty.,1,mhaairs,tc1,manual,mhaairs,104.0,0,,,1.0,100.0,,,,,,,
,Item number not a number.,invalid_parameter_exception,mhaairs,tc1,manual,mhaairs,105.0,itemnumber,Mhaairs 105,,1.0,100.0,,,,,,,
,"Course id, type, module, instance, number and item name are sufficient for adding an item.",0,,tc1,,,1001.0,0,Mhaairs 1001,,,,,,,,,,
,Item type and item module are ignored.,0,,tc1,mod,quiz,1002.0,0,Mhaairs 1002,,,,,,,,,,
,Item idnumber can be a number.,0,,tc1,,,1003.0,0,Mhaairs 1003,37,,,,,,,,,
,Item idnumber can contain non-alphanumeric characters.,0,,tc1,,,1004.0,0,Mhaairs 1004,!@,,,,,,,,,
,Item max grade can be less than 100.,0,,tc1,,,1005.0,0,Mhaairs 1005,,,85.0,,,,,,,
,Item max grade can be greater than 100.,0,,tc1,,,1006.0,0,Mhaairs 1006,,,125.0,,,,,,,
,Item can be added to grade category.,0,,tc1,,,1007.0,0,Mhaairs 1007,,,,,homework,,,,,
,Updated item does not require item name.,0,,tc1,,,1007.0,0,Mhaairs 1007,,,95.0,,homework,,,,,
,Updated item can move to another category.,0,,tc1,,,1007.0,0,Mhaairs 1007,,,95.0,,assessment,,,,,
,Item name is <.,invalid_parameter_exception,,tc1,,,1008.0,0,<,,,100.0,,,,,,,
,Item name is >.,0,,tc1,,,1008.0,0,>,,,101.0,,,,,,,
,Item name is <>.,invalid_parameter_exception,,tc1,,,1008.0,0,<>,,,102.0,,,,,,,
,Item name starts with <.,invalid_parameter_exception,,tc1,,,1009.0,0,<Mhaairs 1009,,,100.0,,,,,,,
,Item name ends with >.,0,,tc1,,,1010.0,0,Mhaairs 1010>,,,100.0,,,,,,,
,Item name enclosed in html brackets.,invalid_parameter_exception,,tc1,,,1011.0,0,<Mhaairs 1011>,,,100.0,,,,,,,
,Item name contains <.,0,,tc1,,,1012.0,0,Mhaairs < 1012,,,100.0,,,,,,,
,Item name contains < and >.,0,,tc1,,,1013.0,0,Mhaairs < 10 > 13,,,101.0,,,,,,,
,Item name contains html tags.,invalid_parameter_exception,,tc1,,,1014.0,0,<b>Mhaairs 1014</b>,,,100.0,,,,,,,
