col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
2N1.2_12,2N1.2,"July 28th - two adults in the tube, based on size concluded that one was 20 V2 G and that the babies belong to 12 V2 N.",12.0,2016-07-04,,728.923,2016-07-18,1877.499,,2016-07-23,2024.381,8.0,2016-07-28,2002.256,,2016-07-29,2135.284,,,336.0,120.0,120.0,24.0
A_12,A,,12.0,2016-07-05,,684.041,2016-07-25,1856.525,4.0,,,,,,,,,,,480.0,,,
B_12,B,Dead,12.0,2016-07-06,,585.788,,,,,,,,,,,,,,,,,
E_12,E,,12.0,2016-07-06,,671.491,2016-07-21,1884.591,5.0,2016-07-27,2016.739,,2016-08-01,2029.892,2.0,2016-08-08,2417.794,,,360.0,144.0,120.0,168.0
F_12,F,,12.0,2016-07-06,,990.349,2016-07-20,2014.199,5.0,2016-07-25,2185.278,9.0,2016-08-05,,18.0,2016-08-11,2647.543,11.0,,336.0,120.0,264.0,144.0
L_12,L,Dead,12.0,2016-07-05,,692.729,,,,,,,,,,,,,,,,,
K_12,K,Dead?,12.0,2016-07-17,,,,,,,,,,,,,,,,,,,
G_12,G,,12.0,2016-07-17,,,2016-08-01,2171.0,,,,,,,,,,,,360.0,,,
2N1.3_16,2N1.3,,16.0,2016-07-04,,753.614,2016-07-19,2386.327,2.0,2016-07-23,2564.148,4.0,2016-08-01,2751.911,0.0,2016-08-04,2762.431,9.0,,360.0,96.0,216.0,72.0
A_16,A,,16.0,2016-07-05,,718.791,2016-07-19,2011.869,2.0,2016-08-01,,2.0,2016-08-12,2755.235,,,,,,336.0,312.0,264.0,
B_16,B,,16.0,2016-07-06,,738.423,2016-07-17,1998.19,3.0,2016-07-20,2191.355,,2016-08-12,2896.866,,2016-09-06,3327.664,,,264.0,72.0,552.0,600.0
E_16,E,,16.0,2016-07-06,,669.648,2016-07-16,,,2016-07-20,1969.135,10.0,2016-07-23,2202.931,10.0,2016-08-01,2431.284,2.0,,240.0,96.0,72.0,216.0
F_16,F,Dead July 25th,16.0,2016-07-06,,905.66,2016-07-15,2270.188,5.0,2016-07-18,2120.869,4.0,2016-07-19,2118.573,2.0,,,,,216.0,72.0,24.0,
L_16,L,Dead July 8th,16.0,2016-07-05,,654.777,,,,,,,,,,,,,,,,,
K_16,K,,16.0,2016-07-17,,,2016-09-04,2825.929,,2016-09-07,2911.878,,2016-09-12,3052.33,,,,,it looks like we have a second measurement for the 3rd clutch of 16C v2 K? 2357.156um on August 12. Check notes to resolve this.,1176.0,72.0,120.0,
G_16,G,July 28th - measurement of only one baby ( No other babies found),16.0,2016-07-17,,,2016-07-28,2235.283,0.0,2016-08-05,,4.0,2016-09-02,3159.927,,2016-09-06,3259.438,,,264.0,192.0,672.0,96.0
2N1.4_20,2N1.4,dead july 21,20.0,2016-07-04,,750.879,2016-07-16,,17.0,2016-07-19,2510.064,,2016-07-21,,,,,,,288.0,72.0,48.0,
A_20,A,,20.0,2016-07-05,,687.016,2016-07-15,2178.576,10.0,2016-07-17,2152.845,9.0,2016-07-20,2653.179,,2016-07-22,2750.916,,,240.0,48.0,72.0,48.0
B_20,B,,20.0,2016-07-06,,777.812,2016-07-14,1875.019,3.0,2016-07-19,2191.355,5.0,2016-07-22,2685.214,,,,,,192.0,120.0,72.0,
E_20,E,Dead July 13th,20.0,2016-07-06,,671.672,,,4.0,,,,,,,,,,,,,,
F_20,F,,20.0,2016-07-06,,1056.943,2016-07-16,,9.0,2016-07-19,2468.559,,2016-07-21,2624.694,,2016-07-22,2624.694,,,240.0,72.0,48.0,24.0
L_20,L,,20.0,2016-07-05,,694.335,2016-07-15,1875.717,28.0,2016-07-18,,,2016-07-20,2167.909,,2016-07-23,2343.901,,,240.0,72.0,48.0,72.0
