col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
3,,BANANA_CONN,BANANA_CONN,"J7, J9, J11",Through-hole banana jack,,,,,,,1568-1664-ND,,,,,
3,,BANANA_CONN,BANANA_CONN,"J8, J10, J12",Through-hole banana jack,,,,,,,1568-1665-ND,,,,,
3,,DIODEPTH,DIODE-1N4001,"D1, D2, D4",Diode,,,,,,,1N4001-TPMSCT-ND,,,,,
1,,DIODEPTH,DIODE-1N4001,D3,Diode,,,,,,,EGP20FCT-ND,,,,,
1,,"OJE-SH-105HM,000",OJ-SH-124LMH,K1,"Power Relay,PCB,SPST,10A,5Vdc TE Connectivity SPNO PCB Mount Non-Latching Relay, 5V dc Coil, 10 A General Purpose Relay","OJE-SH-105HM,000",http://uk.rs-online.com/web/p/products/1639319,"Power Relay,PCB,SPST,10A,5Vdc TE Connectivity SPNO PCB Mount Non-Latching Relay, 5V dc Coil, 10 A General Purpose Relay",mm,TE Connectivity,"OJE-SH-105HM,000",PB876-ND,,,1639319.0,http://uk.rs-online.com/web/p/products/1639319,
3,,TRANSISTOR_NPNTO92,TO-92,"Q1, Q2, Q3",Generic NPN BJT,,,,,,,PN2222AFS-ND,,,,,
1,,TRIM3386,TRIM-3386,TM1,,,,,,,,1528-1997-ND ,,,,,
1,0.1uf,CAPPTH1,CAP-PTH-5MM,C6,Capacitor,,,,,,,445-173449-1-ND,,,,,
6,0.1uf,CAPPTH1,CAP-PTH-5MM,"C2, C3, C5, C9, C10, C11",Capacitor,,,,,,,BC2665CT-ND,,,,,
1,0R010,RESISTORPTH-1W,AXIAL-0.6,RSENSE,Resistor,,,,,,,696-1729-ND,,,,,
1,0R050,RESISTORPTH-1W,AXIAL-0.6,R7,Resistor,,,,,,,696-1731-ND,,,,,
1,100uF,CAP_POLPTH4,CPOL-RADIAL-1000UF-25V,C1,Capacitor Polarized,,,,,,,1572-1306-ND,,,,,
3,10K,RESISTORPTH-1/4W,AXIAL-0.4,"R8, R12, R13",Resistor,,,,,,,10.0KXBK-ND,,,,,
2,10uF,CAPPTH1,CAP-PTH-5MM,"C7, C8",Capacitor,,,,,,,445-173437-1-ND,,,,,
1,1M,RESISTORPTH-1/4W,AXIAL-0.4,R9,Resistor,,,,,,,1.00MXBK-ND,,,,,
1,2.05K,RESISTORPTH-1/4W,AXIAL-0.4,R5,Resistor,,,,,,,2.05KXBK-ND,,,,,
1,22uH,WE-FAMI,1415,L1,,,,,,,,732-7163-ND,,,,,
2,31.6K,RESISTORPTH-1/4W,AXIAL-0.4,"R10, R11",Resistor,,,,,,,31.6KXBK-ND,,,,,
1,3568,3568,3568,F1,,,,,,,,36-3568-ND,,,,,
3,392R,RESISTORPTH-1/4W,AXIAL-0.4,"R3, R4, R6",Resistor,,,,,,,392XBK-ND,,,,,
2,44.2K,RESISTORPTH-1/4W,AXIAL-0.4,"R14, R15",Resistor,,,,,,,44.2KXBK-ND,,,,,
1,4u7,CAP_POLPTH4,CPOL-RADIAL-1000UF-25V,C4,Capacitor Polarized,,,,,,,399-6091-ND,,,,,
1,7805,M03PTH,1X03,J2,Header 3,,,,,,,811-2196-5-ND,LM7805CT-ND,,,,
1,AD623,AD623,DIP08,U5,,,,,,,,AD623ANZ-ND,,,,,
1,AD629,AD623,DIP08,U6,,,,,,,,AD629ANZ-ND,,,,,
1,ARDUINO_PRO_MINI,ARDUINO_PRO_MINI,ARDUINO_PRO_MINI,U2,,,,,,,,1568-1055-ND,,,,,
2,EC2,EC2,EC2,"U3, U4",,,,,,,,399-11029-5-ND,,,,,
1,FRAME-LETTER,FRAME-LETTER,CREATIVE_COMMONS,FRAME1,Schematic Frame,,,,,,,,,,,,
1,LCD-16X2NOHOLES,LCD-16X2NOHOLES,LCD-16X2_NOHOLES,U1,Standard text-only 16x2 parallel input LCD,,,,,,,1528-1502-ND,,,,,
1,LM336LP,LM336LP,TO92,IC1,2.5-V INTEGRATED REFERENCE CIRCUITS,,,,,,,LM336Z25-ND,,,,,
1,MAX1771,MAX1771,DIP-08,U7,,,,,,,,MAX1771CPA+-ND,,,,,
1,MOSFET-NCHANNELFQP30N06L,MOSFET-NCHANNELFQP30N06L,TO220V,T1,Common NMOSFET Parts,,,,,,,FDP33N25-ND,,TRANS-10060,,,
2,SWITCH-MOMENTARY-2PTH,SWITCH-MOMENTARY-2PTH,TACTILE-PTH,"S1, S2","Various NO switches- pushbuttons, reed, etc",,,,,,,SW406-ND,, SWCH-08441,,,
