col0,col1,col2,col3,col4,col5,col6,col7
1,True,False,1,1,1,0,0
2,True,False,1,2,1,0,0
3,True,False,1,24,1,0,0
4,True,False,1,3,1,0,0
5,True,False,1,9,1,0,0
6,True,False,10,1,1,0,0
7,True,False,10,1,2,0,0
8,True,False,10,2,1,0,0
9,True,False,10,2,2,0,0
10,True,False,10,24,1,0,0
11,True,False,10,24,2,0,0
12,True,False,10,3,1,0,0
13,True,False,10,3,2,0,0
14,True,False,11,9,1,0,0
15,True,False,12,9,1,0,0
16,True,False,12,9,2,0,0
17,True,False,12,9,4,0,0
18,True,False,14,9,1,0,0
19,True,False,14,9,2,0,0
20,True,False,14,9,4,0,0
21,True,False,17,9,1,0,0
22,True,False,17,9,2,0,0
23,True,False,17,9,4,0,0
24,True,False,18,9,1,0,0
25,True,False,18,9,2,0,0
26,True,False,19,9,1,0,0
27,True,False,19,9,2,0,0
28,True,False,2,1,1,0,0
29,True,False,2,2,1,0,0
30,True,False,2,24,1,0,0
31,True,False,2,3,1,0,0
32,True,False,2,9,1,0,0
33,True,False,20,9,1,0,0
34,True,False,20,9,2,0,0
35,True,False,21,1,1,0,0
36,True,False,21,1,2,0,0
37,True,False,21,1,4,0,0
38,True,False,21,2,1,0,0
39,True,False,21,24,1,0,0
40,True,False,21,24,2,0,0
41,True,False,21,3,1,0,0
42,True,False,21,3,2,0,0
43,True,False,22,1,1,0,0
44,True,False,22,1,2,0,0
45,True,False,22,1,4,0,0
46,True,False,22,12,1,0,0
47,True,False,22,12,2,0,0
48,True,False,22,2,1,0,0
49,True,False,22,24,1,0,0
50,True,False,22,3,1,0,0
51,True,False,22,5,1,0,0
52,True,False,22,5,2,0,0
53,True,False,22,6,1,0,0
54,True,False,22,6,2,0,0
55,True,False,23,9,1,0,0
56,True,False,24,9,1,0,0
57,True,False,25,9,1,0,0
58,True,False,26,2,1,0,0
59,True,False,26,24,1,0,0
60,True,False,27,9,1,0,0
61,True,False,28,1,1,0,0
62,True,False,28,2,1,0,0
63,True,False,28,24,1,0,0
64,True,False,28,3,1,0,0
65,True,False,28,9,1,0,0
66,True,False,29,1,1,0,0
67,True,False,29,12,1,0,0
68,True,False,29,5,1,0,0
69,True,False,29,6,1,0,0
70,True,False,3,1,1,0,0
71,True,False,3,2,1,0,0
72,True,False,3,24,1,0,0
73,True,False,3,3,1,0,0
74,True,False,3,9,1,0,0
75,True,False,30,1,1,0,0
76,True,False,30,2,1,0,0
77,True,False,30,24,1,0,0
78,True,False,30,3,1,0,0
79,True,False,31,1,1,0,0
80,True,False,31,2,1,0,0
81,True,False,31,24,1,0,0
82,True,False,31,3,1,0,0
83,True,False,32,1,1,0,0
84,True,False,32,12,1,0,0
85,True,False,32,5,1,0,0
86,True,False,32,6,1,0,0
87,True,False,33,1,1,0,0
88,True,False,33,2,1,0,0
89,True,False,33,24,1,0,0
90,True,False,33,3,1,0,0
91,True,False,33,9,1,0,0
92,True,False,34,1,1,0,0
93,True,False,34,2,1,0,0
94,True,False,34,24,1,0,0
95,True,False,34,3,1,0,0
96,True,False,35,1,1,0,0
97,True,False,35,3,1,0,0
98,True,False,35,4,1,0,0
99,True,False,36,2,1,0,0
100,True,False,36,24,1,0,0
101,True,False,37,1,1,0,0
102,True,False,37,3,1,0,0
103,True,False,37,4,1,0,0
104,True,False,38,9,1,0,0
105,True,False,39,9,1,0,0
106,True,False,4,1,1,0,0
107,True,False,4,2,1,0,0
108,True,False,4,24,1,0,0
109,True,False,4,3,1,0,0
110,True,False,4,9,1,0,0
111,True,False,40,9,1,0,0
112,True,False,42,9,1,0,0
113,True,False,43,9,1,0,0
114,True,False,44,9,1,0,0
115,True,False,45,9,1,0,0
116,True,False,46,9,1,0,0
117,True,False,47,9,1,0,0
118,True,False,48,9,1,0,0
119,True,False,5,4,1,0,0
120,True,False,5,4,2,0,0
121,True,False,5,7,1,0,0
122,True,False,5,7,2,0,0
123,True,False,51,9,1,0,0
124,True,False,52,9,1,0,0
125,True,False,53,9,1,0,0
126,True,False,54,9,1,0,0
127,True,False,55,9,1,0,0
128,True,False,56,9,1,0,0
129,True,False,57,9,1,0,0
130,True,False,58,9,1,0,0
131,True,False,59,9,1,0,0
132,True,False,6,1,1,0,0
133,True,False,6,11,1,0,0
134,True,False,6,12,1,0,0
135,True,False,6,12,2,0,0
136,True,False,6,2,1,0,0
137,True,False,6,24,1,0,0
138,True,False,6,3,1,0,0
139,True,False,6,5,1,0,0
140,True,False,6,5,2,0,0
141,True,False,6,6,1,0,0
142,True,False,6,6,2,0,0
143,True,False,60,9,1,0,0
144,True,False,61,9,1,0,0
145,True,False,62,9,1,0,0
146,True,False,63,9,1,0,0
147,True,False,64,9,1,0,0
148,True,False,65,9,1,0,0
149,True,False,7,1,1,0,0
150,True,False,7,12,1,0,0
151,True,False,7,2,1,0,0
152,True,False,7,24,1,0,0
153,True,False,7,3,1,0,0
154,True,False,7,5,1,0,0
155,True,False,7,6,1,0,0
156,True,False,8,2,1,0,0
157,True,False,8,5,1,0,0
158,True,False,8,5,2,0,0
159,True,False,83,9,1,0,0
160,True,False,84,9,1,0,0
161,True,False,6,25,1,0,0
162,True,False,85,1,9,0,0
163,True,False,85,2,9,0,0
164,True,False,85,3,9,0,0
167,True,False,85,1,8,0,0
169,True,False,85,3,8,0,0
172,True,False,86,1,9,0,0
173,True,False,86,2,9,0,0
174,True,False,86,3,9,0,0
177,True,False,86,1,8,0,0
178,True,False,86,2,8,0,0
179,True,False,86,3,8,0,0
182,True,False,87,1,9,0,0
183,True,False,87,2,9,0,0
184,True,False,87,3,9,0,0
187,True,False,87,1,8,0,0
188,True,False,87,2,8,0,0
189,True,False,87,3,8,0,0
190,True,False,88,9,1,0,0
500,True,False,70,9,1,1,0
501,True,False,71,9,1,1,0
502,True,False,72,9,1,1,0
503,True,False,73,9,1,1,0
504,True,False,74,9,1,1,0
505,True,False,13,9,1,0,0
506,True,False,89,9,1,1,0
507,True,False,90,9,1,1,0
508,True,False,91,9,1,1,0
509,True,False,92,9,1,1,0
510,True,False,93,9,1,1,0
511,True,False,94,9,1,1,0
512,True,False,95,9,1,1,0
513,True,False,96,9,1,1,0
514,True,False,89,9,2,1,0
515,True,False,90,9,2,1,0
516,True,False,91,9,2,1,0
517,True,False,92,9,2,1,0
518,True,False,93,9,2,1,0
519,True,False,94,9,2,1,0
520,True,False,95,9,2,1,0
521,True,False,96,9,2,1,0
