col0,col1,col2,col3
Monday,01-Jan-18,New Year's Day,"Arunachal pradesh, Manipur, Meghalaya, Miizoram, Nagaland, Sikkim, Tamil Nadu, Telangana"
Tuesday,02-Jan-18,Mannam Jayanthi,Kerala Only
Friday,12-Jan-18,Birthday of Swami Vivekananda,West Bengal only
Saturday,13-Jan-18,Bhogi,Telangana
Sunday,14-Jan-18,Pongal,"Also known as Makar Sankranti, Lohri, Bihu, Hadaga, Poki"
Sunday,14-Jan-18,Sankranti,"Andhra Pradesh, Assam, Karnataka, Telangana"
Tuesday,16-Jan-18,Thiruvalluvar Day,Tamil Nadu only
Wednesday,17-Jan-18,Uzhavar Tirunal,"Puducherry, Tamil Nadu only"
Monday,22-Jan-18,Vasant Panchami,"Haryana, Odisha, Punjab, Tripura, West Bengal"
Tuesday,23-Jan-18,Netaji Subhas Chandra Bose Jayanti,"Assam, Odisha, Tripura, West Bengal. Birthday of a prominent leader in the Indian freedom movement"
Wednesday,24-Jan-18,Sir Chhotu Ram Jayanti,Haryana only
Thursday,25-Jan-18,Statehood Day,Himachal Pradesh only
Friday,26-Jan-18,Republic Day,Commemorates the establishment of the Constitution of India
Wednesday,31-Jan-18,Me-dam-me-phi,Assam. Ancestor festival
Saturday,10-Feb-18,Maharshi Dayanand Saraswati Jayanti,Haryana only
Tuesday,13-Feb-18,Maha Shivratri,Celebrated on the 13th night/14th day in the Krishna Paksha
Friday,16-Feb-18,Losar,Sikkim only. Tibetan New Year
Friday,16-Feb-18,Sonam Lhochar,Sikkim only. Tamang New Year
Monday,19-Feb-18,Chhatrapati Shivaji Maharaj Jayanti,Maharashtra only
Thursday,01-Mar-18,Doljatra,Holi Dahan
Thursday,01-Mar-18,Guru Ravidas Birthday,"Haryana, Himachal Pradesh, Punjab only. Full moon of Magh"
Friday,02-Mar-18,Holi,Holi
Sunday,18-Mar-18,Ugadi,"Telugu and Kannada New Year. Karnataka, Maharashtra, Andhra Pradesh, Tamil Nadu, Uttar Pradesh"
Monday,19-Mar-18,Cheti Chand,Gujarat only.
Thursday,22-Mar-18,Bihar Divas,Bihar Only
Friday,23-Mar-18,"Shaheedi Diwas of Bhagat Singh, Rajguru & Sukhdev",Haryana only
Friday,23-Mar-18,Shahidi Divas S. Bhagat Singh Ji,"Punjab, Rajasthan only"
Thursday,29-Mar-18,Mahavir Jayanti,The most important religious holiday in Jainism
Thursday,29-Mar-18,Maundy Thursday,Kerala only
Friday,30-Mar-18,Good Friday,Friday before Easter Sunday
Friday,30-Mar-18,Hazrat Alis Birthday,Uttar Pradesh only. Son in law of Prophet Muhammad
Sunday,01-Apr-18,Bank Holiday,Banks only. Annual accounts closing
Sunday,01-Apr-18,Odisha Day,Odisha only. Utkal Divas
Thursday,05-Apr-18,Babu Jagjivan Ram Birthday,Telangana only
Friday,13-Apr-18,Biju Festival,Tripura only
Friday,13-Apr-18,Bohag Bihu Holiday,Assam only
