col0,col1,col2
Other Name,<titleInfo type='alternative' displayLabel='Other Name'><title>%value%</title></titleInfo>,
Maker,<name displayLabel='Creator'><namePart>%value%</namePart><role><roleTerm type='code' authority='marcrelator'>cre</roleTerm><roleTerm type='text' authority='marcrelator'>Creator</roleTerm></role></name>,
Place of Manufacture,<originInfo><place><placeTerm type='text'>%value%</placeTerm></place></originInfo>,
Date,<originInfo><dateCreated keyDate='yes'>%value%</dateCreated></originInfo>,
Date Surveyed,<originInfo><dateCaptured>%value%</dateCaptured></originInfo>,
Subject,<subject authority='local'><topic>%value%</topic></subject>,
Description,<abstract displayLabel='Description'>%value%</abstract>,
Notes,<note type='content'>%value%</note>,
Marks/Inscription/Labels,<physicalDescription><form type='marks' displayLabel='Marks/Inscription/Labels'>%value%</form></physicalDescription>,
Upholstery,<physicalDescription><form type='upholstery' displayLabel='Upholstery'>%value%</form></physicalDescription>,
Surface Treatments,<physicalDescription><form type='surface' displayLabel='Surface Treatements'>%value%</form></physicalDescription>,
Inlays/Veneers,<physicalDescription><form type='inlay' displayLabel='Inlays/Veneers'>%value%</form></physicalDescription>,
Accessories/Hardware,<physicalDescription><form type=hardware' displayLabel='Accessories/Hardware'>%value%</form></physicalDescription>,
Type,<typeOfResource>three dimensional object</typeOfResource>,
Item Type,<physicalDescription><form>%value%</form></physicalDescription>,
Materials,<physicalDescription><form type='material'>%value%</form></physicalDescription>,
Measurements,<physicalDescription><extent>%value%</extent></physicalDescription>,
Weight,<physicalDescription><extent>%value%</extent></physicalDescription>,
Condition,<physicalDescription><note type='condition'>%value%</note></physicalDescription>,
null1,<physicalDescription><internetMediaType>jp2</internetMediaType></physicalDescription>,
null6,<note type='ownership' displayLabel='Repository'>The Historic New Orleans Collection (http://www.hnoc.org)</note>,
Source,<note type='ownership' displayLabel='Source'>%value%</note>,
Ownership,<note type='ownership' displayLabel='Ownership'>%value%</note>,
Provenance,<note type='ownership' displayLabel='Provenance'>%value%</note>,
Disclaimer,"<note type='ownership' displayLabel='Disclaimer'>The information contained in the Gulf South Decorative and Fine Arts Database was collected in the year referenced under Date Captured"". The Classical Institute of the South will update object records with new information to the best of its ability but does not guarantee that data contained within the records is current.</note>",
null9,<relatedItem type='host'><titleInfo displayLabel='Digital Collection'><title>Gulf South Decorative and Fine Arts Database</title></titleInfo></relatedItem>,
Relation,<relatedItem type='host'><location><url displayLabel='Relation'>http://hnoc.louisianadigitallibrary.org/hnoc-p16313coll17%3Acollection</url></location></relatedItem>,
Credit,<accessCondition type='use and reproduction' displayLabel='Credit'>%value%</accessCondition>,
Rights,<accessCondition type='restriction on access' displayLabel='Rights'>%value%</accessCondition>,
Contact Information,<accessCondition type='use and reproduction' displayLabel='Contact Information'>Contact the Historic New Orleans Collection for more information about use and reproduction.</accessCondition>,
CIS Survey ID,<identifier type='local' displayLabel='CIS Survey ID'>%value%</identifier>,
Date created,<recordInfo><recordCreationDate>%value%</recordCreationDate></recordInfo>,
null3,<recordInfo><recordChangeDate>2017-02-21</recordChangeDate></recordInfo>,
null2,<recordInfo><recordOrigin>Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.</recordOrigin></recordInfo>Location (hidden),<extension><locationHidden>%value%</locationHidden></extension>
Location,<extension><location>%value%</location></extension>,
Room (hidden),<extension><roomHidden>%value%</roomHidden></extension>,
Provenance (hidden),<extension><provenanceHidden>%value%</provenanceHidden></extension>,
Surveyed By,<extension><surveyedBy>%value%</surveyedBy></extension>,
RecordType,<extension><recordType>%value%</recordType></extension>,
Status,<extension><status>%value%</status></extension>,
null5,<extension><CONTENTdmData></CONTENTdmData></extension>,
