col0,col1,col2,col3,col4,col5,col6
governorate,Governorate,string,general,,,
district,District,string,general,,,
subdistrict,Sub-District,string,general,,,
coordinates_latitude,Latitude,decimal,general,,,
coordinates_longitude,Longitude,decimal,general,,,
site_name,Unique ID,string,general,,,
site_typology,Type of Site,string,general,,,
priority_needs/urgent,Priority Needs (Top 3),string,general,,,
hh/total_families,Total Families,integer,population,,,
hh/total_population,Total Individuals,integer,population,,,
hh/total_females,Total Females,integer,population,,,
hh/total_children,Total Children,integer,population,,,
hh/total_schoolagedchildren,Total School Aged Children,integer,population,,,
shelter_types/type,Shelter Types,list,shelter,,,
shelter_type/damaged_inneedof_repairs,Damaged shelter in need of repairs,string,shelter,,,
shelter_type/main_priority_concerns,Priority Concerns for Shelter,string,shelter,,,
shelter_type/payingrent,Paying Rent,string,shelter,,,
shelter_type/tenancy_agreement,Is there tenancy agreement,string,shelter,,,
physical_conditions/overcrowding,Evidence of overcrowding in the site,string,shelter,nogreen,,
background/hhs_clusterd_dispersed,Are the households clustered or dispersed?,string,background,,,
background/date_of_firstdeparture,Date of first displacement,string,background,,,
background/date_first_occupied,Date of first occupied,string,background,,,
background/governorate_aoo,Governorate area of origin,string,background,,,
background/district_aoo,District area of origin,string,background,,,
background/location,Main area of town of origin,string,background,,,
vulnerabilities_groups/F_HoH,Female head of household,integer,vulnerable,,vulnerable_type,
vulnerabilities_groups/Child_HoH,Child head of household,integer,vulnerable,,vulnerable_type,
vulnerabilities_groups/unaccompanied,Unaccompanied/separated child,integer,vulnerable,,vulnerable_type,
vulnerabilities_groups/ppl_physical_dis,People with physical disabilities,integer,vulnerable,,vulnerable_type,
vulnerabilities_groups/preg_or_lac,Pregnant and/or lactating women,integer,vulnerable,,vulnerable_type,
vulnerabilities_groups/ppl_chronic_disease,People with chronic diseases,integer,vulnerable,,vulnerable_type,
vulnerabilities_groups/elderly_at_risk,Elderly at risk,integer,vulnerable,,vulnerable_type,
social_cohesion/tension,Tension between host community & IDPs,string,protection,nogreen,,
social_cohesion/eviction,Is there any risk of eviction?,string,protection,nogreen,,
social_cohesion/eviction_reasons,Mains reasons for eviction,string,protection,,,
social_cohesion/intentions_three,Residents intentions for the next 3 months?,string,protection,,,
social_cohesion/intentions_twelve,Residents intentions for the next 12 months?,string,protection,,,
social_cohesion/reasons_not_to_return,Main reasons for not returning,string,protection,,,
physical_environment/mines,Risk of UXO,string,physicalenvironment,,,
physical_environment/electric,Access to electricity,string,physicalenvironment,,,
physical_environment/elec_concerns,Electrical concerns at site,list,physicalenvironment,,,
physical_environment/fire_equipment,Available fire fighting equipment,list,physicalenvironment,,,
physical_environment/dis_access,Disability access at site,string,physicalenvironment,,,
wash/drinking,Water Source,string,wash,,,
wash/water_acceptable,"Is the water acceptable in temrs of color, taste and smell?",string,wash,,,
wash/water_access,Water shortages,string,wash,,,
wash/functional_showers,Type of functional showers,string,wash,,,
wash/functional_latrines,Type of functional latrines,string,wash,,,
sanitation/drinking,Water source,list,wash,,,
wash/flooding,Flooding within site in last 3 months,string,wash,nogreen,,
wash/open_def,Open defecation,string,wash,nogreen,,
wash/wastecollection,Is there waste collection in place?,string,wash,yesgreen,,
health/functional_clinic_within_5km,Functional clinic within 5 kms?,string,health,yesgreen,,
health/emergency_services,Is there emergency services in place?,string,health,yesgreen,,
health/surgical_services,Is there surgical services in place?,string,health,yesgreen,,
health/pediatric_services,Is there pediatric services in place?,string,health,yesgreen,,
health/prenatal_services,Is there prenatal services in place?,string,health,yesgreen,,
health/functional_hospital_within_10km,Function hospitla within 10 kms?,string,health,yesgreen,,
health/barriers_in_accessing_services,What are the barriers in accessing services?,string,health,,,
health/ambulance,Is there ambulance service in the site?,string,health,yesgreen,,
health/vaccination_in_ 6_months,Have there been any vaccination campaigns providing vaccinatino in the last 6 months at the site?,string,health,yesgreen,,
food_security/food_access_in_last_7_days,Food access in last 7 days( less than 2 meals per day),string,food_security,,,
food_security/pds,Public Distribution Systme,string,food_security,yesgreen,,
food_security/main_concern,Main concerns,list,food_security,,,
protection/movement_restrictions,Are there any movement restrictions in and out of the site?,string,protection,nogreen,,
protection/security_incidents,Are there any security incidents?,string,protection,nogreen,,
protection/safety,Do people feed safe?,string,protection,yesgreen,,
protection/facilities_services_disability,Adequate facilities/services available  for people with disabilities?,string,protection,yesgreen,,
protection/facilities_services_mental_disability,Adequate facilities/services available  for people with mental issues?,string,protection,yesgreen,,
protection/facilities_mhpss,Adequate MHPSS  services available?,string,protection,yesgreen,,
protection/accessible_courts,How far is the accessible court or civil offices (kms)?,integer,protection,,,
protection/civil_documents,Site residents missing civil documentation?,string,protection,,,
livelihoods/markets,Functional Markets within 5 km?,string,livelihood,yesgreen,,
livelihoods/markets_distance,How far is the nearest market ( kms)?,integer,livelihood,,,
livelihoods/primary_source,Primary Sources of Livelihood,string,livelihood,,,
livelihoods/barriers_to_accessing_livelihoods,What are the barriers in accessing livelihood/ income generating opportunities in the site?,string,livelihood,,,
livelihoods/minors _working,% of minors working in the last 30 days?,string,livelehood,,,
education/primary_school_in_sites,Functional Primary School in the site,string,education,yesgreen,,
education/primary_sufficient_certified_teachers,Are there sufficient certified teachers in primary school?,string,education,yesgreen,,
education/secondary_school_in_sites,Functional Secondary School in the site,string,education,yesgreen,,
education/secondary_sufficient_certified_teachers,Are there sufficient certified teachers in secondary school?,string,education,yesgreen,,
education/school_aged_children_able_to_access_school,% of school aged children able to access formal school,string,education,,,
education/challenges_formal_education,What are the major challenges to accessing formal education?,string,education,,,
education/formal_education_schoo_age_not_attending,How many school-aged children have not been attending formal education in the last school year?,string,education,,,
camp_name,Camp Name,string,general,,,
