col0,col1,col2,col3,col4
1,1,offer,5,1|18|27
2,1,offer,5.5,2|11
3,1,offer,6,3|12|14|19|28|30|36|43|47
4,1,offer,6.5,20|29|37
5,1,offer,7,4|5|13|15|31
6,1,offer,8,6|16|24|33|38|39|44|48
7,1,offer,9,7|17|21|25|32|40
8,1,offer,10,8|22|26|34|45|49
9,1,offer,11,9|23|41
10,1,offer,12,10|35|42|46|50
11,2,product,White,1|4|11|13
12,2,product,Black,2|4|6|10|12|14
13,2,product,Pink,2|3|6|9|1
14,2,product,Silver,3|4|9
15,2,product,Dark Grey,2|4|5|10
16,2,product,Bleu,7
17,2,product,Bordeaux,8
18,3,product,B - Medium,1|3|4|5|6|7|8|9|10
19,3,product,D - Medium,2|11
20,3,product,EE - Wide,2|12
21,3,product,D — Wide,6|7
22,4,product,Closure,1|2|3|4|5|6|7|8|9|10
23,4,product,Adjustability,11|12
