col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40
1.0,0.46538,0.0,0.02485,64474.32216,2.92381,0.91211,0.7675,10.0,0.0,0.42448,0.46462,0.3,0.0,0.00752,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16417,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.87663,0.93298,0.82028,0.01196,0.02262,0.0013,0.0
7.0,0.59999,0.0,0.04829,38793.58507,2.75448,0.92136,0.7675,10.0,0.0,0.55281,0.62139,0.3,0.0,0.01785,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16784,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.91244,0.94913,0.87574,0.01538,0.02833,0.00242,0.0
13.0,0.42335,0.11601,0.00193,6799.89526,1.9451,0.91203,0.7675,10.0,0.0,0.38611,0.43871,0.3,0.0,0.00136,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.11888,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.92831,0.99224,0.86438,0.00362,0.0071,0.00014,0.0
19.0,0.41708,0.08086,0.00295,24640.2594,2.60318,0.9847,0.7675,10.0,0.0,0.4107,0.4322,0.3,0.0,0.00125,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16092,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.98636,0.9977,0.97502,0.00185,0.00363,6e-05,0.0
25.0,0.46568,0.2,0.08,19262.33939,2.52111,0.86731,0.7675,10.0,0.0,0.40389,0.48257,0.3,0.0,0.03352,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.91146,0.97697,0.84596,0.00631,0.00752,0.0051,0.0
31.0,0.52717,0.0,0.02567,197860.20324,3.29758,0.92316,0.7675,10.0,0.0,0.48666,0.52839,0.3,0.0,0.00376,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.92951,0.91369,0.94534,0.01109,0.02186,0.00033,0.0
37.0,0.40105,0.13313,0.00516,11934.04654,2.20596,0.91592,0.7675,10.0,0.0,0.36733,0.41559,0.3,0.0,0.00313,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.15674,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99236,0.98869,0.99603,0.00342,0.00679,5e-05,0.0
43.0,0.47245,0.07483,0.02425,38276.26688,2.75,0.96559,0.7675,10.0,0.0,0.45619,0.48311,0.3,0.0,0.00822,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1918,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.8774,0.98808,0.76673,0.00519,0.00871,0.00167,0.0
49.0,0.64611,0.2,0.10021,5352.67683,2.09426,0.94088,0.7675,10.0,0.0,0.60791,0.66955,0.3,0.0,0.09021,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.10021,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.81506,0.94431,0.6858,0.02373,0.02776,0.01971,0.0
61.0,0.55486,0.15714,0.04949,6596.06727,2.16388,0.79478,0.7675,10.0,0.0,0.44099,0.57499,0.3,0.0,0.02589,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1793,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.88585,0.95435,0.81736,0.01168,0.01911,0.00425,0.0
67.0,0.49144,0.0,0.0645,259435.76306,3.38789,0.84329,0.7675,10.0,0.0,0.41442,0.50369,0.3,0.0,0.0076,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.80934,0.72347,0.89521,0.01901,0.03702,0.00099,0.0
72.0,0.45924,0.0,0.01901,44373.92978,2.79927,0.9381,0.7675,10.0,0.0,0.43081,0.47112,0.3,0.0,0.0072,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.1403,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.88041,0.96089,0.79994,0.0101,0.0189,0.0013,0.0
78.0,0.46573,0.0,0.00422,61175.43788,2.90631,0.96536,0.7675,10.0,0.0,0.4496,0.47213,0.3,0.0,0.00125,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.16103,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.97357,0.98897,0.95818,0.00469,0.00928,9e-05,0.0
84.0,0.44602,0.13802,0.01112,4741.48979,1.97495,0.92984,0.7675,10.0,0.0,0.41473,0.4622,0.3,0.0,0.00743,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14071,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.99385,0.99781,0.98989,0.00211,0.00401,0.0002,0.0
90.0,0.45539,0.10489,0.05083,12048.24256,2.3647,0.8222,0.7675,10.0,0.0,0.37442,0.47191,0.3,0.0,0.02031,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.13667,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.93083,0.98582,0.87584,0.00557,0.00855,0.0026,0.0
96.0,0.50371,0.00105,0.04432,50314.13612,2.84115,0.85571,0.7675,10.0,0.0,0.43103,0.52198,0.3,0.0,0.01178,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14636,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.98453,0.99891,0.97014,0.00173,0.00277,0.00069,0.0
102.0,0.53811,0.0,0.02644,45174.02583,2.80523,0.86548,0.7675,10.0,0.0,0.46572,0.55762,0.3,0.0,0.00783,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.13329,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.97626,0.98858,0.96394,0.00554,0.01055,0.00053,0.0
108.0,0.47534,0.08343,0.00762,14831.55318,2.43398,0.98089,0.7675,10.0,0.0,0.46625,0.47254,0.3,0.0,0.00376,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14137,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.98579,0.99276,0.97882,0.00422,0.00828,0.00017,0.0
114.0,0.46354,0.0,0.04932,99020.22265,3.06683,0.82882,0.7675,10.0,0.0,0.38419,0.48035,0.3,0.0,0.01089,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.14221,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.89357,0.98225,0.80489,0.00583,0.00965,0.002,0.0
120.0,0.45434,0.0,0.08,119282.08501,3.12889,0.9642,0.7675,10.0,0.0,0.43808,0.47027,0.3,0.0,0.0193,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.88881,0.99361,0.78401,0.00471,0.0057,0.00372,0.0
126.0,0.48722,0.0,0.0314,137445.16659,3.17613,0.83663,0.7675,10.0,0.0,0.40762,0.50489,0.3,0.0,0.00533,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.18337,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.96372,0.99372,0.93373,0.00293,0.00534,0.00052,0.0
