col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46
1619106238135099332,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106240706655467,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106245420948540,,"""Start""",False,"""Reset""",True,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106282181865852,,"""Start""",False,"""Reset""",True,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106291455581459,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106295999915521,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106297301544734,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106308952648014,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106313205106342,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",0,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106313301427125,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",0,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106360543053664,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",0,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106367091026818,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",30,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106367257125707,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",30,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106375840182294,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",50,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106378898137649,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",30,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106379041185785,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",30,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106384803553915,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
1619106384930896518,,"""Start""",False,"""Reset""",False,"""Reboot""",False,"""Drop_test""",False,"""Servo_reset""",False,,"""Grip_Current""",400,"""Ramp_Start_Current""",200,"""Reset_position""",700,"""Servo_lock""",130,"""Servo_release""",30,[],,"""Ramp_K""",10.0,"""Delay""",0.0,,"""Default""",True,0,0,,,,,,,,,,,,,
