col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,SHELAA28,,"""Andover Station freight yard, Andover, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,435524.0096,145997.1185,1.5,not owned by a public authority,yes,not permissioned,,,,,84,84 residential units and 86 parking spaces,,,,,,,,06/10/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,SHELAA118,,"""Land at Hyde Farm, Horsebridge Road, Broughton, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,431253.2123,132322.1929,0.97,not owned by a public authority,yes,permissioned,full planning permission,31/01/2019,https://view-applications.testvalley.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=P6D09MQCJRJ00,,9,A mix of dwellings (both open market and affordable) ranging from smaller units (for downsizers and first time buyers) to larger family homes,,,,,,,,26/10/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,SHELAA131,,"""Abbots Manor Farmyard, Leckford, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,437478.7288,137788.0167,1.1,not owned by a public authority,,not permissioned,,,,,13,13 dwellings ranging from 1 bed bungalows to 4-5 bed detached,500 sq feet of starter business units ,,,,,,,26/10/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,SHELAA195,,"""Land north of Walworth Road, west of the Commercial Centre, Andover, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,439055.9258,147195.6625,1.489,not owned by a public authority,yes,not permissioned,,,,,45,Mixture of 1-2 bedroom apartments & 2-5 bedroom houses,,,,,,,,26/10/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,Policy LE14,,"""George Yard and Black Swan Yard, Eastern Avenue, Andover, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,436595.0,145504.0,1.67,owned by a public authority,,not permissioned,,,,,100,The site can accommodate approximately 100 dwellings,"Comparison retail floorspace together with offices, housing, leisure uses and car parking",,,,,,,06/12/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,TVS.00515,,"""Former Brewery Site, The Horsefair, Romsey, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,435294.0,121542.0,2.68,not owned by a public authority,yes,permissioned,full planning permission,03/08/2006,https://view-applications.testvalley.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYQDQCXD918&activeTab=summary,,211,Proposed residential development of houses and flats,"Parking, landscaping and associated works",,,,,,,06/12/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,14/00245/FULLN,,"""Anton Laundry, Marlborough Street, Andover, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,436387.0,145928.0,0.3,not owned by a public authority,yes,permissioned,full planning permission,18/11/2014,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage ,,28,28 apartments (comprising 14 no. 1 bed and 14 no. 2-bed units) ,"Alterations to access, cycle and bin stores, car parking, landscaping and formation of riverside boardwalk",,,,,,,14/12/2017,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,15/01261/FULLS,,"""Nightingale Lodge, Greatwell Drive, Romsey, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,146624.8515,121544.0,0.66,not owned by a public authority,yes,permissioned,full planning permission,22/05/2017,https://view-applications.testvalley.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,54,Erection of a two storey building plus roof accommodation comprising 54 Extra Care Units,Day care centre (Use Class D1) together with associated landscaping and car parking,,,,,,,14/12/2017,28/11/2019,28/11/2019
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,SHELAA156,,"""Land at Eastwood Court, Romsey, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,147195.6625,121071.4752,0.04,not owned by a public authority,yes,not permissioned,,,,,5,Site is suitable for residential use and could accommodate approximately 5 dwellings,,,,,,,,10/12/2018,28/11/2019,
http://opendatacommunities.org/id/district-council/test-valley ,Test Valley Borough Council,SHELAA251,,"""Former Andover Pumping Station, River Way, Andover, Hampshire""",https://testvalley.gov.uk/assets/attach/9578/Brownfield%20Register%20Site%20Plans%202019.pdf ,OSGB36,437002.7713,146624.8515,3.78,not owned by a public authority,,not permissioned,,,,,110,"Mixture of 1, 2, 3 and 4 bedroom houses and apartments",,,,,,,,14/12/2017,28/11/2019,
