col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
0,102,2788,30,CSLM + RNN + WP,,CSLM + RNN + WP,2014-06-03,"{'BLEU score': '34.54', 'SacreBLEU': None}",False,"{'id': 44164, 'title': 'Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation', 'url': '/paper/learning-phrase-representations-using-rnn', 'published': '2014-06-03T00:00:00.000000', 'code': True}",34.54
1,102,374,26,RNN-search50*,,RNN-search50*,2014-09-01,"{'BLEU score': '36.2', 'SacreBLEU': None}",False,"{'id': 33824, 'title': 'Neural Machine Translation by Jointly Learning to Align and Translate', 'url': '/paper/neural-machine-translation-by-jointly', 'published': '2014-09-01T00:00:00.000000', 'code': True}",36.2
2,102,375,25,SMT+LSTM5,,SMT+LSTM5,2014-09-10,"{'BLEU score': '36.5', 'SacreBLEU': None}",False,"{'id': 42903, 'title': 'Sequence to Sequence Learning with Neural Networks', 'url': '/paper/sequence-to-sequence-learning-with-neural', 'published': '2014-09-10T00:00:00.000000', 'code': True}",36.5
3,102,377,23,LSTM6 + PosUnk,,LSTM6 + PosUnk,2014-10-30,"{'BLEU score': '37.5', 'SacreBLEU': None}",False,"{'id': 40414, 'title': 'Addressing the Rare Word Problem in Neural Machine Translation', 'url': '/paper/addressing-the-rare-word-problem-in-neural', 'published': '2014-10-30T00:00:00.000000', 'code': True}",37.5
4,102,2777,21,Deep-Att + PosUnk,,Deep-Att + PosUnk,2016-06-14,"{'BLEU score': '39.2', 'SacreBLEU': None}",False,"{'id': 31977, 'title': 'Deep Recurrent Models with Fast-Forward Connections for Neural Machine Translation', 'url': '/paper/deep-recurrent-models-with-fast-forward', 'published': '2016-06-14T00:00:00.000000', 'code': False}",39.2
5,102,379,20,GNMT+RL,,GNMT+RL,2016-09-26,"{'BLEU score': '39.9', 'SacreBLEU': None}",False,"{'id': 29852, 'title': ""Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation"", 'url': '/paper/googles-neural-machine-translation-system', 'published': '2016-09-26T00:00:00.000000', 'code': True}",39.9
6,102,121,18,MoE,,MoE,2017-01-23,"{'BLEU score': '40.56', 'SacreBLEU': None}",False,"{'id': 26842, 'title': 'Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer', 'url': '/paper/outrageously-large-neural-networks-the', 'published': '2017-01-23T00:00:00.000000', 'code': True}",40.56
7,102,381,13,ConvS2S (ensemble),ensemble,ConvS2S ,2017-05-08,"{'BLEU score': '41.3', 'SacreBLEU': None}",False,"{'id': 19867, 'title': 'Convolutional Sequence to Sequence Learning', 'url': '/paper/convolutional-sequence-to-sequence-learning', 'published': '2017-05-08T00:00:00.000000', 'code': True}",41.3
8,102,2855,12,Weighted Transformer (large),large,Weighted Transformer ,2017-11-06,"{'BLEU score': '41.4', 'SacreBLEU': None}",False,"{'id': 15227, 'title': 'Weighted Transformer Network for Machine Translation', 'url': '/paper/weighted-transformer-network-for-machine', 'published': '2017-11-06T00:00:00.000000', 'code': True}",41.4
9,102,2780,11,Transformer (big) + Relative Position Representations,big,Transformer ,2018-03-06,"{'BLEU score': '41.5', 'SacreBLEU': None}",False,"{'id': 6128, 'title': 'Self-Attention with Relative Position Representations', 'url': '/paper/self-attention-with-relative-position', 'published': '2018-03-06T00:00:00.000000', 'code': True}",41.5
10,102,118,6,Transformer Big,,Transformer Big,2018-06-01,"{'BLEU score': '43.2', 'SacreBLEU': None}",False,"{'id': 7, 'title': 'Scaling Neural Machine Translation', 'url': '/paper/scaling-neural-machine-translation', 'published': '2018-06-01T00:00:00.000000', 'code': True}",43.2
11,102,117,1,Transformer Big + BT,,Transformer Big + BT,2018-08-28,"{'BLEU score': '45.6', 'SacreBLEU': '43.8'}",True,"{'id': 55684, 'title': 'Understanding Back-Translation at Scale', 'url': '/paper/understanding-back-translation-at-scale', 'published': '2018-08-28T00:00:00.000000', 'code': True}",45.6
