col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1003,1,3,0700_0800,2003.996,21.04,0.029,20.04,0.0,0.0,,period-based
1003,1,3,0700_0715,100.0,14.425,0.042,20.04,44.75,150.0,,slot-based
1003,1,3,0715_0730,100.0,14.723,0.041,20.04,45.745,150.0,,slot-based
1003,1,3,0730_0745,100.0,14.979,0.04,20.04,46.595,150.0,,slot-based
1003,1,3,0745_0800,100.0,15.189,0.04,20.04,47.297,150.0,,slot-based
1003,1,3,0800_0815,100.0,15.354,0.039,20.04,47.846,150.0,,slot-based
3002,3,2,0700_0800,2003.996,45.0,60.0,0.352,0.0,0.0,,period-based
3002,3,2,0700_0715,100.0,45.0,60.0,0.352,0.0,1.667,,slot-based
3002,3,2,0715_0730,100.0,45.0,60.0,0.352,0.0,1.667,,slot-based
3002,3,2,0730_0745,100.0,45.0,60.0,0.352,0.0,1.667,,slot-based
3002,3,2,0745_0800,100.0,45.0,60.0,0.352,0.0,1.667,,slot-based
3002,3,2,0800_0815,100.0,45.0,60.0,0.352,0.0,1.667,,slot-based
1004,1,4,0700_0800,1996.004,45.0,60.0,0.35,0.0,0.0,,period-based
1004,1,4,0700_0715,100.0,45.0,60.0,0.35,0.0,1.667,,slot-based
1004,1,4,0715_0730,100.0,45.0,60.0,0.35,0.0,1.667,,slot-based
1004,1,4,0730_0745,100.0,45.0,60.0,0.35,0.0,1.667,,slot-based
1004,1,4,0745_0800,100.0,45.0,60.0,0.35,0.0,1.667,,slot-based
1004,1,4,0800_0815,100.0,45.0,60.0,0.35,0.0,1.667,,slot-based
4002,4,2,0700_0800,1996.004,20.96,0.029,19.96,0.0,0.0,,period-based
4002,4,2,0700_0715,100.0,13.948,0.043,19.96,43.159,150.0,,slot-based
4002,4,2,0715_0730,100.0,14.22,0.042,19.96,44.066,150.0,,slot-based
4002,4,2,0730_0745,100.0,14.449,0.042,19.96,44.829,150.0,,slot-based
4002,4,2,0745_0800,100.0,14.633,0.041,19.96,45.444,150.0,,slot-based
4002,4,2,0800_0815,100.0,14.772,0.041,19.96,45.908,150.0,,slot-based
