col0,col1,col2
11301911230071011,0.002,0.12
11301911230071011,0.06,0.83
11301911230071011,2.0,1.0
11301911230071012,0.002,0.1
11301911230071012,0.06,0.8200000000000001
11301911230071012,2.0,1.0
11301911230071013,0.002,0.02
11301911230071013,0.06,0.51
11301911230071013,2.0,1.0
11301911230071014,0.002,0.02
11301911230071014,0.06,0.51
11301911230071014,2.0,1.0
11301911230071015,0.002,0.02
11301911230071015,0.06,0.51
11301911230071015,2.0,1.0
240000000034221011,0.002,0.42
240000000034221011,0.06,0.81
240000000034221011,2.0,1.0
240000000034221012,0.002,0.42
240000000034221012,0.06,0.81
240000000034221012,2.0,1.0
240000000034221013,0.002,0.72
240000000034221013,0.06,0.93
240000000034221013,2.0,1.0
240000000034221014,0.002,0.68
240000000034221014,0.06,0.93
240000000034221014,2.0,1.0
240000000034221015,0.002,0.38
240000000034221015,0.06,0.84
240000000034221015,2.0,1.0
25231122000101011,0.002,0.28
25231122000101011,0.06,0.72
25231122000101011,2.0,1.0
25231122000101012,0.002,0.1
25231122000101012,0.06,0.5
25231122000101012,2.0,1.0
25231122000101013,0.002,0.24
25231122000101013,0.06,0.6799999999999999
25231122000101013,2.0,1.0
25231122000101014,0.002,0.21
25231122000101014,0.06,0.5900000000000001
25231122000101014,2.0,1.0
25231122000101015,0.002,0.07
25231122000101015,0.06,0.35
25231122000101015,2.0,1.0
25302528000631011,0.002,0.15
25302528000631011,0.06,0.63
25302528000631011,2.0,1.0
25302528000631012,0.002,0.24
25302528000631012,0.06,0.62
25302528000631012,2.0,1.0
25302528000631013,0.002,0.25
25302528000631013,0.06,0.63
25302528000631013,2.0,1.0
25302528000631014,0.002,0.25
25302528000631014,0.06,0.63
25302528000631014,2.0,1.0
25302528000631015,0.002,0.19
25302528000631015,0.06,0.6
25302528000631015,2.0,1.0
25302528000652011,0.002,0.23
25302528000652011,0.06,0.6699999999999999
25302528000652011,2.0,1.0
25302528000652012,0.002,0.15
25302528000652012,0.06,0.55
25302528000652012,2.0,1.0
25302528000652013,0.002,0.28
25302528000652013,0.06,0.62
25302528000652013,2.0,1.0
25302528000652014,0.002,0.27
25302528000652014,0.06,0.72
25302528000652014,2.0,1.0
25302528000652015,0.002,0.22
25302528000652015,0.06,0.87
25302528000652015,2.0,1.0
25302528000661011,0.002,0.27
25302528000661011,0.06,0.8200000000000001
25302528000661011,2.0,1.0
25302528000661012,0.002,0.3
25302528000661012,0.06,0.76
25302528000661012,2.0,1.0
25302528000661013,0.002,0.37
25302528000661013,0.06,0.84
25302528000661013,2.0,1.0
25302528000661014,0.002,0.18
25302528000661014,0.06,0.8899999999999999
25302528000661014,2.0,1.0
25302528000661015,0.002,0.44
25302528000661015,0.06,0.85
25302528000661015,2.0,1.0
26312419000021011,0.002,0.38
26312419000021011,0.06,0.83
26312419000021011,2.0,1.0
26312419000021012,0.002,0.47
26312419000021012,0.06,0.88
26312419000021012,2.0,1.0
26312419000021013,0.002,0.83
26312419000021013,0.06,0.97
26312419000021013,2.0,1.0
26312419000021014,0.002,0.91
26312419000021014,0.06,0.99
26312419000021014,2.0,1.0
26312419000021015,0.002,0.88
26312419000021015,0.06,0.97
26312419000021015,2.0,1.0
30152331000891011,0.002,0.46
30152331000891011,0.06,0.8200000000000001
30152331000891011,2.0,1.0
30152331000891012,0.002,0.64
30152331000891012,0.06,0.94
30152331000891012,2.0,1.0
30152331000891013,0.002,0.63
30152331000891013,0.06,1.0
30152331000891013,2.0,1.0
30152331000891014,0.002,0.68
30152331000891014,0.06,1.0
30152331000891014,2.0,1.0
30152331000891015,0.002,0.6
30152331000891015,0.06,0.95
30152331000891015,2.0,1.0
30153021000131011,0.002,0.09
30153021000131011,0.06,0.6599999999999999
30153021000131011,2.0,1.0
30153021000131012,0.002,0.05
30153021000131012,0.06,0.6699999999999999
30153021000131012,2.0,1.0
30153021000131013,0.002,0.05
30153021000131013,0.06,0.6599999999999999
30153021000131013,2.0,1.0
30153021000131014,0.002,0.03
30153021000131014,0.06,0.63
30153021000131014,2.0,1.0
30153021000131015,0.002,0.03
30153021000131015,0.06,0.61
30153021000131015,2.0,1.0
30153021000161011,0.002,0.02
30153021000161011,0.06,0.4499999999999999
30153021000161011,2.0,1.0
30153021000161012,0.002,0.04
30153021000161012,0.06,0.4599999999999999
30153021000161012,2.0,1.0
30153021000161013,0.002,0.04
30153021000161013,0.06,0.5
30153021000161013,2.0,1.0
30153021000161014,0.002,0.04
30153021000161014,0.06,0.49
30153021000161014,2.0,1.0
30153021000161015,0.002,0.15
30153021000161015,0.06,0.5700000000000001
30153021000161015,2.0,1.0
