col0,col1,col2,col3,col4,col5,col6,col7
1,Oppenheimer et al. (2009),"Oppenheimer, D. M., Meyvis, T. & Davidenko, N. Instructional manipulation checks: Detecting satisficing to increase statistical power. Journal of Experimental Social Psychology 45, 867-872 (2009).",Journal of Experimental Social Psychology,does splitting people by whether or not they followed directions influence performance on a decision making task?,2009,1,about task context
2,Tversky & Kahneman (1981),"Tversky, A. & Kahneman, D. The framing of decisions and the psychology of choice. Science, 211, 453-458 (1981).",Science,linguistic framing affects decision making,1981,1,problem framing
3,Husnu & Crisp (2010),"Husnu, S. & Crisp, R. J. Elaboration enhances the imagined contact effect. Journal of Experimental Social Psychology 46, 943-950 (2010).",Journal of Experimental Social Psychology,imagining intergroup contact can improve attitudes held toward a range of social groups (e.g. british stranger),2010,2,
4,Schwarz et al. (1991),"Schwarz, N., Strack, F. & Mai, H.-P. Assimilation and contrast effects in part-whole question sequences: A conversational logic analysis. Public Opinion Quarterly 55, 3-23 (1991).",Public Opinion Quarterly,pragmatics of co-occurence in conversational context,1991,2,
5,Hauser et al. (2007),"Hauser, M., Cushman, F., Young, L., Kang‐Xing Jin, R. & Mikhail, J. A dissociation between moral judgments and justifications. Mind Language 22, 1-21 (2007).",Mind Language,moral dilemma reasoning,2007,2,
6,Critcher & Gilovich (2008),"Critcher, C. R. & Gilovich, T. Incidental environmental anchors. Journal of Behavioral Decision Making 21, 241-251 (2008).",Journal of Behavioral Decision Making,whether potential anchor values that are incidentally present in the environment can affect a person’s numerical estimates (e.g. do numbers on an athletes jersey influence judgemenys of performance),2008,1,task context
7,"Graham, Haidt & Nosek (2009)","Graham, J., Haidt, J. & Nosek, B. A. Liberals and conservatives rely on different sets of moral foundations. JournalofPersonalitySocialPsychology96,1029(2009).",Journal of Personality and Social Psychology,interaction of moral beliefs and political affiliations,2009,2,
8,Jostmann et al. (2009),"Jostmann, N. B., Lakens, D. & Schubert, T. W. Weight as an embodiment of importance. Psychological Science 20, 1169-1174 (2009).",Psychological Science,weight of clipboard makes you think that decision is more important - embodiement,2009,1,task context
9,Monin & Miller (2001),"Monin, B. & Miller, D. T. Moral credentials and the expression of prejudice. Journal of Personality and Social Psychology 81, 33 (2001).",Journal of Personality and Social Psychology,people are more willing to express attitudes that could be viewed as prejudiced when their past behavior has established their credentials as nonprejudiced persons. ,2001,2,
10,Schooler & Engstler-Schooler (1990),"Schooler, J. W. & Engstler-Schooler, T. Y. Verbal overshadowing of visual memories: Some things are better left unsaid. Cognitive Psychology 22, 36-71 (1990).",Cognitive Psychology,verbalizing the appearance of previously seen visual stimuli impaired subsequent recognition performance.,1990,0,
11,Sripada et al. (2014),"Sripada, C., Kessler, D. & Jonides, J. Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological Science 25, 1227-1234 (2014).",Psychological Science,taking ritalin improves self-control,2014,1,
12,Rand et al. (2012),"Rand, D. G., Greene, J. D. & Nowak, M. A. Spontaneous giving and calculated greed. Nature, 489, 427 (2012)",Nature,relationship between reaction time and cooperativeness,2012,2,
13,Strack et al. (1988),"Strack, F., Martin, L. L. & Stepper, S. Inhibiting and facilitating conditions of the human smile: a nonobtrusive test of the facial feedback hypothesis. Journal of Personality and Social Psychology 54, 768 (1988).",Journal of Personality and Social Psychology,subjects reported more intense humor responses when cartoons were presented under facilitating conditions than under inhibiting conditions that precluded labeling of the facial expression in emotion categories.,1988,2,
14,Srull & Wyer (1979),"Srull, T. K., Wyer, R. S. & psychology, S. The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality 37, 1660 (1979).",Journal of Personality and Social Psychology,does priming traits influence how your evaluation of the traits of another person,1979,2,
15,Mazar et al. (2008),"Mazar, N., Amir, O. & Ariely, D. The dishonesty of honest people: A theory of self-concept maintenance. Journal of Marketing Research 45, 633-644 (2008).",Journal of Marketing Research,people behave dishonestly enough to profit but honestly enough to delude themselves of their own integrity.,2008,2,
