col0,col1,col2,col3,col4,col5
1.0,1.0,COMPETITION KICKBOXING 1,COMPETITION KICKBOXING 1,1.0,33CCFF
2.0,1.0,COMPETITION KICKBOXING 2,COMPETITION KICKBOXING 2,1.0,33CCFF
3.0,1.0,COMPETITION GRAPPLING 1,COMPETITION GRAPPLING 1,1.0,66FF33
4.0,1.0,COMPETITION GRAPPLING 2,COMPETITION GRAPPLING 2,1.0,66FF33
5.0,1.0,COMPETITION KICKBOXING & GRAPPLING 2,COMPETITION KICKBOXING & GRAPPLING 2,1.0,996633
6.0,1.0,COMPETITION KICKBOXING & GRAPPLING 3,COMPETITION KICKBOXING & GRAPPLING 3,1.0,996633
7.0,1.0,ADULT SPARRING,ADULT SPARRING,1.0,FF0000
8.0,1.0,BAG TRAINING,BAG TRAINING,1.0,000000
9.0,1.0,CUBS,CUBS,1.0,FFFFFF
10.0,1.0,CORE CHILDREN/KIDS,CORE CHILDREN/KIDS,1.0,FFFF00
11.0,1.0,GRAPPLING CHILDREN/KIDS,GRAPPLING CHILDREN/KIDS,1.0,66FF33
12.0,1.0,KICKBOXING CHILDREN/KIDS,KICKBOXING CHILDREN/KIDS,1.0,33CCFF
13.0,1.0,CORE CHILDREN,CORE CHILDREN,1.0,FFFF00
14.0,1.0,CORE KIDS,CORE KIDS,1.0,FFFF00
15.0,1.0,BEGINNER KICKBOXING ADULTS,BEGINNER KICKBOXING ADULTS,1.0,FFFF00
16.0,1.0,KICKBOXING CHILDREN,KICKBOXING CHILDREN,1.0,33CCFF
17.0,1.0,KICKBOXING KIDS,KICKBOXING KIDS,1.0,33CCFF
18.0,1.0,INT/ADV KICKBOXING ADULTS,INT/ADV KICKBOXING ADULTS,1.0,0000FF
19.0,1.0,GRAPPLING CHILDREN,GRAPPLING CHILDREN,1.0,66FF33
20.0,1.0,GRAPPLING KIDS,GRAPPLING KIDS,1.0,66FF33
21.0,1.0,GRAPPLING ADULTS,GRAPPLING ADULTS,1.0,66FF33
22.0,1.0,BEGINNER GRAPPLING ADULTS,BEGINNER GRAPPLING ADULTS,1.0,66FF33
23.0,1.0,INT/ADV GRAPPLING ADULTS,INT/ADV GRAPPLING ADULTS,1.0,006600
24.0,1.0,ADVANCED 2,ADVANCED 2,1.0,FF9900
25.0,1.0,ADVANCED 1,ADVANCED 1,1.0,FF9900
26.0,1.0,MINI CAMP 6,MINI CAMP 6,1.0,FF00FF
27.0,1.0,MINI CAMP 5,MINI CAMP 5,1.0,FF00FF
28.0,1.0,MINI CAMP 4,MINI CAMP 4,1.0,FF00FF
29.0,1.0,LEGACY CORE,LEGACY CORE,1.0,FF00FF
30.0,1.0,LEGACY GR,LEGACY GR,1.0,FF00FF
31.0,1.0,LEGACY KB,LEGACY KB,1.0,FF00FF
,,,,,
,,These are all current classes being used by the organization.,,,
