col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
Matebeleland North,1150,608,12,530,749017,9,Matabeleland North,ZWE,27.395881687,-18.8452182149999,a58ca9eb-8590-46a7-89c6-f0042e8c7786,146.191608468166,1.60209981882921,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Matebeleland South,2046,1930,17,99,683893,10,Matabeleland South,ZWE,28.9903880460001,-21.00874349,4002703d-b83f-444f-80fa-dab443480731,294.490512404718,2.04710385981433,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Midlands ,2150,1666,44,440,1614941,7,Midlands,ZWE,29.4623281940001,-18.982455676,540d98b2-0def-430b-b890-0e8f465c17aa,125.948873674023,2.10534007124718,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Masvingo,2051,1709,61,281,1485090,8,Masvingo,ZWE,31.240226331,-20.788696274,1e65b084-330c-488e-89d8-596877afa78a,127.063006282448,3.36679931855982,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Mashonaland Central,1534,1157,64,313,1152520,4,Mashonaland Central,ZWE,31.1929277470001,-16.702765939,6e054a2b-8657-447f-a428-4b280cc7492a,124.856835456218,4.68538506923958,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Mashonaland East,2332,1660,84,588,1344955,5,Mashonaland East,ZWE,31.693235175,-17.985081387,ad275413-3776-48df-972a-5a8bf1f21da8,160.600168778881,5.35333895929604,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Mashonaland West,1750,938,107,705,1501656,6,Mashonaland West,ZWE,29.7473862420001,-17.2018289439999,acf3551f-ab04-49c5-b56a-f5262d3d71c3,104.950800982382,5.79360386133708,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Manicaland,3326,2279,152,895,1752698,3,Manicaland,ZWE,32.3963183560001,-19.06493203,c945ce20-5748-4c20-88a1-2072b5c270e0,167.056731964092,7.64535590272825,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Bulawayo,4725,4093,179,453,1200676,1,Bulawayo,ZWE,28.56,-20.14,9647e09d-b00e-4b75-b91d-e4ebdbbbcdbc,371.957130816307,13.6589721123767,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:06:01,surveyor_jr,,,
Harare,11582,8379,440,2763,2123132,2,Harare,ZWE,31.0576808120001,-17.844411452,4fb9e50c-d315-47b1-8428-6f3bbecda9fb,513.109877294488,16.0611775433652,2020/10/12 11:40:20,surveyor_jr,2021/01/28 23:09:20,surveyor_jr,,,
