,Segment A
,3.1
,"(cf. 6.2.5: TIM 10/1 2, 1.8.1.1: ll. 25-28)"
1.,gub-gub-bu-de3 tuc-tuc-de3
2.,zib2 ance dab5-dab5-be2-de3 dumu lugal-la de2-de2-de3
3.,a-ba zi-bi mu-un-tuku
,3.2
4.,emeda(UM.ME)da dumu lugal-la-gin7 bad3-si-a igi al-bar-bar-re
,3.3
5.,{a ed3-de3-na-ac umah-bi he2-naj-e} {(1 ms. has instead:) a i-/i-de2\ bi2-ib-gur3-re-a a /umah\-bi he2-naj-e}
,3.4
6.,u2-DUL.DIN-ka nij2 nu-sag9-ga gana2 zid-ce3 {mu2-a} {(1 ms. has instead:) ed3-a}
,3.5
7.,e-ri-ib-gu7-en ti-ri2-ga al-dehi2-me-en
8.,e-ri-ib-naj-e ti-ri2-ga al-dehi2-me-en
9.,dumu-ju10-me-en dijir-zu kur2-ra-am3
,3.6
,(cf. 6.1.16.b7)
10.,ud-da ga-jen na-gada-kam
11.,ud ul-la ga-jen sipad-tur-ra-kam
12.,ga-jen ga-jen-na-am3 ud mi-ni-ib-zal-zal-e
,3.7
,{
,(1 ms. adds:)
12A.,nij2-gur11 lil2-ce3 ba-an-te
,}
13.,ga i3-ti-ir-da gu2-en-na nu-me-a
14.,ki-in-dar mu-da-ab-tar
15.,[...] X TI
16.,[...] X
,3.8
,"(cf. 6.1.26.a5, 6.2.1: Ni 4122 ll. 2-5)"
,{
,(1 ms. adds:)
16A.,cu nu-luh-ha kac i3-de2-a
,}
17.,uc7 dug4-ga jiri3 nu-saga11-a
18.,giri17 te-en-na sahar nu-gi4-a
19.,eme ak an-bar7 an-dul3 nu-ja2-ja2
20.,nij2-gig dutu-kam
,3.9
,"(cf. 6.1.01.153, 6.1.16.b4-5, 6.1.22: ll. 26-27, 6.1.23.7)"
21.,sipad jic3-a-ni nu-jickiri6 suhur-a-ni
22.,ibila nu-gen6-na dam nu-il2 dumu nu-il2 giri17-zal-ce3 nu-il2
,3.10
,(cf. 6.1.16.b2)
23.,sipad he2-em-ta-ab-ed3-de3-a
24.,udu-ni cu-a li-bi2-in-gi4
,3.11
,(cf. 6.1.16.b3)
25.,sipad kug-zu mu-na-bir?-a-kam
26.,udu-ni cu-a li-bi2-in-gi4
,3.12
27.,sipad-tur kuc2-a-ni ama-ni nu-mu-un-da-an-zu
,3.13
28.,ud ma-ra-an-jal2 zid2 ma5-a
,3.14
,(cf. 6.1.05.3)
29.,am-e nij2-gig jicapin-na-kam
,3.15
,(cf. 6.1.22: ll. 216-217)
30.,tur gu7-a lu2 nu-til-le
31.,igi-tum3 la2 saj jic ra-ra
32.,tur-bi gu7-a mah-bi til3-la
33.,dib-dib-be2 jen-na jiri3 ki-a sig10-bi2-ib
,3.16
34.,en-na til3-la gu5-li-ni-im
35.,ud ug5-ga gal5-la2 gal-la-ni-im
,3.17
,(cf. 6.1.16.d2)
36.,nam-gu5-li nij2 ud {1-a-kam} {(1 ms. has instead:) 3-a-kam}
37.,nam-gi4-me-a-ac nij2 da-ri2-kam
,3.18
38.,du14 ak-e ki {nam-gi4-me-ac-kam} {(1 ms. has instead:) nam-cec-gal-la-ce3}
39.,eme sig gu7-e ki nam-luh-ce3 i3-jal2
,3.19
40.,kaskal nij2 gu7-da lu2 nu-kuc2-u3
41.,ud cu2-uc-e ki bi2-ib-de5-de5-ge
,3.20
42.,su nam-lu2-ulu3-ka a gig i3-jal2
,3.21
43.,{nisig nu-sam2} {(1 ms. has instead:) NIJIN sam2-e} dug4-ge nu-tab-ba-e
44.,cu nu-kug gub-ba-e u2 igi-ta nu-ub-ta-a-an-ed3
,3.22
45.,cu gid2-e cu mu-da-gid2-e
46.,cu bur2-ra cu? mu-[da]-bur2!-e
,3.23
,"(cf. 6.1.22: ll. 284-286, 6.2.3: UET 6/2 265 ll. 2-3, 6.2.5: IM 62823 Seg. A ll. 7-8)"
47.,kug tuku cag4 an-hul2 ce tuku ur5 an-sag9
48.,nij2-ur2-limmu2 tuku-e u3 mu-un-ci-ku-ku
,3.24
,(cf. 6.2.5: YBC 4677 l. 11)
49.,den-lil2 IN ZI im-ge4-en-na-ju10
50.,tug2nij2-dara2-ju10 {du-um} {(1 ms. has instead:) nu-DU?-X}
,3.25
,"(cf. 6.1.19.c1, 6.2.5: YBC 4677 ll. 8-10)"
51.,den-lil2-le a-na-am3 in-ak in-bul-bul
52.,urudcukur in-sig10 su mu-ni-ib-te-te
,3.26
,"(cf. 6.1.19.c2, 6.1.24.9)"
