3,Peex,130.86,693.75,42567.9
3,Paladinho,105.38,685.94,
6,Doowap,29.77,682.67,34748.5
3,Vivamus,13.94,695.47,30195.5
3,Syhl,13.94,687.80,38046.0
3,Athanasios,13.94,691.80,34628.2
3,Reptil (u),13.94,697.88,43065.5
3,Selence,13.94,693.53,35604.7
3,Sandormine (u),13.94,693.94,46441.0
1,Ricta,13.94,679.38,28575.8
4,Xenjya,12.99,698.31,32102.8
4,Deamonmaster,1.63,695.00,44536.5
4,Ddm,1.54,692.56,45106.3
3,Superbus,1.54,696.19,35288.0
3,Chaosstern,1.46,695.67,
4,Mondai (#),1.40,685.00,
2,Muhkuhh,0.96,692.06,40404.4
4,Hellogoodbye,0.89,692.06,
1,Zyphered,0.89,676.40,45929.1
4,Cleon,0.89,688.47,31629.2
3,Carmin,0.89,696.06,26010.6
3,Hansi (u),0.83,695.44,29667.0
3,Specialflo (u),0.78,689.07,34784.6
2,Emcee,0.72,696.44,37762.5
3,ShiannГў,0.70,682.00,26682.0
2,Deformation,0.70,689.07,41403.8
4,Bringo,0.70,690.33,39843.6
4,Lianay,0.70,682.33,45253.1
6,StГўrdГ»st,0.00,652.06,
6,StГ©rnchГ©n,0.00,660.00,
4,Kieselstern,0.00,664.40,27347.1
4,Drakhai,0.00,658.50,
4,MГ®ndqlzr,0.00,660.19,
4,Feardichtot,0.00,622.67,15345.6
6,Sixxaxxis,0.00,642.33,20913.4
4,Lasdicportn,0.00,645.50,19336.8
4,LГЄГўp,0.00,630.33,
6,Thodir,0.00,690.40,34215.2
6,Nuaddib,0.00,643.25,
6,Lasgasigen,0.00,684.73,36387.0
6,Castingcouch,0.00,656.06,
4,Sashyan,0.00,670.69,26025.3
6,Xynergy,0.00,680.00,
4,Azahriel,0.00,636.00,
4,Wawrrior,0.00,660.00,21376.8
6,MelГ­ah,0.00,638.87,19779.4
4,ГЉza,0.00,660.00,18157.0
4,Blattstern,0.00,676.67,27012.9
2,Brainteaser,0.00,673.40,32900.4
4,Nyquist,0.00,660.00,23837.5
4,LГїsa,0.00,660.07,22485.3
4,Enzos,0.00,633.40,27403.1
4,Kizi,0.00,655.38,
6,Critx,0.00,652.00,16383.7
