2,м  н‚Ё (#),3443.82,713.40,51667.9
2,л§ҐлЏ„л‚ л“њ (u),3443.82,707.80,46931.4
2,лҐм‹ёлЉ”лЌ°м‚јмґ€,3443.82,708.80,45470.4
2,Thanku,3405.43,715.56,68531.0
1,н‚¤мѓЁ,675.47,716.47,63716.1
2,лІ•м‚¬лЄ»н•ґлЁ№кІ л„¤,420.87,712.67,67432.2
2,к¶Ѓкё€н•Ё (u),409.13,709.13,42548.5
2,мќґкёЂк±°л¦¬лЉ”м„¤м‚¬,401.29,706.06,41948.1
2,Watchurback,394.53,712.19,45263.8
2,м  н‚Ё,176.40,707.07,49738.5
2,л°њн™”,174.24,707.44,51642.6
2,мѓќмЎґкё°,174.17,697.50,
2,лІ•м‚¬лЄ»н•ґлЁ№кІ л‚ґ,174.08,708.67,
2,л‹¤кё‰н•Ё (u),172.81,705.07,33692.5
2,лё”л¦¬м»¤мЉ¤ (u),162.65,702.00,46247.0
2,м€Ім†ЌмќліЂнѓњ,160.26,696.63,40616.1
2,м„њлІ„мќґм „н• к±°м•ј,159.57,699.75,19731.9
1,н‚Ём  ,158.55,692.63,40457.3
2,Arionixia,141.01,707.13,
1,лћ­н‚Ё,137.11,701.81,40138.0
2,Watchurstep,136.99,699.63,40303.4
2,Watcherback,136.74,701.94,41513.0
2,Crag,130.64,701.63,45704.8
2,к·Ђмљ¤кё”мљ”лЇё,130.33,706.33,39319.4
2,нќ‘кі°м–ґнќҐ,130.33,698.13,40294.7
2,Sparrow,117.29,701.73,35011.6
2,л“њлЈЁкЅѓм€њмќґ,88.02,697.00,34406.6
2,м њл„¤н”„,84.85,702.56,38639.3
2,л§Ґлђл‚ л“њ,3.95,698.00,33011.8
2,Chick,3.92,699.00,
2,к±°л¶Ѓмќґм™Ђн† к»ґ,3.92,693.07,
2,Dashurback,1.68,690.75,28913.6
2,м ЂмЉ¤н‹ґмЅн”„л €мќґнЃ¬,1.54,692.40,36068.8
2,мЉ¤нЊџ (#),0.78,683.00,
2,мћђкі ліґл‹€м•ћм§‘ (#),0.00,676.63,31050.7
3,лЊЂмћҐлЎњлЏ„м Ѓ,0.00,609.13,
2,Beholder (#),0.00,656.73,25730.9
