4N,---,34N,21N
4M,---,34M,21M
4W,---,34W,21W
4XW,---,34XW,21XW
4.5N,---,34.5N,21.5N
4.5M,---,34.5M,21.5M
4.5W,---,34.5W,21.5W
4.5XW,---,34.5XW,21.5XW
5N,2.5N,35N,22N
5M,2.5M,35M,22M
5W,2.5W,35W,22W
5XW,2.5XW,35XW,22XW
5.5N,3N,36N,22.5N
5.5M,3M,36M,22.5M
5.5W,3W,36W,22.5W
5.5XW,3XW,36XW,22.5XW
6N,3.5N,36.5N,23N
6M,3.5M,36.5M,23M
6W,3.5W,36.5W,23W
6XW,3.5XW,36.5XW,23XW
6.5N,4N,37N,23.5N
6.5M,4M,37M,23.5M
6.5W,4W,37W,23.5W
6.5XW,4XW,37XW,23.5XW
7N,4.5N,37.5N,24N
7M,4.5M,37.5M,24M
7W,4.5W,37.5W,24W
7XW,4.5XW,37.5XW,24XW
7.5N,5N,38N,24.5N
7.5M,5M,38M,24.5M
7.5W,5W,38W,24.5W
7.5XW,5XW,38XW,24.5XW
8N,5.5N,38.5N,25N
8M,5.5M,38.5M,25M
8W,5.5W,38.5W,25W
8XW,5.5XW,38.5XW,25XW
8.5N,6N,39N,25.5N
8.5M,6M,39M,25.5M
8.5W,6W,39W,25.5W
8.5XW,6XW,39XW,25.5XW
9N,6.5N,40N,26N
9M,6.5M,40M,26M
9W,6.5W,40W,26W
9XW,6.5XW,40XW,26XW
9.5N,7N,41N,26.5N
9.5M,7M,41M,26.5M
9.5W,7W,41W,26.5W
9.5XW,7XW,41XW,26.5XW
10N,7.5N,42N,27N
10M,7.5M,42M,27M
10W,7.5W,42W,27W
10XW,7.5XW,42XW,27XW
10.5N,---,42.5N,27.5N
10.5M,---,42.5M,27.5M
10.5W,---,42.5W,27.5W
10.5XW,---,42.5XW,27.5XW
11N,8N,43N,28N
11M,8M,43M,28M
11W,8W,43W,28W
11XW,8XW,43XW,28XW
11.5N,9N,43.5N,28.5N
11.5M,9M,43.5M,28.5M
11.5W,9W,43.5W,28.5W
11.5XW,9XW,43.5XW,28.5XW
12N,---,44N,29N
12M,---,44M,29M
12W,---,44W,29W
12XW,---,44XW,29XW
13M,---,45M,---
