6,Zenaya,0.00,641.80,19718.7
7,Jadugar,0.00,631.69,
6,Ecstasia,0.00,642.13,
6,Madelline,0.00,634.38,
6,Syalune,0.00,631.47,17366.1
6,Chiaro,0.00,609.63,14439.1
4,Vowels,0.00,630.60,14372.9
6,Skrillmub,0.00,642.25,17538.5
6,Armene,0.00,631.06,
6,Leikki,0.00,624.60,
6,Paj,0.00,594.47,15298.0
4,Relkia,0.00,635.19,16720.2
2,Turbles,0.00,624.53,16953.5
7,Bergmal,0.00,608.53,
6,Trinh,0.00,606.94,14357.3
4,Echoa,0.00,618.53,
6,Pistonella,0.00,610.88,13499.3
6,Jeklon (u),0.00,634.13,
3,Arnesca,0.00,647.87,21332.6
6,Ericks,0.00,611.87,
6,Laconic,0.00,640.40,20079.8
6,Tadge,0.00,636.13,20875.3
4,Corusis,0.00,632.56,19252.4
3,Legius,0.00,641.94,
0,Kaylene,0.00,630.56,14216.9
1,Aislinana,0.00,599.47,15766.7
