1696,"- Peter the Great Edict about creation of regular Navy on Azov sea has been approved by Boyar's Council. The first galley ""Principium"" made on Voronezh shipyard. Seizure of Azov (the Turkish fortress Azak) with the support of galleys - the first fighting formation of Russian Fleet."
1698,"- Naval Battle Order was created. There was opened Naval School in Moscow, afterwards it has been moved to Azov."
1700,- Jack (bowsprit ensign) was introduced. The sailing Fleet was separated from rowing Fleet. The North War with Sweden began. Attempt of Swedish squadron to seize Arkhangelsk was repelled.
1701,- The Navigation School was founded in Moscow.
1702,"- The first ships for Baltic Fleet were laid (the shipyard on the Syas River). Notteburg (Oreshek) was seized, afterwards it was renamed into Schlisselburg (and from 1944 - Petrokrepost)."
1703,"- Russian Fleet gained the first victory in the North War. The first warship for Baltic Fleet ""Schtandart"" has been built. There was built fortress Kronschlot on the Kotlin Island. Admiral School was opened in Voronezh. The first medal for victory ""In memory of seizure of two Swedish vessels in Neva estuary"" was instituted."
1704,- Kronschtadt was founded. Building of Admiralty's shipyard started in St.Petersburg.
1705,- Peter the Great issued an Edict about foundation of naval regiment (starting of marines). The Navy defended St.Petersburg in the North War.
1707,- Handing Navy sovereignty to Admiral Feodor Apraksin the Admiralty President and vice-admiral Korneli Kruis the Admiralty vice-President took place.
1709,"- The first battle ship ""Poltava"" (designed by Peter the Great and Feodosy Sklyaev) was laid on Admiralty's shipyard. The model-camera - the first Russian Navy Museum attached to the Admiralty was founded (now it is called Central Navy Museum)."
1710,- Seizing Viborg. Admiral-General Fedor Apraksin got the first order of St. Apostole Andrei Pervozvanny.
1711,- Gun-casting yard was founded in St.Petersburg. Admiralty's school was opened in Arkhangelsk.
1712,"- Galley yard was founded in St.Petersburg. Navy and Admiralty Orders were abolished due to establishing of the Navy Office. The first battle ship ""Poltava"" was launched."
1713,- Alexei Burtsev - master of Petersburg Civil shipyard - suggested the project of building wheeled vessels.
1714,"- Rowing Fleet gained the first great victory in Navy history over the Swedish vessel squadron near Gangut peninsula (now Hanko). The Gold medal for officers and Silver medal for sailors ""For the battle of Gangut"" were instituted."
1715,- There was founded Admiralty Hospital in St.Petersburg (now the First Naval Hospital).
1716,- There was founded Naval Academy in St.Petersburg (Academy of Saval Guards). Naval Regulations were introduced (the ranks were put into the system).
1717,- The Supreme Body for Navy managing - Admiralties Board - was founded.
1718,"- Fedor Apraksin was appointed the first President of Admiralties Board. Peter the Great got a petition from a peasant E.Nikonov about building ""secret vessel"" - a prototype of submarine."
1719,- The first naval victory without boarding was gained (N.A. Sinyavin the 2nd rank captain took by storm the Swedish vessel detachment near the Azel island).
1720,- Galley Navy commanded by General M.M. Golitsyn won a victory over Swedish squadron near the Grengam island. The first Naval Regulations worked out by Peter the Great was published.
1721,- The North War was finished. Nischtadt peace was made and Russia got predominance in Baltic Sea. There was founded rowing port in St.Petersburg.
1724,"- The Navy Archives attached to Admiralties Board was founded. The Nikonov's ""secret vessel"" has been tested."
1728,- Naval Cadet company attached to Naval Academy was founded at St.Petersburg.
1733,- Don (Azov) Flotilla was founded.
1736,- Azov was seized with support of Don Flotilla.
1737,- Dnestr Flotilla was founded.
1752,- Gentry College was founded Attached to Naval Academy at St.Petersburg.
1753,- Navigation College was founded in Irkutsk.
1766,- Naval Assembly for naval officers' studies was founded in Revel.
1768,- Russian-Turkish War began (1768-1774).
1769,"- The Order ""St.George"" of four degrees was instituted."
1770,"- The Chesmen Victory. The medal ""For taking part in Chesmen battle"" was instituted (for rewarding officers and sailors of Baltic Navy)."
1771,- Foundation of Dunai rowing flotilla took place.
1774,- Kuchuk-Kainardzhansky peace was established - the end of Russian-Turkish War.
1781,- The first Russian Nautical college was opened in Kholmogory.
1782,"- Naval College was opened in Kherson (trained gentry as naval officers and raznochinets as navigators and ship-builders). The Order of ""St.Vladimir"" (of four degrees) was instituted."
1783,- The Navy Forces in the South of Russia were named as the Black Sea Navy. Sevastopol was founded.
1784,"- The ""water-driving"" school was opened in St.Petersburg."
1787,- Beginning of Russian-Turkish War for Crimea (1787-1791)
1788,"- The medal ""For courage in the Ochakov waters"" was instituted in honor of victory of Russian rowing flotilla of Ochakov."
1789,"- The medal ""For victory over Sweden in the Finnish waters"" on the Saint George Ribbon was instituted (for other ranks of Baltic rowing Navy)."
1790,"- Rear-admiral F.F. Ushakov was appointed the commander of Black Sea Navy. The medal ""For making peace with Sweden"" on Saint Vladimir Ribbon was instituted (for other ranks)."
1791,- The end of the Russian-Turkish war. Yass's peace. Joining Crimea and Kuban to Russia was confirmed.
1798,- The school of naval architecture was opened in St.Petersburg.
1799,- Korfu island was gained by joined Russian-Turkish Navy commanded by F.Ushakov.
1805,- The Central Naval Library was founded.
1806,- The beginning of Russian-Turkish war (1806-1812).
1807,"- ""Decoration of Military order"" was instituted (other ranks were awarded for military feat, since 1913 it has been named ""George Cross"")."
1810,- The 2nd Baltic naval carriage was formed as a coastal part of Baltic Navy.
1815,"- The first Russian steamship ""Elizaveta"" was built in St.Petersburg."
1819,"-The George Ensign was instituted, it was designed on the basis of Saint Andrew Ensign. The launches ""Peaceful"" and ""East"" commanded by M.P.Lazarev and F.F.Bellinsgauzen went out of Kronstadt for the first Antarctic Expedition (ended in 1821)."
1823,"- The first Russian steam battleship ""Meteor"" was laid. (Some sources of information says that the first was ""Vesuvius"" launched in 1820)."
1827,- The battle of Navarin. (Joined Russian-English-French Navy defeated Turkish-Egypt Navy). The hydrographic service was founded.
1829,"- The medal ""For Turkish War"" was instituted. The legendary battle between brig ""Mercury"" (commanded by A.I. Kozarsky) and two Turkish battleships took place."
1834,"- The first in the world all-metal submarine was built in St.Petersburg, it was designed by K.A.Shilder and set going by rowers. The explorer of Arctic Pavel Pavlovich Kruzenstern was born."
1836,"- 28-gun wheeled steam frigate ""Bogatyr"" was launched."
1841,"- The medal ""For zeal"" on Annen ribbon was instituted (for awarding other ranks, who served 22 years in Guards carriage and 25 years in the Navy)."
1846,"- Steamship ""Courage"" designed by K.A. Shilder was built - a prototype of destroyer. Frigate ""Archimedes"" - the first Russian battleship moved by screw - was laid (engineer I.A.Amosov)."
1848,"- Frigate ""Archimedes"" was launched. Publishing of periodic naval magazine ""Naval collection""."
1853,"- Beginning of the Crimea War (1853-1856). The Sinop battle - everlasting glory of P.S. Nakhimov, the finale of Sailing Navy operations. The first naval battle of steamships (steam frigate ""Vladimir"" and Turkish steam frigate ""Pervas-Bakhri""."
1854,- Beginning of heroic defence of Sevastopol during the Crimea War.
1855,"- The medal ""For Sevastopol's defence"" was instituted."
1856,"- The medal ""In memory of the war 1853-1856"" was instituted."
1863,- Squadron of Russian Navy made the first friendly visit to USA.
1864,"- The first in the world ice-breaker ""Pilot"" was built (M.O.Britnev)"
1865,- I.F.Alexandrovsky created the first self-propelled mine-torpedo.
1866,- A submarine with compressed air engine designed by I.F.Alexandrovsky was built.
1867,- A.A.Popov developed a project of the nautical armored battleship.
1872,"- The first parapet-turret battleship ""Peter the Great"" was launched."
1874,"- The first Russian mine-layer ""Galvaner"" was built."
1876,- S.K.Dzhevetsky developed a project of a small submarine.
