#,Date,Hits,,Posts
1,08/05/2013 Monday,20,0%,0
2,12/03/2013 Tuesday,15,0%,0
3,12/02/2013 Monday,10,0%,0
4,05/11/2009 Monday,10,0%,0
5,05/07/2014 Wednesday,8,0%,0
6,04/16/2014 Wednesday,8,0%,0
7,06/24/2011 Friday,8,0%,0
8,09/22/2014 Monday,7,0%,0
9,04/06/2014 Sunday,7,0%,0
10,12/01/2013 Sunday,7,0%,0
11,03/19/2012 Monday,7,0%,0
12,10/28/2009 Wednesday,7,0%,0
13,04/28/2014 Monday,6,0%,0
14,04/13/2014 Sunday,6,0%,0
15,10/04/2010 Monday,6,0%,0
16,09/01/2010 Wednesday,6,0%,0
17,05/12/2010 Wednesday,6,0%,0
18,10/29/2009 Thursday,6,0%,0
19,10/21/2009 Wednesday,6,0%,0
20,05/18/2009 Monday,6,0%,0
21,11/19/2014 Wednesday,5,0%,0
22,05/03/2014 Saturday,5,0%,0
23,04/17/2014 Thursday,5,0%,0
24,04/08/2014 Tuesday,5,0%,0
25,04/05/2014 Saturday,5,0%,0
26,02/26/2014 Wednesday,5,0%,0
27,11/04/2013 Monday,5,0%,0
28,08/31/2013 Saturday,5,0%,0
29,02/25/2013 Monday,5,0%,0
30,05/18/2012 Friday,5,0%,0
31,07/08/2011 Friday,5,0%,0
32,04/26/2011 Tuesday,5,0%,0
33,04/18/2011 Monday,5,0%,0
34,05/05/2010 Wednesday,5,0%,0
35,04/22/2010 Thursday,5,0%,0
36,09/01/2009 Tuesday,5,0%,0
37,08/24/2009 Monday,5,0%,0
38,05/20/2009 Wednesday,5,0%,0
39,08/12/2014 Tuesday,4,0%,0
40,05/09/2014 Friday,4,0%,0
41,04/22/2014 Tuesday,4,0%,0
42,04/21/2014 Monday,4,0%,0
43,04/11/2014 Friday,4,0%,0
44,03/29/2014 Saturday,4,0%,0
45,03/07/2014 Friday,4,0%,0
46,01/14/2014 Tuesday,4,0%,0
47,12/10/2013 Tuesday,4,0%,0
48,11/25/2013 Monday,4,0%,0
49,10/28/2013 Monday,4,0%,0
50,10/03/2013 Thursday,4,0%,0
51,10/02/2013 Wednesday,4,0%,0
52,10/01/2013 Tuesday,4,0%,0
53,09/30/2013 Monday,4,0%,0
54,09/29/2013 Sunday,4,0%,0
55,09/28/2013 Saturday,4,0%,0
56,08/14/2013 Wednesday,4,0%,0
57,04/09/2013 Tuesday,4,0%,0
58,04/26/2012 Thursday,4,0%,0
59,02/27/2012 Monday,4,0%,0
60,02/07/2012 Tuesday,4,0%,0
61,09/28/2011 Wednesday,4,0%,0
62,06/08/2011 Wednesday,4,0%,0
63,04/13/2011 Wednesday,4,0%,0
64,04/11/2011 Monday,4,0%,0
65,04/02/2011 Saturday,4,0%,0
66,03/08/2011 Tuesday,4,0%,0
67,03/05/2011 Saturday,4,0%,0
68,03/01/2011 Tuesday,4,0%,0
69,02/15/2011 Tuesday,4,0%,0
70,02/07/2011 Monday,4,0%,0
71,01/23/2011 Sunday,4,0%,0
72,12/27/2010 Monday,4,0%,0
73,12/12/2010 Sunday,4,0%,0
74,12/07/2010 Tuesday,4,0%,0
75,10/14/2010 Thursday,4,0%,0
76,10/10/2010 Sunday,4,0%,0
77,09/21/2010 Tuesday,4,0%,0
78,09/07/2010 Tuesday,4,0%,0
79,09/05/2010 Sunday,4,0%,0
80,06/10/2010 Thursday,4,0%,0
81,09/13/2009 Sunday,4,0%,0
82,09/10/2009 Thursday,4,0%,0
83,08/20/2009 Thursday,4,0%,0
84,07/26/2009 Sunday,4,0%,0
85,05/17/2009 Sunday,4,0%,0
86,05/04/2009 Monday,4,0%,0
87,07/15/2015 Wednesday,3,0%,0
88,06/28/2015 Sunday,3,0%,0
89,06/08/2015 Monday,3,0%,0
90,05/28/2015 Thursday,3,0%,0
91,05/18/2015 Monday,3,0%,0
92,04/28/2015 Tuesday,3,0%,0
93,04/01/2015 Wednesday,3,0%,0
94,03/12/2015 Thursday,3,0%,0
95,02/23/2015 Monday,3,0%,0
96,01/28/2015 Wednesday,3,0%,0
97,01/22/2015 Thursday,3,0%,0
98,01/03/2015 Saturday,3,0%,0
99,12/17/2014 Wednesday,3,0%,0
100,10/30/2014 Thursday,3,0%,0
101,05/20/2014 Tuesday,3,0%,0
102,05/15/2014 Thursday,3,0%,0
103,05/01/2014 Thursday,3,0%,0
104,04/29/2014 Tuesday,3,0%,0
105,04/23/2014 Wednesday,3,0%,0
106,04/18/2014 Friday,3,0%,0
107,04/03/2014 Thursday,3,0%,0
108,03/21/2014 Friday,3,0%,0
109,03/19/2014 Wednesday,3,0%,0
110,03/13/2014 Thursday,3,0%,0
111,02/20/2014 Thursday,3,0%,0
112,02/17/2014 Monday,3,0%,0
113,02/06/2014 Thursday,3,0%,0
114,01/28/2014 Tuesday,3,0%,0
115,01/27/2014 Monday,3,0%,0
116,01/24/2014 Friday,3,0%,0
117,01/21/2014 Tuesday,3,0%,0
118,01/18/2014 Saturday,3,0%,0
119,01/10/2014 Friday,3,0%,0
120,01/03/2014 Friday,3,0%,0
,Total,546,,0
,Average,4.6,,0.0
