You Might Also Consider: 2011 Yamaha Rhino 700 FI Auto 4x4 2011 Yamaha Rhino 700 FI Auto 4x4 Sport Edition 2011 Kawasaki Teryx 750 FI 4x4 2011 Kawasaki Teryx 750 FI 4x4 LE 2011 Kawasaki Teryx 750 FI 4x4 LE Camo 2011 Kawasaki Teryx 750 FI 4x4 Sport 2011 Arctic Cat Prowler 550 H1 EFI XT 4x4 2011 Arctic Cat Prowler 700 H1 EFI HDX 4x4 2011 Arctic Cat Prowler 700 H1 EFI XTX 4x4 2011 Arctic Cat Prowler 1000 H2 EFI XTZ 4x4 2011 Can-Am Commander 800R 2011 Can-Am Commander 1000 2011 Can-Am Commander 1000 XT 2011 Can-Am Commander 1000 X 2011 Kawasaki Mule 4010 4x4 Diesel 2011 Kawasaki Mule 4010 Trans4x4 2011 Kawasaki Mule 4010 Trans4x4 (Camo) 2011 Kawasaki Mule 4010 Trans4x4 Diesel 2011 John Deere Gator XUV 4x4 825i 2011 John Deere Gator XUV 4x4 855D 2011 Polaris Ranger RZR 800 2011 Polaris Ranger RZR 800 Indy Red / White LE 2011 Polaris Ranger RZR 800 Boardwalk Blue / White LE 2011 Polaris Ranger RZR 800 EPS Orange Madness LE 2011 Polaris Ranger RZR 800 S 2011 Polaris Ranger RZR 800 S Black Carbon Fiber LE 2011 Polaris Ranger RZR XP 900 2011 Polaris Ranger RZR XP 900 White Lightning LE 2011 Polaris Ranger 800 XP 2011 Polaris Ranger 800 XP Crimson Red LE 2011 Polaris Ranger 800 XP Northwoods Green LE 2011 Polaris Ranger 800 XP Browning LE 2011 Polaris Ranger 800 XP EPS 2011 Polaris Ranger 800 XP EPS Sandstone Metallic LE 2011 Polaris Ranger 500 Crew 2011 Polaris Ranger 800 Crew 2011 Polaris Ranger 800 Crew EPS 2011 Polaris Ranger 800 Crew EPS Super Graphite LE 2011 Polaris Ranger 800 6x6 2011 Polaris Ranger 800 HD EPS 2011 Polaris Ranger Diesel 2011 Honda Big Red MUV 2011 Cub Cadet Volunteer 4x4 2011 Cub Cadet Volunteer 4x4 EFI 2011 Cub Cadet Volunteer 4x4 D 2011 KIOTI Mechron 2200 2011 Case IH Scout XL Diesel Two 2011 Case IH Scout XL Diesel Four 2011 Case IH Scout XL Gas Four 2011 Kubota RTV1140CPX Orange 2011 Kubota RTV1140CPX Realtree Camouflage 2011 Kubota RTV900XT General Purpose 2011 Kubota RTV900XT Worksite Orange 2011 Kubota RTV900XT Worksite Realtree Hardwoods Camouflage 2011 Kubota RTV900XT Utility 2011 Kubota RTV1100 Orange 2011 Kubota RTV1100 Realtree Hardwoods Camouflage 2011 Bobcat 3400XL 4x4 2011 Bobcat 3400XL 4x4 Diesel 2011 New Holland Rustler 120 Two Passenger 2011 New Holland Rustler 120 Four Passenger 2011 New Holland Rustler 125 Two Passenger 2011 New Holland Rustler 125 Four Passenger 2011 John Deere Gator Traditional TH 6x4 Diesel,
,
KEY FACTS,
Manufacturer,Polaris
Model,Ranger RZR
Year,2011
Class,Sport Utility
Country of Origin,USA
MSRP,"$13,999 PRICE QUOTE"
,
Misc,
Manufacturer Recommend Minimum Age,16
Year,2011
Generic Type (Primary),Sport Utility
Manufacturer Country,USA
Manufacturer Type,
,
Engine,
Cylinders,2
Engine Stroke,4-Stroke
Displacement (cc),760
Valve Configuration,OHV
Starter,Electric
Engine Type,Longitudinal In-Line
Cooling,Liquid
Compression Ratio,10:1
,
Seat Specifications,
Number Of Seats,2
Seat Height (in),
,
Dimensions,
Length (in),104
Width (in),60.5
Height (in),70.5
Ground Clearance (in),12.5
Wheelbase (in),77
,
Weight,
Towing Capacity (lbs),1500
,
Capacities,
Fuel Capacity (gal),7.3
,
Transmission,
Number Of Speeds,
Transmission Type,Continuously Variable (CVT)
Reverse,Yes
Primary Drive (Rear Wheel),Shaft
,
Front Suspension,
Front Travel (in),12
Front Suspension Type,Independent Double A-Arm
,
Price,
Warranty (Months),6
Warranty (Condition),Limited
,
Rear Suspension,
Rear Travel (in),12
Rear Tire (Full Spec),27 x 11-12; ITP 900 XCT
Front Tire (Full Spec),27 x 9-12; ITP 900 XCT
,
Brakes,
Front Brake Type,Hydraulic Disc
Rear Brake Type,Hydraulic Disc
,
Driveline,
Rear Unlocking Differential,No
Driveline Type,Selectable 4X2 / 4X4
,More Details
,
