Author,Message
NintyMan,"3,001. Posted: Tue 5th Nov 2013 01:58 GMT Now let's move on to Kirby characters. I believe King Dedede will return, and his new final smash without a doubt should be Masked Dedede. He would be twice as powerful in this state, like Wario was twice as powerful as Wario-Man. @zoroarkrules25: What's the source of those rumors? Edited on Tue 5th November, 2013 @ 02:03 by NintyMan"
,Miiverse https://miiverse.nintendo.net/users/DestinyMan Vote KIng K. Rool for Super Smash Bros. for Nintendo 3DS and Wii U! Support Yooka-Laylee! Nintendo Network ID: DestinyMan
Author,Message
OdnetninAges,"3,002. Posted: Tue 5th Nov 2013 02:18 GMT @zoroarkrules25 Gee, that sure looked fun, let me try: zoroarkrules25 wrote: There are a few interesting rumors but i can't post them since the 3DS browser sucks and I'm too busy catching em' all. Anyway the gist of them is that k rool will be released when tropical freeze is released, kat and ana work as a duo and are a clone of the ice climbers moveset wise, chrom was going to be in the game, but got replaced by reggie fils amie at the last second due to popular demand and that the game comes out april 1st 2013. Your thoughts? lol, just kidding, dude. But seriously, please don't do that again."
,"Console Usernames: Rc LOL, RAYMAN ""I'll destroy the illusion with my right hand!"" Miiverse Profile My Anime List NSLU Playthrough with friends Check out Ninten-Times! The Greatest Work of Fiction ever made I finally got a Wii U for Christmas! Nintendo Network ID: Ages97"
Author,Message
SheldonRandoms,"3,003. Posted: Tue 5th Nov 2013 02:29 GMT @DestinyMan Daroach should also be added in because............the game needs more mouses."
,"SUPER SMASH CLASH: A MOBILE MULTIPLAYER PLATFORMER FIGHTING GAME FEATURING MR.RANDOMS AND SOMEBODY HE KNOWS, ZIGGURAT!!!(But he's coming soon, via an update) http://www.smashclashapp.com/ I like to rev up those fryers, I play games, I make stuff with stick figures named Sheldon and Mr. Randoms. Nintendo Network ID: SheldonRandoms"
Author,Message
TheGreatLord,"3,004. Posted: Tue 5th Nov 2013 07:22 GMT SheldonRandoms wrote: @DestinyMan Daroach should also be added in because............the game needs more mouses. I think he has little chance to be able to join"
,TheGreatLord Nintendo Network ID: BlueMario1998
Author,Message
NintyMan,"3,005. Posted: Tue 5th Nov 2013 08:37 GMT ""Photo strip of the day. Plant it, water it, and then timber! It's high maintenance but totally worth the effort! It needs tactics like never before."" Edited on Tue 5th November, 2013 @ 08:37 by NintyMan"
,Miiverse https://miiverse.nintendo.net/users/DestinyMan Vote KIng K. Rool for Super Smash Bros. for Nintendo 3DS and Wii U! Support Yooka-Laylee! Nintendo Network ID: DestinyMan
Author,Message
TheGreatLord,"3,006. Posted: Tue 5th Nov 2013 09:27 GMT DestinyMan wrote: ""Photo strip of the day. Plant it, water it, and then timber! It's high maintenance but totally worth the effort! It needs tactics like never before."" so I am guessing the villager will be a strategic type"
,TheGreatLord Nintendo Network ID: BlueMario1998
Author,Message
GamecubeMan,"3,007. Posted: Tue 5th Nov 2013 13:51 GMT WingedSnagret wrote: FishieFish wrote: Wonder_Mask wrote: Mickey wrote: Wonder_Mask wrote: WingedSnagret wrote: I know his chances are slimmer then average, but I'm gonna be upset if Ike is cut. I will giggle like a little schoolgirl if Ike gets cut. Especially if he gets replaced with Chrom, or some magic user. >:3 I'd just be giddy if, on the next Nintendo Direct, Mr. Iwata said ""Because of the popularity of 'Fire Emblem: Awakening', we have decided to replace [Ike or Marth.] with Lucina."" Why? Because then the Internet would explode and devolve into the sexist wasteland I know it is. And when all is said and done and the streets are on fire, I'll be there to say ""I knew it! Even though I've seen the Internet act this way several times before, and it really didn't need reinstatement, I knew the Internet was this bad!"" And then I will laugh. I'd prefer Micaiah to Lucina, because she would literally be the same as Marth. Micaiah at the least is a magic user, and she had more personality than Lucina. u_u Costumes maybe. And they will probably not add Lucina, since the game came out in only 2012 in Japan, and spoilers. What about Robin (aka My Unit) from Awakening? Think about it, he could have options to use either a sword or a magic tome, plus have a gender swap like Wii Fit Trainer. Kill two birds with one stone. u_u However that would just add to the growing list of customizable characters... I saw this one youtube comment on a video for the game's soundtrack (it has almost been a year and the music still hasnt gotten old for me) and the user suggested that Smash Bros 4 should take the avatar you have saved on file and put that specific My unit and put it in the game. Its a really interesting idea but I doubt it will see the light of day."
,"Gamecubeloggery Forget the Nintendo seal of approval I only see GC 4.0 happening if I become a English major. Yeah, it is happening now. GC 4.0 will be released in 2020. My Bio by True_Hero Twitter: jazzygcnman"
Author,Message
zoroarkrules25,"3,008. Posted: Tue 5th Nov 2013 14:22 GMT OdnetninAges wrote: @zoroarkrules25 Gee, that sure looked fun, let me try: zoroarkrules25 wrote: There are a few interesting rumors but i can't post them since the 3DS browser sucks and I'm too busy catching em' all. Anyway the gist of them is that k rool will be released when tropical freeze is released, kat and ana work as a duo and are a clone of the ice climbers moveset wise, chrom was going to be in the game, but got replaced by reggie fils amie at the last second due to popular demand and that the game comes out april 1st 2013. Your thoughts? lol, just kidding, dude. But seriously, please don't do that again. Lol, it took me a minute to realize what happened there. Honestly I wouldn't mind if what you edited came true. Anyway here are the links: http://www.vgleaks.com/rumor-super-smash-bros-wii-u-3ds-relea... I can't find the leaks to the rest, I think the person deleted the thread, so they are probably fake."
,3ds friend code:3007 8328 5371
Author,Message
Orngeblu,"3,009. Posted: Tue 5th Nov 2013 16:09 GMT TheGreatGamer wrote: DestinyMan wrote: ""Photo strip of the day. Plant it, water it, and then timber! It's high maintenance but totally worth the effort! It needs tactics like never before."" so I am guessing the villager will be a strategic type I think that attack is going to be hard to use effectively, though. Looks like it'll be easy enough to zone the tree, lol. Hope this doesn't promote camping either...looks like it can be used as an obstacle to hide behind. x.x So maybe that's a plus to it's viability, lol. Edited on Tue 5th November, 2013 @ 16:19 by Orngeblu"
,Brawl Friend Code: 3395-4738-9505 I also have a 3DS and Wii U. <3 Smash Bros. Nintendo Network ID: Orngeblu
Author,Message
NintyMan,"3,010. Posted: Tue 5th Nov 2013 16:15 GMT You can see it in action during the Developer Direct from E3. I think it's a taunt that also happens to take damage if there's a fighter standing nearby and gets hit from the fallen tree."
,Miiverse https://miiverse.nintendo.net/users/DestinyMan Vote KIng K. Rool for Super Smash Bros. for Nintendo 3DS and Wii U! Support Yooka-Laylee! Nintendo Network ID: DestinyMan
Author,Message
Orngeblu,"3,011. Posted: Tue 5th Nov 2013 16:20 GMT DestinyMan wrote: You can see it in action during the Developer Direct from E3. I think it's a taunt that also happens to take damage if there's a fighter standing nearby and gets hit from the fallen tree. You may be right, because I'm pretty sure Down-B is bowling ball, Neutral B is the slingshot...didn't we see a pic of him riding a Gyroid once though? Maybe that's his Side-B?"
,Brawl Friend Code: 3395-4738-9505 I also have a 3DS and Wii U. <3 Smash Bros. Nintendo Network ID: Orngeblu
Author,Message
DreamyViridi,"3,012. Posted: Tue 5th Nov 2013 16:28 GMT DestinyMan wrote: You can see it in action during the Developer Direct from E3. I think it's a taunt that also happens to take damage if there's a fighter standing nearby and gets hit from the fallen tree. I don't know about that. Animation seems a bit long for just a taunt. Maybe the special (whichever one it is) consists of three parts with the last part being the pay off attack."
,"Once a LuigiMan, now a Dreamy representation of the Goddess of Nature. Retired Palutena Gem Provider. The Kid Icarus League's LuigiMan200 - Bio by True_Hero. My YouTube Channel Nintendo Network ID: LuigiMan200"
Author,Message
mamp,"3,013. Posted: Tue 5th Nov 2013 16:43 GMT I wonder what the AC villager's final smash will be? I wonder if it can top my idea (leaf storm, a bunch of leaves fall from the sky and then ""POOF"" they transform into giant furniture and rain down on everyone)."
,The cat's the only cat who knows where it's at. NNID: Muffin-Gun
Author,Message
