"1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5","0","True","http://dbpedia.org/ontology/PoliticalParty","http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent"
"1438042989018_40_20150728002309-00067-ip-10-236-191-2_57714692_2","0","True","http://dbpedia.org/ontology/Cricketer","http://dbpedia.org/ontology/Athlete,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species"
"1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2","0","True","http://dbpedia.org/ontology/Mountain","http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Place"
"68779923_2_1000046510804975562","4","False","http://dbpedia.org/ontology/GovernmentType","http://dbpedia.org/ontology/Type,http://dbpedia.org/ontology/TopicalConcept"
"68779923_2_1000046510804975562","0","True","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place"
"68779923_2_1000046510804975562","3","False","http://dbpedia.org/ontology/City","http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place"
"68779923_2_1000046510804975562","5","False","http://dbpedia.org/ontology/Language",""
"71137051_0_8039724067857124984","0","True","http://dbpedia.org/ontology/Bird","http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species"
"39650055_5_7135804139753401681","1","True","http://dbpedia.org/ontology/Company","http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent"
"64207896_0_3206705146602325658","0","True","http://dbpedia.org/ontology/Monarch","http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species"
"90593344_0_8311455501234425088","1","True","http://dbpedia.org/ontology/Mountain","http://dbpedia.org/ontology/NaturalPlace,http://dbpedia.org/ontology/Place"
"41839679_0_3009344178474568371","1","True","http://dbpedia.org/ontology/Monarch","http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species"
"12125836_0_1134348206297032434","1","True","http://dbpedia.org/ontology/RadioStation","http://dbpedia.org/ontology/Broadcaster,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent"
"2066887_0_746204117268168398","0","True","http://dbpedia.org/ontology/Saint","http://dbpedia.org/ontology/Cleric,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species"
"24859353_0_7027810986004269522","1","True","http://dbpedia.org/ontology/Country","http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place"
"24859353_0_7027810986004269522","3","False","http://dbpedia.org/ontology/Currency",""
