1T,1Time,WebCheckIn,Reisegepäck
JP,Adria Airways,WebCheckIn,Reisegepäck
A3,Aegean Airlines,WebCheckIn,Reisegepäck
RE,Aer Arann,WebCheckIn,Reisegepäck
EI,Aer Lingus,WebCheckIn,Reisegepäck
AJ,Aero,WebCheckIn,Reisegepäck
P5,Aero Republica,WebCheckIn,Reisegepäck
SU,Aeroflot Russian Airlines,WebCheckIn,Reisegepäck
7E,Aeroline GmbH,WebCheckIn,Reisegepäck
AR,Aerolineas Argentinas,WebCheckIn,Reisegepäck
VW,Aeromar,WebCheckIn,Reisegepäck
AM,Aeromexico,WebCheckIn,Reisegepäck
5L,Aerosur,WebCheckIn,Reisegepäck
VV,Aerosvit,WebCheckIn,Reisegepäck
8U,Afriqiyah Airways,WebCheckIn,Reisegepäck
ZI,Aigle Azur,WebCheckIn,Reisegepäck
AH,Air Algerie,WebCheckIn,Reisegepäck
A6,Air Alps,WebCheckIn,Reisegepäck
G9,Air Arabia,WebCheckIn,Reisegepäck
KC,Air Astana,WebCheckIn,Reisegepäck
UU,Air Austral,WebCheckIn,Reisegepäck
JA,Air Bosna,WebCheckIn,Reisegepäck
BP,Air Botswana,WebCheckIn,Reisegepäck
SB,Air Caledonie International,WebCheckIn,Reisegepäck
AC,Air Canada,WebCheckIn,Reisegepäck
QK,Air Canada Jazz,WebCheckIn,Reisegepäck
TX,Air Caraibes,WebCheckIn,Reisegepäck
CV,Air Chathams,WebCheckIn,Reisegepäck
CA,Air China,WebCheckIn,Reisegepäck
UX,Air Europa,WebCheckIn,Reisegepäck
AF,Air France,WebCheckIn,Reisegepäck
GL,Air Greenland,WebCheckIn,Reisegepäck
AI,Air India,WebCheckIn,Reisegepäck
3H,Air Inuit,WebCheckIn,Reisegepäck
I9,Air Italy,WebCheckIn,Reisegepäck
VU,Air Ivoire,WebCheckIn,Reisegepäck
JM,Air Jamaica,WebCheckIn,Reisegepäck
4A,Air Kiribati,WebCheckIn,Reisegepäck
NX,Air Macau,WebCheckIn,Reisegepäck
MD,Air Madagaskar,WebCheckIn,Reisegepäck
KM,Air Malta,WebCheckIn,Reisegepäck
MK,Air Mauritius,WebCheckIn,Reisegepäck
9U,Air Moldavia,WebCheckIn,Reisegepäck
SW,Air Namibia,WebCheckIn,Reisegepäck
NZ,Air New Zealand,WebCheckIn,Reisegepäck
FJ,Air Pacific,WebCheckIn,Reisegepäck
HM,Air Seychelles,WebCheckIn,Reisegepäck
WO,Air Southwest,WebCheckIn,Reisegepäck
VT,Air Tahiti,WebCheckIn,Reisegepäck
TN,Air Tahiti Nui,WebCheckIn,Reisegepäck
TS,Air Transat,WebCheckIn,Reisegepäck
AK,AirAsia,WebCheckIn,Reisegepäck
BT,airBaltic,WebCheckIn,Reisegepäck
AB,airberlin,WebCheckIn,Reisegepäck
4C,Aires Aero,WebCheckIn,Reisegepäck
P2,AirKenya,WebCheckIn,Reisegepäck
FL,AirTran Airways,WebCheckIn,Reisegepäck
AS,Alaska Airlines,WebCheckIn,Reisegepäck
AZ,Alitalia,WebCheckIn,Reisegepäck
NH,All Nippon Airways,WebCheckIn,Reisegepäck
G4,Allegiant Air,WebCheckIn,Reisegepäck
AA,American Airlines,WebCheckIn,Reisegepäck
KT,AnadoluJet,WebCheckIn,Reisegepäck
FG,Ariana Airlines,WebCheckIn,Reisegepäck
U8,Armavia,WebCheckIn,Reisegepäck
OZ,Asiana,WebCheckIn,Reisegepäck
8A,Atlas Blue,WebCheckIn,Reisegepäck
KK,Atlasjet,WebCheckIn,Reisegepäck
GR,Aurigny,WebCheckIn,Reisegepäck
OS,Austrian Airlines,WebCheckIn,Reisegepäck
2B,Bahrain Air,WebCheckIn,Reisegepäck
PG,Bangkok Airways,WebCheckIn,Reisegepäck
B2,Belavia,WebCheckIn,Reisegepäck
NT,Binter Canarias,WebCheckIn,Reisegepäck
O5,Blekingeflyg,WebCheckIn,Reisegepäck
BV,Blu-Express,WebCheckIn,Reisegepäck
SI,Blue Islands,WebCheckIn,Reisegepäck
KF,Blue1,WebCheckIn,Reisegepäck
WW,bmi baby,WebCheckIn,Reisegepäck
BD,bmi British Midland,WebCheckIn,Reisegepäck
BA,British Airways,WebCheckIn,Reisegepäck
SN,Brussels Airlines,WebCheckIn,Reisegepäck
C6,Can Jet,WebCheckIn,Reisegepäck
BW,Caribbean Airlines,WebCheckIn,Reisegepäck
V3,Carpatair,WebCheckIn,Reisegepäck
CX,Cathay Pacific,WebCheckIn,Reisegepäck
CI,China Airlines,WebCheckIn,Reisegepäck
CZ,China Southern Airlines,WebCheckIn,Reisegepäck
QI,Cimber Sterling,WebCheckIn,Reisegepäck
C9,Cirrus Airlines,WebCheckIn,Reisegepäck
WX,CityJet,WebCheckIn,Reisegepäck
DE,Condor,WebCheckIn,Reisegepäck
UA,Continental,WebCheckIn,Reisegepäck
CO,Continental Airlines,WebCheckIn,Reisegepäck
CM,Copa Airlines,WebCheckIn,Reisegepäck
7H,Corendon,WebCheckIn,Reisegepäck
OU,Croatia Airlines,WebCheckIn,Reisegepäck
CU,Cubana,WebCheckIn,Reisegepäck
CY,Cyprus Airways,WebCheckIn,Reisegepäck
OK,Czech Airlines,WebCheckIn,Reisegepäck
0D,Darwin Airline,WebCheckIn,Reisegepäck
DX,DAT,WebCheckIn,Reisegepäck
DL,Delta Air Lines,WebCheckIn,Reisegepäck
KA,Dragonair,WebCheckIn,Reisegepäck
U2,easyJet,WebCheckIn,Reisegepäck
WK,Edelweiss Air,WebCheckIn,Reisegepäck
MS,Egyptair,WebCheckIn,Reisegepäck
LY,EL AL,WebCheckIn,Reisegepäck
EK,Emirates,WebCheckIn,Reisegepäck
OV,Estonian Air,WebCheckIn,Reisegepäck
ET,Ethiopian Airlines,WebCheckIn,Reisegepäck
EY,Etihad Airways,WebCheckIn,Reisegepäck
EW,Eurowings,WebCheckIn,Reisegepäck
BR,Eva Air,WebCheckIn,Reisegepäck
AY,Finnair,WebCheckIn,Reisegepäck
FC,Finncomm,WebCheckIn,Reisegepäck
FY,Firefly,WebCheckIn,Reisegepäck
DP,First Choice,WebCheckIn,Reisegepäck
BE,FLYBE,WebCheckIn,Reisegepäck
F9,Frontier Airlines,WebCheckIn,Reisegepäck
GA,Garuda Indonesia,WebCheckIn,Reisegepäck
4U,Germanwings,WebCheckIn,Reisegepäck
G8,Go Air,WebCheckIn,Reisegepäck
G3,GOL,WebCheckIn,Reisegepäck
JZ,Gotlandsflyg,WebCheckIn,Reisegepäck
GF,Gulf Air,WebCheckIn,Reisegepäck
HU,Hainan Airlines,WebCheckIn,Reisegepäck
HA,Hawaiian Airlines,WebCheckIn,Reisegepäck
2L,Helvetic Airways,WebCheckIn,Reisegepäck
HX,Hong Kong Airlines,WebCheckIn,Reisegepäck
IB,Iberia,WebCheckIn,Reisegepäck
5W,Iceland Express,WebCheckIn,Reisegepäck
FI,Icelandair,WebCheckIn,Reisegepäck
IC,Indian Airlines,WebCheckIn,Reisegepäck
6E,IndiGo,WebCheckIn,Reisegepäck
3L,InterSky,WebCheckIn,Reisegepäck
IR,Iran Air,WebCheckIn,Reisegepäck
JL,JAL Japan Airlines,WebCheckIn,Reisegepäck
J9,Jazeera Airways,WebCheckIn,Reisegepäck
9W,Jet Airways,WebCheckIn,Reisegepäck
JQ,Jet Star,WebCheckIn,Reisegepäck
LS,Jet2.com,WebCheckIn,Reisegepäck
B6,JetBlue Airways,WebCheckIn,Reisegepäck
S2,JetLite,WebCheckIn,Reisegepäck
KQ,Kenia Airways,WebCheckIn,Reisegepäck
IT,Kingfisher Airlines,WebCheckIn,Reisegepäck
KL,KLM Royal Dutch Airlines,WebCheckIn,Reisegepäck
KE,Korean Air,WebCheckIn,Reisegepäck
2Q,Kullaflyg,WebCheckIn,Reisegepäck
MN,Kulula Air,WebCheckIn,Reisegepäck
KU,Kuwait Airways,WebCheckIn,Reisegepäck
LA,LAN Airlines,WebCheckIn,Reisegepäck
NG,Lauda Air,WebCheckIn,Reisegepäck
LI,LIAT,WebCheckIn,Reisegepäck
LO,LOT Polish Airlines,WebCheckIn,Reisegepäck
LT,LTU Iinternational Airways,WebCheckIn,Reisegepäck
LH,Lufthansa,WebCheckIn,Reisegepäck
LG,Luxair,WebCheckIn,Reisegepäck
MH,Malaysia Airlines,WebCheckIn,Reisegepäck
MA,Malev Hungarian Airlines,WebCheckIn,Reisegepäck
TF,Malmo Aviation,WebCheckIn,Reisegepäck
MP,Martinair,WebCheckIn,Reisegepäck
IG,Meridiana fly,WebCheckIn,Reisegepäck
ME,Middle East Airlines - Air Liban,WebCheckIn,Reisegepäck
ZB,Monarch Airlines,WebCheckIn,Reisegepäck
YM,Montenegro Airlines,WebCheckIn,Reisegepäck
XY,Nas Air,WebCheckIn,Reisegepäck
2N,NextJet,WebCheckIn,Reisegepäck
HG,NIKI,WebCheckIn,Reisegepäck
DD,Nok Air,WebCheckIn,Reisegepäck
DY,Norwegian Air Shuttle,WebCheckIn,Reisegepäck
OA,Olympic Air,WebCheckIn,Reisegepäck
WY,Oman Air,WebCheckIn,Reisegepäck
8Q,Onur Air,WebCheckIn,Reisegepäck
OL,Ostfriesische Lufttransport GmbH,WebCheckIn,Reisegepäck
LW,Pacific Wings,WebCheckIn,Reisegepäck
PK,Pakistan International Airlines,WebCheckIn,Reisegepäck
I7,Paramount Airways,WebCheckIn,Reisegepäck
PC,Pegasus Airlines,WebCheckIn,Reisegepäck
KS,Peninsula Airways,WebCheckIn,Reisegepäck
PR,Philippine Airlines,WebCheckIn,Reisegepäck
PU,Pluna,WebCheckIn,Reisegepäck
QF,Qantas Airways,WebCheckIn,Reisegepäck
QR,Qatar Airways,WebCheckIn,Reisegepäck
ZL,Regional Express Airlines,WebCheckIn,Reisegepäck
RH,Robin Hood Aviation,WebCheckIn,Reisegepäck
FV,Rossiya Airlines,WebCheckIn,Reisegepäck
