"CTRL_DBP_BUS_automobile_manufacturer","0","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_automobile_manufacturer","1","http://dbpedia.org/ontology/Country"
"CTRL_DBP_BUS_automobile_manufacturer","2","http://dbpedia.org/ontology/Automobile"
"CTRL_DBP_BUS_automobile_manufacturer","3","http://dbpedia.org/ontology/PopulatedPlace"
"CTRL_DBP_BUS_automobile_manufacturer_NOISE2","0","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_automobile_manufacturer_NOISE2","1","http://dbpedia.org/ontology/Country"
"CTRL_DBP_BUS_automobile_manufacturer_NOISE2","2","http://dbpedia.org/ontology/Automobile"
"CTRL_DBP_BUS_automobile_manufacturer_NOISE2","3","http://dbpedia.org/ontology/PopulatedPlace"
"CTRL_DBP_BUS_european_company_high_revenues","0","http://www.w3.org/2002/07/owl#Thing"
"CTRL_DBP_BUS_european_company_high_revenues","1","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_european_company_high_revenues","2","http://www.w3.org/2002/07/owl#Thing"
"CTRL_DBP_BUS_european_company_high_revenues","3","http://dbpedia.org/ontology/Place"
"CTRL_DBP_BUS_european_company_high_revenues","5","http://dbpedia.org/ontology/Country"
"CTRL_DBP_BUS_european_company_high_revenues_NOISE2","0","http://www.w3.org/2002/07/owl#Thing"
"CTRL_DBP_BUS_european_company_high_revenues_NOISE2","1","http://dbpedia.org/ontology/Company"
"CTRL_DBP_BUS_european_company_high_revenues_NOISE2","2","http://www.w3.org/2002/07/owl#Thing"
"CTRL_DBP_BUS_european_company_high_revenues_NOISE2","3","http://dbpedia.org/ontology/Place"
"CTRL_DBP_BUS_european_company_high_revenues_NOISE2","5","http://dbpedia.org/ontology/Country"
"CTRL_DBP_BUS_videogame_publishers","0","http://dbpedia.org/ontology/Agent"
"CTRL_DBP_BUS_videogame_publishers","1","http://dbpedia.org/ontology/VideoGame"
"CTRL_DBP_BUS_videogame_publishers","2","http://dbpedia.org/ontology/Sport"
"CTRL_DBP_BUS_videogame_publishers","3","http://dbpedia.org/ontology/InformationAppliance"
"CTRL_DBP_BUS_videogame_publishers_NOISE2","0","http://dbpedia.org/ontology/Agent"
"CTRL_DBP_BUS_videogame_publishers_NOISE2","1","http://dbpedia.org/ontology/VideoGame"
"CTRL_DBP_BUS_videogame_publishers_NOISE2","2","http://dbpedia.org/ontology/Sport"
"CTRL_DBP_BUS_videogame_publishers_NOISE2","3","http://dbpedia.org/ontology/InformationAppliance"
"CTRL_DBP_GEO_european_countries_capital_populated_cities","0","http://dbpedia.org/ontology/Country"
