"http://dbpedia.org/resource/Uzbekistan","uzbekistan","77"
"http://dbpedia.org/resource/Serbia","serbia","71"
"http://dbpedia.org/resource/Zimbabwe","zimbabwe","193"
"http://dbpedia.org/resource/Maldives","maldives","90"
"http://dbpedia.org/resource/Azerbaijan","azerbaijan","52"
"http://dbpedia.org/resource/French_colonial_empire","north africa","16"
"http://dbpedia.org/resource/Slovakia","slovakia","72"
"http://dbpedia.org/resource/Sudan","sudan","21"
"http://dbpedia.org/resource/Dominica","commw. dominica","117"
"http://dbpedia.org/resource/Guinea-Bissau","guinea-bissau","168"
"http://dbpedia.org/resource/Fiji","fiji","197"
"http://dbpedia.org/resource/Kievan_Rus'","eastern europe","49"
"http://dbpedia.org/resource/Trinidad_and_Tobago","trinidad/tobago","132"
"http://dbpedia.org/resource/Jamaica","jamaica","124"
"http://dbpedia.org/resource/Bermuda","bermuda","114"
"http://dbpedia.org/resource/Slovenia","slovenia","73"
"http://dbpedia.org/resource/Lithuania","lithuania","64"
"http://dbpedia.org/resource/Chad","chad","155"
"http://dbpedia.org/resource/Mauritius","mauritius","176"
"http://dbpedia.org/resource/Israel","israel","5"
"http://dbpedia.org/resource/Kazakhstan","kazakhstan","61"
"http://dbpedia.org/resource/Latvia","latvia","63"
"http://dbpedia.org/resource/Saint_Vincent_and_the_Grenadines","st. vincent/grenad","131"
"http://dbpedia.org/resource/Indonesia","indonesia","98"
"http://dbpedia.org/resource/Bolivia","bolivia","135"
"http://dbpedia.org/resource/Brunei","brunei","95"
"http://dbpedia.org/resource/Paraguay","paraguay","141"
"http://dbpedia.org/resource/Afghanistan","afghanistan","1"
"http://dbpedia.org/resource/Andorra","andorra","24"
"http://dbpedia.org/resource/Portugal","portugal","42"
"http://dbpedia.org/resource/El_Salvador","el salvador","119"
"http://dbpedia.org/resource/Republic_of_Macedonia","macedonia","65"
"http://dbpedia.org/resource/Comoros","comoros","156"
"http://dbpedia.org/resource/Tunisia","tunisia","22"
"http://dbpedia.org/resource/Eritrea","eritrea","162"
"http://dbpedia.org/resource/Somalia","somalia","186"
"http://dbpedia.org/resource/Lesotho","lesotho","170"
"http://dbpedia.org/resource/Vietnam","viet nam","105"
"http://dbpedia.org/resource/Antarctica","antarctica","212"
"http://dbpedia.org/resource/Kyrgyzstan","kyrgyzstan","62"
"http://dbpedia.org/resource/Bosnia_and_Herzegovina","bosnia/herzegovina","54"
"http://dbpedia.org/resource/Qatar","qatar","10"
"http://dbpedia.org/resource/Belarus","belarus","53"
"http://dbpedia.org/resource/Viceroyalty_of_Peru","south america","133"
"http://dbpedia.org/resource/Republic_of_Ireland","ireland","34"
"http://dbpedia.org/resource/Australia","australia","195"
"http://dbpedia.org/resource/New_Caledonia","new caledonia","202"
"http://dbpedia.org/resource/Monaco","monaco","39"
"http://dbpedia.org/resource/Cameroon","cameroon","152"
"http://dbpedia.org/resource/Georgia_(country)","georgia","59"
"http://dbpedia.org/resource/Barbados","barbados","112"
"http://dbpedia.org/resource/Finland","finland","29"
"http://dbpedia.org/resource/Algeria","algeria","17"
"http://dbpedia.org/resource/Guinea","guinea","167"
"http://dbpedia.org/resource/Mali","mali","174"
"http://dbpedia.org/resource/Albania","albania","50"
"http://dbpedia.org/resource/Nigeria","nigeria","180"
"http://dbpedia.org/resource/Association_of_Southeast_Asian_Nations","east asia","78"
"http://dbpedia.org/resource/Iran","iran","3"
"http://dbpedia.org/resource/Venezuela","venezuela","145"
"http://dbpedia.org/resource/Pakistan","pakistan","92"
"http://dbpedia.org/resource/Oceania","oceania","194"
"http://dbpedia.org/resource/China","peop. rep. china","80"
"http://dbpedia.org/resource/Thailand","thailand","104"
"http://dbpedia.org/resource/Sweden","sweden","45"
"http://dbpedia.org/resource/Czech_Republic","czech republic","57"
"http://dbpedia.org/resource/Liberia","liberia","171"
"http://dbpedia.org/resource/Democratic_Republic_of_the_Congo","congo dem. rep.","157"
"http://dbpedia.org/resource/Montenegro","montenegro","67"
"http://dbpedia.org/resource/Panama","panama","127"
"http://dbpedia.org/resource/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe","sao tome/principe","182"
"http://dbpedia.org/resource/Botswana","botswana","149"
"http://dbpedia.org/resource/Vatican_City","vatican","48"
"http://dbpedia.org/resource/Ghana","ghana","166"
"http://dbpedia.org/resource/Papua_New_Guinea","papua new guinea","206"
"http://dbpedia.org/resource/Greece","greece","32"
"http://dbpedia.org/resource/Chile","chile","137"
"http://dbpedia.org/resource/Niger","niger","179"
"http://dbpedia.org/resource/Puerto_Rico","puerto rico","128"
"http://dbpedia.org/resource/Armenia","armenia","51"
"http://dbpedia.org/resource/Brazil","brazil","136"
"http://dbpedia.org/resource/Taiwan","rep. china/taiwan","81"
"http://dbpedia.org/resource/Singapore","singapore","103"
"http://dbpedia.org/resource/Zambia","zambia","192"
"http://dbpedia.org/resource/Russia","russia","70"
"http://dbpedia.org/resource/Burkina_Faso","burkina faso","150"
"http://dbpedia.org/resource/Djibouti","djibouti","160"
"http://dbpedia.org/resource/France","france","30"
"http://dbpedia.org/resource/Mozambique","mozambique","177"
"http://dbpedia.org/resource/Kenya","kenya","169"
"http://dbpedia.org/resource/Germany","germany","31"
"http://dbpedia.org/resource/Malaysia","malaysia","100"
"http://dbpedia.org/resource/Cuba","cuba","116"
"http://dbpedia.org/resource/Kiribati","kiribati","198"
"http://dbpedia.org/resource/Samoa","samoa","207"
"http://dbpedia.org/resource/Tonga","tonga","209"
"http://dbpedia.org/resource/Sierra_Leone","sierra leone","185"
"http://dbpedia.org/resource/Rwanda","rwanda","181"
"http://dbpedia.org/resource/Tanzania","tanzania","189"
"http://dbpedia.org/resource/Yemen","yemen","15"
"http://dbpedia.org/resource/Belgium","belgium","26"
"http://dbpedia.org/resource/Mauritania","mauritania","175"
