"http://dbpedia.org/resource/Olybrius","olybrius","24"
"http://dbpedia.org/resource/Honorius_(emperor)","honorius","1"
"http://dbpedia.org/resource/Glycerius","glycerius","25"
"http://dbpedia.org/resource/Arvandus","arvandus","22"
"http://dbpedia.org/resource/Heraclianus","heraclianus","9"
"http://dbpedia.org/resource/Vortigern","vortigern","13"
"http://dbpedia.org/resource/Joannes","johannes","11"
"http://dbpedia.org/resource/Romanus_(usurper)","romanus","23"
"http://dbpedia.org/resource/Marcellus_(usurper)","marcellus","18"
"http://dbpedia.org/resource/Gratian_(usurper)","gratian","4"
"http://dbpedia.org/resource/Petronius_Maximus","petronius maximus","15"
"http://dbpedia.org/resource/Majorian","majorian","17"
"http://dbpedia.org/resource/Jovinus","jovinus","8"
"http://dbpedia.org/resource/Marcus_(usurper)","marcus","3"
"http://dbpedia.org/resource/Constantius_III","constantius iii.","10"
"http://dbpedia.org/resource/Valentinian_III","valentinian iii.","12"
"http://dbpedia.org/resource/Avitus","avitus","16"
"http://dbpedia.org/resource/Aegidius","aegidius","20"
"http://dbpedia.org/resource/Romulus_Augustulus","romulus augustulus","27"
"http://dbpedia.org/resource/Libius_Severus","libius severus","19"
"http://dbpedia.org/resource/Gildo","gildo","2"
"http://dbpedia.org/resource/Constantine_III_(Western_Roman_Emperor)","konstantin (iii.)","5"
"http://dbpedia.org/resource/Julius_Nepos","julius nepos","26"
"http://dbpedia.org/resource/Maximus_of_Hispania","maximus","7"
"http://dbpedia.org/resource/Anthemius","anthemius","21"
"http://dbpedia.org/resource/Priscus_Attalus","priscus attalus","6"
